year,code,type of waste,waste producers,waste quantities,waste quantities generated by primary producers
2018, EAV-030204-G, Inorganic wood preservatives,0.0,0.0,0.0
2018, EAV-030205-G, Other wood preservatives cont. hazardous subst.,6.0,0.0,0.0
2018, EAV-04," Wastes from the leather, fur, textile industries",8.0,0.4,0.4
2018, EAV-040103-G, Degreasing wastes cont. solve. without liquid phase,0.0,0.0,0.0
2018, EAV-040214-G, Wastes from finishing containing organic solvents,0.0,0.0,0.0
2018, EAV-040216-G, Dyestuffs and pigments cont. hazardous substances,5.0,0.2,0.2
2018, EAV-040219-G, Textile ind.: Sludges from on-site effl. treatm.,0.0,0.0,0.0
2018, EAV-05," Wastes from petrol. refining, natural gas purification.",136.0,70.0,64.7
2018, EAV-050102-G, Petroleum refining: Desalter sludges,0.0,0.0,0.0
2018, EAV-050103-G, Petroleum refining: Tank bottom sludges,45.0,24.1,23.1
2018,EAV-050104-G, Petroleum refining: Acid alkyl sludges,0.0,0.0,0.0
2018, EAV-050105-G, Petroleum refining: Oil spills,0.0,0.0,0.0
2018, EAV-050106-G, Petroleum ref.: Oily sludges from maint. operat.,60.0,14.8,11.0
2018, EAV-050107-G, Petroleum refining: Acid tars,0.0,0.0,0.0
2018, EAV-050108-G, Petroleum refining: Other tars,6.0,0.5,0.5
2018, EAV-050109-G, Petroleum ref.: Sludges from on-site effl. treatm.,10.0,12.0,11.9
2018, EAV-050111-G, Petrol.ref.:Wastes from clean. of fuels with bases,0.0,0.0,0.0
2018, EAV-050112-G, Petroleum refining: Oil containing acids,0.0,0.0,0.0
2018, EAV-050115-G, Petroleum refining: Spent filter clays,7.0,0.9,0.6
2018, EAV-050601-G, Pyrolytic treatment of coal: Acid tars,0.0,0.0,0.0
2018, EAV-050603-G, Pyrolytic treatment of coal: Other tars,36.0,17.3,17.1
2018, EAV-050701-G, Natural gas purif.: Wastes containing mercury,0.0,0.0,0.0
2018, EAV-06, Wastes from inorganic chemical processes,954.0,365.2,321.4
2018, EAV-060101-G, Sulfuric acid and sulphurous acid,177.0,150.8,146.4
2018, EAV-060102-G, hydrochloric acid,50.0,8.0,7.7
2018, EAV-060103-G, hydrofluoric acid,11.0,0.1,0.1
2018,EAV-060104-G, Phosphoric and phosphorous acid,46.0,2.4,2.2
2018, EAV-060105-G, Nitric acid and nitrous acid,50.0,1.6,1.6
2018, EAV-060106-G, Other acids,232.0,24.8,21.2
2018, EAV-060201-G, calcium hydroxide,14.0,1.4,1.4
2018, EAV-060203-G, Ammonium hydroxide,65.0,3.4,2.0
2018, EAV-060204-G, Sodium and potassium hydroxide,50.0,12.4,10.7
2018, EAV-060205-G, Other bases,238.0,17.4,15.7
2018, EAV-060311-G, Solid salts and solutions containing cyanides,23.0,0.6,0.5
2018, EAV-060313-G, Solid salts and solutions containing heavy metals,119.0,11.5,10.2
2018, EAV-060315-G, Metallicoxides containing heavy metals,33.0,3.8,3.5
2018, EAV-060403-G, Wastes containing arsenic,15.0,0.6,0.6
2018, EAV-060404-G, Wastes containing mercury,127.0,1.8,1.6
2018, EAV-060405-G, Wastes containing other heavy metals,83.0,57.7,31.0
2018, EAV-060502-G, Sludges from on-site effluent treatment,109.0,48.3,47.2
2018, EAV-060602-G, Wastes containing hazardous sulphides,6.0,0.8,0.7
2018, EAV-060701-G, Wastes containing asbestos from electrolysis,0.0,0.0,0.0
2018, EAV-060702-G, Activated carbon from chlorine production,0.0,0.0,0.0
2018, EAV-060703-G,Barium sulphate sludge containing mercury,0.0,0.0,0.0
2018, EAV-060704-G," Solutions and acids, for example contact acid",0.0,0.0,0.0
2018, EAV-060802-G, Waste containing hazardous chlorocyanes,6.0,5.0,5.0
2018, EAV-060903-G, Calcium-based reaction wastes,0.0,0.0,0.0
2018, EAV-061002-G, Nitrogen chemicals: Wastes cont. hazardous subst.,5.0,0.1,0.1
2018, EAV-061301-G, Inorganic plant protection products etc.,32.0,0.2,0.1
2018, EAV-061302-G, Spent activated carbon (except 060702),62.0,2.7,2.4
2018, EAV-061304-G, Wastes from asbestos processing,6.0,1.0,0.6
2018, EAV-061305-G, Soot,0.0,0.0,0.0
2018, EAV-07, Wastes from organic chemical processes,1708.0,1274.0,1217.2
2018, EAV-070101-G," Organic chem.: Aqueous washing liquids, mother liq.",165.0,52.3,43.9
2018, EAV-070103-G, Organic chem.: Organic halogenated solvents etc.,99.0,28.5,28.0
2018, EAV-070104-G, Organic chem.: Other organic solvents etc.,362.0,127.2,117.1
2018, EAV-070107-G, Organic chem.: Halogenated still bottoms etc.,43.0,39.6,39.1
2018, EAV-070108-G," Organic chem.: Other still bottoms,reaction residue.",144.0,103.9,101.8
2018, EAV-070109-G,"Organic chem.: Halogenated filter cakes, spent abs.",15.0,0.6,0.6
2018, EAV-070110-G," Organic chem.: Other filter cakes, spent absorbents",37.0,3.2,3.0
2018, EAV-070111-G, Organic chem.: Sludges from on-site effl. treatment.,43.0,10.8,10.8
2018, EAV-070201-G," Plastics: Aqueous washing liquids, mother liquors",77.0,27.2,26.5
2018, EAV-070203-G, Plastics: Organic halogenated solvents etc.,42.0,3.1,3.1
2018, EAV-070204-G," Plastics: Other organic solvents,washing liq. etc.",145.0,31.9,31.2
2018, EAV-070207-G," Plastics: Halogenated still bottoms, react. residence.",39.0,5.1,5.0
2018, EAV-070208-G," Plastics: Other still bottoms, reaction residues",390.0,88.2,83.0
2018, EAV-070209-G," Plastics: Halogenated filter cakes, spent absorb.",6.0,0.2,0.2
2018, EAV-070210-G, Plastics: Other filter cakes and spent absorbents,45.0,7.0,6.8
2018, EAV-070211-G, Plastics: Sludges from on-site effluent treatment,13.0,1.3,0.9
2018, EAV-070214-G, Plastics: Wastes from additives cont. haza. subst.,42.0,4.0,3.5
2018, EAV-070216-G, Plastics: Waste containing hazardous silicones,6.0,0.9,0.9
2018, EAV-070301-G,"Organic dyes: Aqueous washing liquids, mother liq.",31.0,4.4,3.9
2018, EAV-070303-G, Organic dyes: Organic halogenated solvents etc.,23.0,0.9,0.7
2018, EAV-070304-G, Organic dyes: Other organic solvents etc.,207.0,33.4,30.2
2018, EAV-070307-G, Organic dyes: Halogenated still bottoms etc.,7.0,1.9,1.8
2018, EAV-070308-G," Organic dyes: Other still bottoms, reaction residue.",22.0,6.5,6.2
2018, EAV-070309-G," Organic dyes: Halogenated filter cakes, spent abs.",4.0,0.2,0.2
2018, EAV-070310-G," Organic dyes: Other filter cakes, spent absorbents",7.0,0.4,0.4
2018, EAV-070311-G, Organic dyes: Sludges from on-site effl. treatment.,0.0,0.0,0.0
2018, EAV-070401-G, Org.plant prot.: Aqueous washing liquids etc.,25.0,36.5,36.4
2018, EAV-070403-G, Org.plant prot.: Organic halogenated solvents etc.,20.0,128.7,126.2
2018, EAV-070404-G, Org.plant prot.: Other organic solvents etc.,12.0,22.4,22.4
2018, EAV-070407-G, Org.plant prot.: Halogenated still bottoms etc.,11.0,37.7,37.7
2018, EAV-070408-G," Org.plant prot.: Other still bottoms, react.resid.",13.0,6.4,6.4
2018, EAV-070409-G,Org.plant prot.: Halogenated filter cakes etc.,5.0,0.2,0.2
2018, EAV-070410-G," Org.plant prot.: Other filter cakes, absorb spent.",4.0,0.3,0.3
2018, EAV-070411-G, Org.plant prot.: Sludges from on-site effl.treatm.,3.0,0.3,0.3
2018, EAV-070413-G, Org.plant prot.: Solid wastes cont. haza. subst.,11.0,0.9,0.8
2018, EAV-070501-G, Pharmaceuticals: Aqueous washing liquids etc.,51.0,25.2,24.7
2018, EAV-070503-G, Pharmaceuticals: Organic halogenated solvents etc.,42.0,9.9,9.8
2018, EAV-070504-G, Pharmaceuticals: Other organic solvents etc.,84.0,78.7,78.7
2018, EAV-070507-G, Pharmaceuticals: Halogenated still bottoms etc.,13.0,2.1,2.0
2018, EAV-070508-G," Pharmaceuticals: Other still bottoms, react.resid.",50.0,5.9,5.5
2018, EAV-070509-G, Pharmaceuticals: Halogenated filter cakes etc.,6.0,0.1,0.1
2018, EAV-070510-G," Pharmaceuticals: Other filter cakes, spent absorb.",18.0,2.2,2.2
2018, EAV-070511-G, Pharmaceuticals: Sludges from on-site effl.treatm.,6.0,0.9,0.9
2018, EAV-070513-G, Pharmaceuticals: Solid wastes cont.haza.substances,47.0,1.6,1.6
2018, EAV-070601-G,"Fats,soaps: Aqueous washing liquids,mother liquors",118.0,30.4,28.2
2018, EAV-070603-G," Fats, soaps: Organic halogenated solvents etc.",25.0,0.8,0.4
2018, EAV-070604-G," Fats, soaps: Other organic solvents etc.",77.0,7.5,6.5
2018, EAV-070607-G," Fats,soaps: Halogenated still bottoms,react.resid.",4.0,0.1,0.1
2018, EAV-070608-G," Fats,soaps: Other still bottoms, reaction residues",141.0,46.1,42.2
2018, EAV-070609-G," Fats,soaps: Halogenated filter cakes,spent absorb.",0.0,0.0,0.0
2018, EAV-070610-G," Fats, soaps: Other filter cakes, spent absorbents",19.0,2.8,2.8
2018, EAV-070611-G," Fats, soaps: Sludges from on-site effluent treatment.",6.0,1.2,1.2
2018, EAV-070701-G," Fine chem.: Aqueous washing liquids, mother liquors",158.0,89.0,82.0
2018, EAV-070703-G, Fine chem.: Organic halogenated solvents etc.,104.0,20.1,18.6
2018, EAV-070704-G, Fine chem.: Other organic solvents etc.,168.0,58.5,56.4
2018, EAV-070707-G," Fine chem.: Halogenated still bottoms,react.resid.",31.0,14.1,13.9
2018, EAV-070708-G," Fine chem.: Other still bottoms, reaction residues",80.0,53.5,53.1
2018, EAV-070709-G,"Fine chem.: Halogenated filter cakes, spent absorb.",25.0,0.6,0.6
2018, EAV-070710-G," Fine chem.: Other filter cakes, spent absorbents",43.0,3.5,3.5
2018, EAV-070711-G, Fine chem.: Sludges from on-site effluent treatm.,22.0,2.6,2.4
2018, EAV-08," Wastes from the MFSU of coatings, adhesives etc.",1345.0,212.7,180.7
2018, EAV-080111-G," Waste paint, varnish containing organic solvents",729.0,70.8,56.2
2018, EAV-080113-G, Sludges from paint and varnish cont. org. solvents,322.0,36.5,29.1
2018, EAV-080115-G," Paint,varnish: Aqueous sludges cont. paint etc.",145.0,19.4,17.6
2018, EAV-080117-G, Wastes from paint or varnish removal cont.org.sol.,162.0,24.4,23.3
2018, EAV-080119-G, Aqueous suspensions cont. paint or varnish,51.0,16.7,15.5
2018, EAV-080121-G, Waste paint or varnish remover,11.0,0.5,0.5
2018, EAV-080312-G, Waste ink containing hazardous substances,108.0,6.0,5.0
2018, EAV-080314-G, Ink sludges containing hazardous substances,56.0,5.1,4.9
2018, EAV-080316-G, Waste etching solutions,0.0,0.0,0.0
2018, EAV-080317-G, Waste printing toner cont. hazardous substances,0.0,0.0,0.0
2018, EAV-080319-G, Disperse oil,27.0,0.9,0.4
2018,EAV-080409-G, Waste adhesives and sealants cont.organic solvents,303.0,29.2,25.7
2018, EAV-080411-G, Adhesive and sealant sludges cont.organic solvents,9.0,0.4,0.3
2018, EAV-080413-G," Adhesives,sealants: Aqueous sludges cont.adhesives",13.0,0.5,0.5
2018, EAV-080415-G," Adhesives,sealants: Aqueous liquid waste cont.adh.",13.0,0.7,0.7
2018, EAV-080417-G," Adhesives, sealants: Rosin oil",0.0,0.0,0.0
2018, EAV-080501-G, Waste isocyanates,60.0,1.2,0.9
2018, EAV-09, Wastes from the photographic industry,164.0,14.8,11.2
2018, EAV-090101-G, Water-based developer and activator solutions,89.0,3.3,2.8
2018, EAV-090102-G, Water-based offset plate developer solutions,86.0,6.6,4.8
2018, EAV-090103-G, Solvent-based developer solutions,0.0,0.0,0.0
2018, EAV-090104-G, fixer solutions,84.0,2.9,2.1
2018, EAV-090105-G, Bleach solutions and bleach fixer solutions,36.0,1.6,1.6
2018, EAV-090106-G, Wastes cont. silver from on-site treatment. of photo.,0.0,0.0,0.0
2018, EAV-090111-G, Single-use cameras cont. batteries (160601-160603),0.0,0.0,0.0
2018, EAV-090113-G, Aq.liq.waste fr. on-site recl.of silver(ex.090106),0.0,0.0,0.0
2018,EAV-10, Wastes from thermal processes,742.0,990.5,902.1
2018, EAV-100104-G, Oil fly ash and boiler dust,21.0,2.9,2.9
2018, EAV-100109-G, Sulfuric acid,0.0,0.0,0.0
2018, EAV-100113-G, Fly ash from emulsified hydrocarbons used as fuel,0.0,0.0,0.0
2018, EAV-100114-G," Bottom ash,slag,boiler dust from co-incineration",49.0,54.7,54.7
2018, EAV-100116-G, Fly ash from co-incineration,33.0,28.7,24.8
2018, EAV-100118-G, Wastes from gas cleaning cont. hazardous subst.,124.0,64.2,63.5
2018, EAV-100120-G, Power stations: Sludges from on-site effl. treatment.,10.0,2.9,2.9
2018, EAV-100122-G, Power stations: Aqueous sludges from boiler clean.,9.0,1.2,1.2
2018, EAV-100207-G," Iron, steel: Solid wastes from gas treatment",73.0,227.0,226.1
2018, EAV-100211-G," Iron,steel: Wastes fr.cooling-water treat.cont.oil",6.0,4.7,4.7
2018, EAV-100213-G," Iron, steel: Sludges, filter cakes from gas treatm.",14.0,101.2,88.7
2018, EAV-100304-G, Aluminium: Primary production slags,0.0,0.0,0.0
2018, EAV-100308-G, Aluminium: Salt slags from secondary production,12.0,313.9,265.2
2018, EAV-100309-G, Aluminium: Black dross from secondary production,0.0,0.0,0.0
2018,EAV-100315-G, Aluminium: Skimmings that are flammable etc.,50.0,40.1,28.9
2018, EAV-100317-G, Aluminium: Tar-containing wastes from anode manuf.,3.0,0.5,0.5
2018, EAV-100319-G, Aluminum: Flue-gas dust cont. hazardous subst.,13.0,3.6,3.6
2018, EAV-100321-G, Aluminum: Other particulates and dust,16.0,3.2,3.2
2018, EAV-100323-G, Aluminum: Solid wastes from gas treatment,27.0,20.2,18.7
2018, EAV-100325-G," Aluminium: Sludges, filter cakes from gas treatment.",4.0,0.4,0.4
2018, EAV-100327-G, Aluminium: Wastes fr.cooling-water treatm.cont.oil,3.0,0.5,0.5
2018, EAV-100329-G, Aluminium: Wastes from treatment. of salt slags etc.,0.0,0.0,0.0
2018, EAV-100401-G, Lead: Slags from primary and secondary production,7.0,31.5,31.5
2018, EAV-100402-G," Lead: Dross, skimmings from primary, second. prod.",56.0,6.3,6.3
2018, EAV-100403-G, Lead: Calcium arsenate,0.0,0.0,0.0
2018, EAV-100404-G, Lead: Flue-gas dust,3.0,0.1,0.1
2018, EAV-100405-G, Lead: Other particulates and dust,10.0,3.8,1.6
2018, EAV-100406-G, Lead: Solid wastes from gas treatment,0.0,0.0,0.0
2018, EAV-100407-G,Lead: Sludges and filter cakes from gas treatment,0.0,0.0,0.0
2018, EAV-100409-G, Lead: Wastes from cooling-water treatment. cont. oil,0.0,0.0,0.0
2018, EAV-100503-G, Zinc: Flue-gas dust,11.0,0.5,0.5
2018, EAV-100505-G, Zinc: Solid waste from gas treatment,4.0,0.3,0.3
2018, EAV-100506-G, Zinc: Sludges and filter cakes from gas treatment,0.0,0.0,0.0
2018, EAV-100508-G, Zinc: Wastes from cooling-water treatment. cont. oil,0.0,0.0,0.0
2018, EAV-100510-G, Zinc: Dross and skimmings that are flammable etc.,0.0,0.0,0.0
2018, EAV-100603-G, Copper: Flue-gas dust,8.0,1.3,1.2
2018, EAV-100606-G, Copper: Solid wastes from gas treatment,4.0,2.4,2.4
2018, EAV-100607-G, Copper: Sludges and filter cakes from gas treatment.,0.0,0.0,0.0
2018, EAV-100609-G, Copper: Wastes from cooling-water treatment. cont.oil,0.0,0.0,0.0
2018, EAV-100707-G, Silver etc: Wastes fr. cool.-water treatm.cont.oil,0.0,0.0,0.0
2018, EAV-100808-G," Non-ferrous: Salt slag from primary, secondary. prod.",4.0,0.7,0.6
2018, EAV-100810-G," Non-ferrous: Dross, skimmings that are flammable",6.0,1.0,1.0
2018, EAV-100812-G,Non-ferrous: Tar-cont. wastes from anode manuf.,0.0,0.0,0.0
2018, EAV-100815-G, Non-ferrous: Flue-gas dust cont. hazardous subst.,42.0,6.4,6.3
2018, EAV-100817-G," Non-ferrous: Sludges, filter cakes fr.flue-gas tr.",3.0,0.3,0.3
2018, EAV-100819-G, Non-ferrous: Wastes from cooling-water tr.cont.oil,0.0,0.0,0.0
2018, EAV-100905-G," Ferrous: Casting cores,moulds, not undergone pouring.",0.0,0.0,0.0
2018, EAV-100907-G," Ferrous: Casting cores, molds, underwent pouring",14.0,4.2,3.5
2018, EAV-100909-G, Ferrous: Flue-gas dust cont. hazardous substances,57.0,13.7,13.4
2018, EAV-100911-G, Ferrous: Other particulates cont. hazardous subst.,4.0,0.6,0.5
2018, EAV-100913-G, Ferrous: Waste binders cont. hazardous substances,0.0,0.0,0.0
2018, EAV-100915-G, Ferrous: Waste crack-indicating agent,0.0,0.0,0.0
2018, EAV-101005-G," Non-ferrous: Casting cores,moulds,not underg.pour.",0.0,0.0,0.0
2018, EAV-101007-G," Non-ferrous: Casting cores, molds, underwent pour.",6.0,4.8,4.8
2018, EAV-101009-G, Non-ferrous: Flue-gas dust cont. hazardous subst.,26.0,5.1,3.0
2018, EAV-101011-G, Non-ferrous: Other particulates cont. haza. subst.,0.0,0.0,0.0
2018, EAV-101013-G,Non-ferrous: Waste binders cont. hazardous subst.,0.0,0.0,0.0
2018, EAV-101015-G, Non-ferrous: Waste crack-indicating agent,0.0,0.0,0.0
2018, EAV-101109-G, Waste preparation mixture before thermal process.,9.0,0.9,0.6
2018, EAV-101111-G, Waste glass in small particles cont. heavy metals,13.0,7.7,7.3
2018, EAV-101113-G," Glass-polishing, -grinding sludge",20.0,1.5,1.5
2018, EAV-101115-G, Manuf. of glass: Solid wastes from flue-gas treat.,46.0,3.5,3.3
2018, EAV-101117-G," Manuf. of glass: Sludges, filter cakes fr. flue-gas",0.0,0.0,0.0
2018, EAV-101119-G, Manuf. of glass: Sol.wastes fr.on-site effl.treat.,13.0,1.6,1.4
2018, EAV-101209-G, Ceramic goods: Solid wastes from gas treatment,21.0,5.8,3.9
2018, EAV-101211-G, Ceramic goods: Wastes from glazing cont.heavy metal.,7.0,0.2,0.2
2018, EAV-101309-G, Wastes from asbestos-cement manuf. cont. asbestos,0.0,0.0,0.0
2018, EAV-101312-G, Cement etc: Solid wastes from gas treatment,8.0,2.0,2.0
2018, EAV-101401-G, Crematoria: Waste from gas cleaning cont. mercury,61.0,0.8,0.6
2018, EAV-11, Wastes from chemical surface treatment etc.,2118.0,630.1,591.6
2018,EAV-110105-G, Surface treatment: Pickling acids,521.0,81.4,75.6
2018, EAV-110106-G, Surface treatment: Acids nos.,145.0,10.9,9.8
2018, EAV-110107-G, Surface treatment: Pickling bases,484.0,93.3,88.8
2018, EAV-110108-G, Surface treatment: Phosphating sludges,216.0,11.3,10.1
2018, EAV-110109-G," Surface treatment: Sludges, filter cakes",921.0,110.3,95.3
2018, EAV-110111-G, Surface treatment: Aqueous rinsing liquids,750.0,99.6,91.4
2018, EAV-110113-G, Surface treatment: Degreasing wastes,204.0,17.5,16.1
2018, EAV-110115-G," Surface treatment: Eluate,sludges fr.membrane sys.",3.0,0.7,0.7
2018, EAV-110116-G," Surface treatment: Saturated,spent ion exch.resins",0.0,0.0,0.0
2018, EAV-110198-G, Surface treatment: Other wastes cont. haza. subst.,231.0,17.3,16.1
2018, EAV-110202-G, Sludges from zinchydrometallurgy,6.0,171.0,171.0
2018, EAV-110205-G, Wastes from copper hydrometallurgical processes,0.0,0.0,0.0
2018, EAV-110207-G, Non-ferrous hydromet. processes: Other wastes,0.0,0.0,0.0
2018, EAV-110301-G," Sludges,solids fr.temp.proc.: Wastes cont. cyanide",30.0,0.6,0.5
2018, EAV-110302-G,"Sludges, solids from tempering proc.: Other wastes",50.0,1.3,1.1
2018, EAV-110503-G, Hot galvan. proc.: Solid wastes from gas treatment,30.0,0.5,0.5
2018, EAV-110504-G, Hot galvanizing processes: Spent flux,4.0,0.2,0.2
2018, EAV-12, Wastes from surface treatment of metals a.plastics,3950.0,1065.4,824.5
2018, EAV-120106-G, Mineral-based machining oils containing halogens,13.0,0.3,0.3
2018, EAV-120107-G, Mineral-based machining oils free of halogens,99.0,76.0,22.1
2018, EAV-120108-G," Machining emulsions, solutions containing halogens",27.0,1.7,1.4
2018, EAV-120109-G," Machining emulsions, solutions free of halogens",3096.0,772.8,626.3
2018, EAV-120110-G, Synthetic machining oils,19.0,0.5,0.5
2018, EAV-120112-G, Spent waxes and fats,213.0,8.6,6.6
2018, EAV-120114-G, Machining sludges containing hazardous substances,282.0,23.4,22.3
2018, EAV-120116-G, Waste blasting material cont. hazardous substances,432.0,29.8,24.8
2018, EAV-120118-G," Metal sludge (grinding,honing,lapping sl.)cont.oil",454.0,93.8,68.2
2018, EAV-120119-G, Readily biodegradable machining oil,0.0,0.0,0.0
2018, EAV-120120-G,Spent grinding bodies and grinding materials,93.0,8.5,7.1
2018, EAV-120301-G, Aqueous washing liquids,367.0,49.1,44.0
2018, EAV-120302-G, Steam degreasing wastes,15.0,0.8,0.8
2018, EAV-13," Oil wastes, wastes of liquid fuels (ex.edible oils)",3727.0,1393.0,1156.6
2018, EAV-130101-G," Hydraulic oils, containing PCBs",6.0,0.1,0.0
2018, EAV-130104-G, Hydraulic oils: Chlorinated emulsions,0.0,0.0,0.0
2018, EAV-130105-G, Hydraulic oils: Non-chlorinated emulsions,77.0,9.8,8.0
2018, EAV-130109-G, Mineral-based chlorinated hydraulic oils,0.0,0.0,0.0
2018, EAV-130110-G, Mineral based non-chlorinated hydraulic oils,73.0,2.2,2.1
2018, EAV-130111-G, Synthetic hydraulic oils,9.0,0.1,0.1
2018, EAV-130112-G, Readily biodegradable hydraulic oils,4.0,0.0,0.0
2018, EAV-130113-G, Other hydraulic oils,6.0,0.1,0.1
2018, EAV-130204-G," Mineral-based chlorinated engine, gear, lubr. oils",59.0,1.6,1.2
2018, EAV-130205-G," Mineral-based non-chlor. engine, gear, lubricant. oils",1451.0,531.7,396.8
2018, EAV-130206-G," Synthetic engine, gear and lubricating oils",10.0,0.5,0.5
2018, EAV-130207-G," Readily biodegradable engine,gear,lubricating oils",0.0,0.0,0.0
2018,EAV-130208-G," Other engine, gear and lubricating oils",119.0,33.2,17.3
2018, EAV-130301-G, Insulating or heat transmission oils cont. PCB's,38.0,0.7,0.4
2018, EAV-130306-G," Mineral-b.chlor.insul.,heat transm.oils(ex.130301)",3.0,0.0,0.0
2018, EAV-130307-G," Mineral-based non-chlor. insul., heat transm. oils",174.0,10.4,9.6
2018, EAV-130308-G, Synthetic insulating and heat transmission oils,28.0,1.1,1.0
2018, EAV-130309-G," Readily biodegradable insulating, heat transm. oils",3.0,0.0,0.0
2018, EAV-130310-G, Other insulating and heat transmission oils,24.0,0.4,0.3
2018, EAV-130401-G, Bilge oils from inland navigation,10.0,3.7,3.6
2018, EAV-130402-G, Bilge oils from jetty sewers,0.0,0.0,0.0
2018, EAV-130403-G, Bilge oils from other navigation,18.0,116.7,116.1
2018, EAV-130501-G, Solids from grit chambers and oil/water separators,178.0,59.5,44.6
2018, EAV-130502-G, Sludges from oil/water separators,751.0,162.1,150.8
2018, EAV-130503-G, Interceptor sludges,401.0,103.6,96.2
2018, EAV-130506-G, Oil from oil/water separators,21.0,3.8,2.3
2018, EAV-130507-G, Oily water from oil/water separators,202.0,42.7,34.3
2018, EAV-130508-G,"Mixtures of wastes fr.grit chambers,oil/water sep.",905.0,191.3,181.0
2018, EAV-130701-G, Fuel oil and diesel,138.0,14.9,12.6
2018, EAV-130702-G, petrol,39.0,1.7,1.6
2018, EAV-130703-G, Other fuels (including mixtures),170.0,28.7,17.4
2018, EAV-130801-G, Oil wastes: Desalter sludges or emulsions,0.0,0.0,0.0
2018, EAV-130802-G, Oil wastes: Other emulsions,161.0,39.0,29.8
2018, EAV-130899-G, Oil wastes: Wastes nos.,176.0,33.4,28.7
2018, EAV-14," Waste organic solvents, refrigerants, propellants",728.0,100.6,66.3
2018, EAV-140601-G," Chlorofluorocarbons, HCFC, HFC",57.0,1.7,1.4
2018, EAV-140602-G, Other halogenated solvents and solvent mixtures,116.0,10.3,2.2
2018, EAV-140603-G, Other solvents and solvent mixtures,619.0,83.4,58.5
2018, EAV-140604-G, Sludges or solid wastes cont. halogenated solvents,15.0,0.1,0.1
2018, EAV-140605-G, Sludges or solid wastes containing other solvents,51.0,5.1,4.2
2018, EAV-15," Waste packaging, absorbents, wiping cloths etc.",2537.0,271.6,202.7
2018, EAV-150110-G, Packaging cont.residues of or contam.by haza.subs.,1100.0,63.8,50.7
2018, EAV-150111-G, Metallic packaging cont. haza. solid porous matrix,29.0,1.4,1.4
2018,EAV-150202-G," Absorbents, filter materials, wiping cloths etc.",2081.0,206.3,150.6
2018, EAV-16, Wastes not otherwise specified in the list,2928.0,1001.3,785.2
2018, EAV-160104-G, End-of-life vehicles,43.0,43.0,43.0
2018, EAV-160107-G, End-of-life vehicles: Oil filters,83.0,11.0,9.6
2018, EAV-160108-G, End-of-life vehicles: Components cont. mercury,0.0,0.0,0.0
2018, EAV-160109-G, End-of-life vehicles: Components containing PCBs,0.0,0.0,0.0
2018, EAV-160110-G, End-of-life vehicles: Explosive components,62.0,4.4,3.2
2018, EAV-160111-G, End-of-life vehicles: Brake pads cont. asbestos,0.0,0.0,0.0
2018, EAV-160113-G, End-of-life vehicles: Brake fluids,142.0,15.1,11.0
2018, EAV-160114-G, End-of-life vehicles: Antifreeze fluids,232.0,29.3,21.7
2018, EAV-160121-G," Hazardous components (ex.160107-11,160113-14)",74.0,4.9,4.5
2018, EAV-160209-G, Transformers and capacitors containing PCBs,183.0,1.3,0.9
2018, EAV-160210-G, Discarded equip.cont. or contam.by PCBs(ex.160209),4.0,0.0,0.0
2018, EAV-160211-G," Discarded equip.cont. chlorofluorocarbons,HCFC,HFC",166.0,11.2,6.5
2018, EAV-160212-G,Discarded equipment containing free asbestos,87.0,7.6,6.9
2018, EAV-160213-G, Discarded equip.cont.hazardous comp.(ex.160209-12),506.0,57.8,46.5
2018, EAV-160215-G, Hazardous comp. removed from discarded equipment,110.0,31.0,19.4
2018, EAV-160303-G, Off-spec. batches: Inorganic wastes,103.0,5.7,5.5
2018, EAV-160305-G, Off-spec. batches: organic wastes,173.0,14.5,13.9
2018, EAV-160401-G, Waste ammunition,8.0,0.0,0.0
2018, EAV-160402-G, Fireworks wastes,10.0,0.2,0.1
2018, EAV-160403-G, Other waste explosives,31.0,0.5,0.3
2018, EAV-160504-G, Gases in pressure containers (including halons),395.0,8.1,6.1
2018, EAV-160506-G, Laboratory chemicals consisting of hazardous subs.,246.0,4.9,3.5
2018, EAV-160507-G, Discarded inorganic chemicals cons. To install haza. subs.,401.0,6.6,5.4
2018, EAV-160508-G, Discarded organic chemicals cons. To install haza. subs.,415.0,7.4,6.0
2018, EAV-160601-G, lead batteries,473.0,334.6,256.6
2018, EAV-160602-G, Ni-Cd batteries,90.0,1.3,1.1
2018, EAV-160603-G, Mercury-containing batteries,12.0,0.1,0.1
2018, EAV-160606-G," Separately coll. electrolyte from batteries,accum.",34.0,3.5,2.4
2018, EAV-160708-G,"Tanks,barrels: Wastes containing oil",664.0,126.8,116.2
2018, EAV-160709-G," Tanks, barrels: Wastes cont. other hazardous substances.",176.0,22.9,21.5
2018, EAV-160802-G, Spent catalysts cont. hazardous transition metals,96.0,10.0,9.9
2018, EAV-160805-G, Spent catalysts containing phosphoric acid,3.0,0.2,0.2
2018, EAV-160806-G, Spent liquids used as catalysts,4.0,0.1,0.1
2018, EAV-160807-G, Spent catalysts contaminated with haza. substances,122.0,7.3,6.3
2018, EAV-160901-G," Permanganates, for example potassium permanganate",3.0,0.1,0.1
2018, EAV-160902-G," Chromates (potassium chr., potassium, sodium dichr.)",5.0,0.0,0.0
2018, EAV-160903-G," Peroxides, for example hydrogen peroxide",19.0,0.1,0.1
2018, EAV-160904-G," Oxidising substances, nos.",4.0,0.0,0.0
