GENESIS-Tabelle: 32111-0002
Abfallentsorgung: Deutschland, Jahre, Abfallarten;;;;;;;
Erhebung der Abfallentsorgung;;;;;;;
Deutschland;;;;;;;
;;;Abfallentsorgungsanlagen;Input von Abfallentsorgungsanlagen;Im eigenen Betrieb erzeugte Abfälle;Aus dem Inland angelieferter Abfall;Aus dem Ausland angelieferter Abfall
2020;EAV-190902-U;Schlämme aus der Wasserklärung;140;189,3;138,3;51,0;-
2020;EAV-190903-U;Schlämme aus der Dekarbonatisierung;32;21,5;4,5;17,0;-
2020;EAV-190904-U;Gebrauchte Aktivkohle;51;10,4;0,0;6,7;3,6
2020;EAV-190905-U;Gesättigte oder gebrauchte Ionenaustauscherharze;61;1,9;0,1;1,8;-
2020;EAV-190906-U;Lösungen u. Schlämme aus Regeneration v.Ionenaust.;6;13,2;4,6;8,7;-
2020;EAV-190999-U;Brauchwasser: Abfälle a.n.g.;-;-;-;-;-
2020;EAV-191001-U;Eisen- und Stahlabfälle;38;124,9;0,2;111,9;12,8
2020;EAV-191002-U;NE-Metall-Abfälle;46;83,1;0,0;51,6;31,5
2020;EAV-191003-G;Schredderleichtfraktionen und Staub;17;31,4;-;25,1;6,3
2020;EAV-191004-U;Schredderleichtfraktionen und Staub (ohne 191003);32;182,8;28,0;145,9;8,9
2020;EAV-191005-G;Andere Fraktionen, die gefährl. Stoffe enthalten;7;4,7;-;2,9;1,9
2020;EAV-191006-U;Andere Fraktionen (ohne 191005);24;297,8;56,3;173,3;68,2
2020;EAV-191101-G;Altölaufbereitung: Gebrauchte Filtertone;6;2,2;-;2,2;-
2020;EAV-191102-G;Altölaufbereitung: Säureteere;-;-;-;-;-
2020;EAV-191103-G;Altölaufbereitung: Wässrige flüssige Abfälle;-;-;-;-;-
2020;EAV-191104-G;Altölaufber.: Abf.a.d. Brennstoffreinigung m.Basen;-;-;-;-;-
2020;EAV-191105-G;Altölaufber.: Schlämme (betriebseig.Abwasserbeh.);8;0,1;-;0,1;-
2020;EAV-191106-U;Schlämme aus betriebs. Abwasserbehandl.(oh.191105);9;2,5;-;2,5;-
2020;EAV-191107-G;Altölaufbereitung: Abfälle aus der Abgasreinigung;-;-;-;-;-
2020;EAV-19119900-U;Abfälle a.n.g;-;-;-;-;-
2020;EAV-19119950-U;Basisöl (Ausgangsstoff für Schmierstoff), (SK);-;-;-;-;-
2020;EAV-19119951-U;Schmierstoff, (SS);-;-;-;-;-
2020;EAV-19119952-U;Mitteldestillat Komponente;-;-;-;-;-
2020;EAV-19119953-U;Heizöl leicht (inklusive Diesel), (HL);-;-;-;-;-
2020;EAV-19119954-U;Heizöl schwer Komponente;-;-;-;-;-
2020;EAV-19119955-U;Heizöl schwer, (HS);-;-;-;-;-
2020;EAV-19120100-U;Mech.Abfallbehandlung: Papier, Pappe nicht diff.;97;301,4;14,0;283,4;3,9
2020;EAV-19120101-U;Mech.Abfallbehandlung: Untere Sorten (Gruppe I);-;-;-;-;-
2020;EAV-19120102-U;Mech.Abfallbehandlung: Mittlere Sorten (Gruppe II);-;-;-;-;-
2020;EAV-19120103-U;Mech.Abfallbehandlung: Bessere Sorten (Gruppe III);-;-;-;-;-
2020;EAV-19120104-U;Mech.Abfallbehandlung: Krafthaltige Sorten (Gr.IV);-;-;-;-;-
2020;EAV-19120105-U;Mech.Abfallbehandlung: Sondersorten (Gruppe V);-;-;-;-;-
2020;EAV-191202-U;Mech.Abfallbehandlung: Eisenmetalle;195;1457,6;9,1;1320,6;127,9
2020;EAV-191203-U;Mech.Abfallbehandlung: Nichteisenmetalle;155;687,4;1,1;501,3;185,0
2020;EAV-191204-U;Mech.Abfallbehandlung: Kunststoff und Gummi;302;1723,1;25,2;1395,0;302,9
2020;EAV-19120500-U;Mech.Abfallbehandlung: Glas nicht differenzierbar;46;255,1;0,1;197,7;57,2
2020;EAV-19120501-U;Mech.Abfallbehandlung: Weißglas;-;-;-;-;-
2020;EAV-19120502-U;Mech.Abfallbehandlung: Braunglas;-;-;-;-;-
2020;EAV-19120503-U;Mech.Abfallbehandlung: Grünglas;-;-;-;-;-
2020;EAV-19120504-U;Mech.Abfallbehandlung: Buntglas;-;-;-;-;-
2020;EAV-19120505-U;Mech.Abfallbehandlung: Mischglas;-;-;-;-;-
2020;EAV-191206-G;Mech.Abfallbehandlung: Holz mit gefährl. Stoffen;85;1438,3;89,1;1054,2;295,0
2020;EAV-191207-U;Holz (ohne 191206);242;4850,6;292,9;4098,0;459,7
2020;EAV-191208-U;Mech.Abfallbehandlung: Textilien;36;64,5;0,1;38,1;26,2
2020;EAV-19120900-U;Mech.Abfallbehandlung: Mineralien (Sand, Steine);251;2794,5;349,3;2424,4;20,7
2020;EAV-19120901-U;Erzeugnisse für Verwendung im Straßen-u. Wegebau;-;-;-;-;-
2020;EAV-19120902-U;Erzeugnisse für Verwendung im sonstigen Erdbau;14;152,1;6,2;145,9;-
2020;EAV-19120903-U;Erzeugnisse f.d. Verwendung in Betonmischanlagen;-;-;-;-;-
2020;EAV-19120904-U;Erzeugnisse für Verwendung in Asphaltmischanlagen;331;9951,5;-;9951,5;-
2020;EAV-19120905-U;Erzeugnisse für sonstige Verwendung;-;-;-;-;-
2020;EAV-19120906-U;Heißmischgut für den Straßen- und Wegebau;-;-;-;-;-
2020;EAV-191210-U;Brennbare Abfälle (Brennstoffe aus Abfällen);210;6179,8;56,0;5844,6;279,2
2020;EAV-191211-G;Sonstige Abfälle (einschl. Materialmischungen);108;1338,3;5,0;1251,5;81,9
2020;EAV-191212-U;Sonstige Abfälle (ohne 191211);515;10050,5;367,7;9307,8;375,1
2020;EAV-191301-G;Feste Abfälle aus der Sanierung von Böden;32;209,2;-;199,8;9,4
2020;EAV-191302-U;Feste Abfälle aus Sanierung von Böden (oh.191301);55;495,4;2,0;482,2;11,2
2020;EAV-191303-G;Schlämme aus der Sanierung von Böden;10;49,2;0,0;49,2;-
2020;EAV-191304-U;Schlämme aus der Sanierung von Böden (oh.191303);4;1,6;-;1,6;-
2020;EAV-191305-G;Schlämme aus der Sanierung von Grundwasser;20;1,0;-;1,0;-
2020;EAV-191306-U;Schlämme aus Sanierung von Grundwasser (oh.191305);20;1,9;0,4;1,4;-
2020;EAV-191307-G;Wässrige Abf.u.Konzentrate aus Grundwassersanier.;15;0,5;0,1;0,4;-
2020;EAV-191308-U;Wässrige Abf.u.Konz. a.Grundwassersan. (oh.191307);6;0,4;0,2;0,2;-
2020;EAV-200101-U;Papier und Pappe;507;3836,8;89,2;3729,5;18,1
2020;EAV-200102-U;Glas;87;275,7;0,0;212,6;63,1
2020;EAV-200108-U;Biologisch abbaubare Küchen- und Kantinenabfälle;175;978,4;60,9;899,0;18,5
2020;EAV-200110-U;Bekleidung;40;131,7;-;124,9;6,8
2020;EAV-200111-U;Textilien;91;64,2;0,0;62,7;1,5
2020;EAV-200113-G;Lösemittel;30;6,6;0,1;5,4;1,1
2020;EAV-200114-G;Säuren;31;1,9;0,0;0,7;1,1
2020;EAV-200115-G;Laugen;31;1,5;0,0;0,8;0,7
2020;EAV-200117-G;Fotochemikalien;25;0,1;0,0;0,1;0,0
2020;EAV-200119-G;Pestizide;29;1,8;0,0;1,3;0,4
2020;EAV-200121-G;Leuchtstoffröhren u.a. quecksilberhaltige Abfälle;70;9,1;0,0;7,7;1,3
2020;EAV-200123-G;Gebrauchte Geräte mit Fluorchlorkohlenwasserstoffe;62;185,0;3,3;159,0;22,6
2020;EAV-200125-U;Speiseöle und -fette;38;177,2;0,7;53,4;123,0
2020;EAV-200126-G;Öle und Fette (ohne 200125);21;0,5;0,0;0,5;0,0
2020;EAV-200127-G;Farben, Druckfarben, Klebstoffe und Kunstharze;45;13,8;0,3;10,3;3,2
2020;EAV-200128-U;Farben,Druckfarben,Klebst.,Kunstharze (oh.200127);53;17,0;-;17,0;-
2020;EAV-200129-G;Reinigungsmittel, die gefährliche Stoffe enthalten;23;1,0;0,0;0,8;0,2
2020;EAV-200130-U;Reinigungsmittel (ohne 200129);11;0,2;-;0,2;-
2020;EAV-200131-G;Zytotoxische und zytostatische Arzneimittel;3;0,2;-;0,0;0,2
2020;EAV-200132-U;Arzneimittel (ohne 200131);71;8,3;-;7,7;0,5
2020;EAV-200133-G;Batterien und Akkumulatoren (160601-160603);37;3,6;0,1;3,3;0,2
2020;EAV-200134-U;Batterien und Akkumulatoren (ohne 200133);14;2,9;-;1,8;1,1
2020;EAV-200135-G;Gebrauchte elektrische Geräte (oh.200121,200123);164;504,3;0,8;493,8;9,7
2020;EAV-200136-U;Gebrauchte elektr.Geräte (oh.200121,200123,200135);152;136,8;11,0;125,6;0,2
2020;EAV-200137-G;Holz, das gefährliche Stoffe enthält;47;45,0;0,0;45,0;-
2020;EAV-200138-U;Holz (ohne 200137);216;711,8;2,0;709,0;0,8
2020;EAV-200139-U;Kunststoffe;253;102,2;6,3;90,2;5,8
2020;EAV-200140-U;Metalle;140;359,8;5,2;351,4;3,2
2020;EAV-200141-U;Abfälle aus der Reinigung von Schornsteinen;-;-;-;-;-
2020;EAV-200199-U;Sonstige Fraktionen a.n.g.;-;-;-;-;-
2020;EAV-20019900-U;Sonstige Fraktionen a.n.g. nicht differenzierbar;9;21,4;0,0;21,3;-
2020;EAV-20019901-U;Gemischte Wertstoffe ohne Leichtverpackungen;16;68,6;-;47,2;21,4
2020;EAV-200201-U;Biologisch abbaubare Abfälle;1158;5717,1;126,1;5582,5;8,5
2020;EAV-200202-U;Boden und Steine;75;133,0;0,2;132,8;-
2020;EAV-200203-U;Andere nicht biologisch abbaubare Abfälle;53;13,1;0,0;13,1;-
2020;EAV-20030100-U;Gemischte Siedlungsabfälle nicht differenzierbar;284;5908,1;34,2;5640,8;233,1
2020;EAV-20030101-U;Hausmüll, hausmüllähnliche Gewerbeabfälle;106;9834,7;6,5;9822,2;6,0
2020;EAV-20030102-U;Hausmüllähnliche Gewerbeabfälle;247;1855,9;13,1;1812,8;30,0
2020;EAV-20030104-U;Abfälle aus der Biotonne;300;5014,9;47,5;4967,0;0,5
2020;EAV-200302-U;Marktabfälle;85;82,4;-;82,4;-
2020;EAV-200303-U;Straßenkehricht;245;567,0;1,5;564,8;0,6
2020;EAV-200304-U;Fäkalschlamm;4;0,5;-;0,5;-
2020;EAV-200306-U;Abfälle aus der Kanalreinigung;132;90,0;0,5;89,6;-
2020;EAV-200307-U;Sperrmüll;501;3004,9;5,3;2974,1;25,6
2020;EAV-200399-U;Siedlungsabfälle a.n.g.;36;163,4;0,0;163,4;-
2020;EAV-990000-G;Gefährliche Abfälle insgesamt;2802;26027,5;2432,3;21462,3;2132,9
2021;EAV-010101-U;Abfälle aus Abbau v. metallhaltigen Bodenschätzen;-;-;-;-;-
2021;EAV-010102-U;Abfälle aus Abbau v. nichtmetallh. Bodenschätzen;12;17273,2;17266,8;6,4;-
2021;EAV-010304-G;Säure bildende Aufbereitungsrückstände a. sul. Erz;-;-;-;-;-
2021;EAV-010305-G;Andere Aufbereitungsrückstände mit gefährl.Stoffen;-;-;-;-;-
2021;EAV-010306-U;Aufbereitungsrückstände (ohne 010304 und 010305);8;3,3;-;3,3;-
2021;EAV-010307-G;Abfälle aus Verarb. metallhaltiger Bodenschätze;-;-;-;-;-
2021;EAV-010308-U;Staubende und pulvrige Abfälle (ohne 010307);-;-;-;-;-
2021;EAV-010309-U;Rotschlamm aus Aluminiumoxidherstellung(oh.010310);-;-;-;-;-
2021;EAV-010310-G;Rotschlamm mit gefährlichen Stoffen (ohne 010307);-;-;-;-;-
2021;EAV-010399-U;Verarb. von metallh. Bodenschätzen: Abfälle a.n.g.;3;1,1;0,0;1,1;-
2021;EAV-010407-G;Abfälle a.Weiterverarb. nichtmetallh. Bodenschätze;9;39,4;-;38,9;0,5
2021;EAV-010408-U;Abfälle von Kies- und Gesteinsbruch (ohne 010407);17;31,4;24,8;6,5;-
2021;EAV-010409-U;Abfälle von Sand und Ton;12;7,9;6,4;1,4;-
2021;EAV-010410-U;Staubende und pulvrige Abfälle (ohne 010407);22;11,0;4,4;6,6;-
2021;EAV-010411-U;Abfälle aus Verarb. v.Kali-u.Steinsalz (oh.010407);12;10541,0;10497,2;43,8;-
2021;EAV-010412-U;Aufbereitungsrück. u.a. Abfälle (oh.010407,010411);-;-;-;-;-
2021;EAV-010413-U;Abfälle aus Steinmetz-,-sägearbeiten (ohne 010407);35;36,5;31,5;5,1;-
2021;EAV-010499-U;Verarb. v. nichtmetallh. Bodensch.: Abfälle a.n.g.;3;0,0;0,0;0,0;-
2021;EAV-010504-U;Schlämme und Abfälle aus Süßwasserbohrungen;35;73,7;0,1;73,6;-
2021;EAV-010505-G;Ölhaltige Bohrschlämme und -abfälle;12;4,1;-;4,1;-
2021;EAV-010506-G;Bohrschlämme u.a. Bohrabfälle mit gefährl. Stoffen;5;13,7;-;13,7;-
2021;EAV-010507-U;Barythaltige Bohrschlä.,-abfälle(oh.010505,010506);-;-;-;-;-
2021;EAV-010508-U;Chloridhalt. Bohrschlä.,-abfälle(oh.010505,010506);17;56,2;-;56,2;-
2021;EAV-010599-U;Bohrschlämme u. andere Bohrabfälle: Abfälle a.n.g.;3;0,8;-;0,8;-
2021;EAV-020101-U;Landwirtsch.u.a.:Schlämme v.Wasch-,Reinigungsvorg.;9;0,5;-;0,5;-
2021;EAV-020102-U;Landwirtsch.u.a.: Abfälle aus tierischem Gewebe;13;53,3;-;53,3;-
2021;EAV-020103-U;Landwirtsch.u.a.: Abfälle aus pflanzlichem Gewebe;273;744,0;94,4;649,5;-
2021;EAV-020104-U;Landwirtsch.u.a.:Kunststoffabfälle (ohne Verpack.);64;30,0;-;27,5;2,5
2021;EAV-020106-U;Tierische Ausscheidungen, Gülle/Jauche/Stallmist;197;610,6;136,5;467,6;6,4
2021;EAV-020107-U;Abfälle aus der Forstwirtschaft;59;242,2;32,7;209,5;0,0
2021;EAV-020108-G;Abfälle von Chemikalien für die Landwirtschaft;20;1,7;0,0;1,4;0,3
2021;EAV-020109-U;Abfälle v. Chemik. f. d. Landwirtschaft(oh.020108);6;0,1;-;0,1;0,0
2021;EAV-020110-U;Landwirtschaft u.a.: Metallabfälle;14;1,3;-;1,3;0,0
2021;EAV-020199-U;Landwirtschaft u.a.: Abfälle a.n.g.;15;3,0;-;3,0;-
2021;EAV-020201-U;Fleisch u.a.:Schlämme v.Wasch-,Reinigungsvorgängen;11;24,9;17,8;7,1;-
2021;EAV-020202-U;Fleisch u.a.: Abfälle aus tierischem Gewebe;24;107,5;1,3;105,3;0,8
2021;EAV-020203-U;Fleisch u.a.: Für Verzehr/Verarb. ungeeig.Stoffe;123;423,7;5,7;394,7;23,3
2021;EAV-020204-U;Fleisch u.a.: Schlämme(betriebseig.Abwasserbeh.);200;872,0;46,0;819,4;6,6
2021;EAV-020299-U;Verarb. von Fleisch, Fisch u.a.: Abfälle a.n.g.;27;75,8;0,0;75,5;0,3
2021;EAV-020301-U;Obst u.a.:Schlämme aus Wasch-,Reinigungsproz. u.a.;34;41,0;-;41,0;-
2021;EAV-020302-U;Obst u.a.: Abfälle von Konservierungsstoffen;-;-;-;-;-
2021;EAV-020303-U;Obst u.a.: Abfälle aus Extraktion mit Lösemitteln;6;1,7;-;1,7;-
2021;EAV-020304-U;Obst u.a.: Für Verzehr/Verarb. ungeeignete Stoffe;233;452,5;98,5;347,5;6,5
2021;EAV-020305-U;Obst u.a.: Schlämme (betriebseig. Abwasserbeh.);31;52,0;-;43,8;8,2
2021;EAV-020399-U;Verarbeitung von Obst, Gemüse u.a.: Abfälle a.n.g.;30;55,7;-;47,3;8,4
2021;EAV-020401-U;Zuckerherstellung: Rübenerde;-;-;-;-;-
2021;EAV-020402-U;Zuckerherst.: Nicht spezif. Calciumcarbonatschlamm;-;-;-;-;-
2021;EAV-020403-U;Zuckerherst.: Schlämme (betriebseig.Abwasserbeh.);-;-;-;-;-
2021;EAV-020499-U;Zuckerherstellung: Abfälle a.n.g.;4;117,5;116,8;0,7;-
2021;EAV-020501-U;Milchverarbeitung: Für Verzehr/Verarb. ungeeig.St.;44;57,7;-;55,6;2,1
2021;EAV-020502-U;Milchverarb.: Schlämme (betriebseig. Abwasserbeh.);31;57,7;-;57,7;-
2021;EAV-020599-U;Milchverarbeitung: Abfälle a.n.g.;5;18,1;-;18,1;-
2021;EAV-020601-U;Back-,Süßwaren: Für Verzehr/Verarb. ungeeig. St.;83;293,5;2,2;256,9;34,4
2021;EAV-020602-U;Back-,Süßwaren: Abfälle von Konservierungsstoffen;-;-;-;-;-
2021;EAV-020603-U;Back-,Süßwaren: Schlämme(betriebseig.Abwasserbeh.);7;7,1;-;7,1;-
2021;EAV-020699-U;Herstellung von Back- und Süßwaren: Abfälle a.n.g.;-;-;-;-;-
2021;EAV-020701-U;Getränke: Abfälle aus der Wäsche, Reinigung u.a.;4;1,1;-;1,1;-
2021;EAV-020702-U;Getränke: Abfälle aus der Alkoholdestillation;24;822,0;796,9;25,1;-
2021;EAV-020703-U;Getränke: Abfälle aus der chemischen Behandlung;-;-;-;-;-
2021;EAV-020704-U;Getränke: Für Verzehr/Verarb. ungeeignete Stoffe;56;76,5;-;75,6;0,9
2021;EAV-020705-U;Getränke: Schlämme (betriebseigene Abwasserbeh.);12;6,3;-;6,3;-
2021;EAV-020799-U;Herstellung von Getränken: Abfälle a.n.g.;16;4,1;-;4,1;-
2021;EAV-030101-U;Holzbearbeitung u.a.: Rinden- und Korkabfälle;28;349,9;269,1;80,8;-
2021;EAV-030104-G;Sägemehl, Späne, Abschnitte, Holz, Spanplatten;7;6,5;-;1,0;5,5
2021;EAV-030105-U;Sägemehl,Späne,Abschnitte,Holz,Spanpl. (oh.030104);404;2015,6;1281,9;607,4;126,4
2021;EAV-030199-U;Holzbearbeitung u.a.: Abfälle a.n.g.;4;25,1;25,0;0,1;-
2021;EAV-030201-G;Halogenfreie organische Holzschutzmittel;5;0,0;-;0,0;0,0
2021;EAV-030202-G;Chlororganische Holzschutzmittel;3;0,0;-;0,0;-
2021;EAV-030203-G;Metallorganische Holzschutzmittel;-;-;-;-;-
2021;EAV-030204-G;Anorganische Holzschutzmittel;-;-;-;-;-
2021;EAV-030205-G;Andere Holzschutzmittel mit gefährlichen Stoffen;3;0,0;-;0,0;0,0
2021;EAV-030299-U;Holzschutzmittel a.n.g.;-;-;-;-;-
2021;EAV-030301-U;Papierherstellung u.a.: Rinden- und Holzabfälle;28;265,5;112,9;152,6;-
2021;EAV-030302-U;Sulfitschlämme (aus Rückgewinnung von Kochlaugen);-;-;-;-;-
2021;EAV-030305-U;Deinking-Schlämme aus dem Papierrecycling;9;282,5;213,0;43,9;25,7
2021;EAV-030307-U;Mechanisch abgetrennte Abfälle (Papierabfälle);93;836,4;181,9;640,8;13,7
2021;EAV-030308-U;Abfälle aus Sortierung v. Papier für Recycling;10;18,5;-;18,5;-
2021;EAV-030309-U;Kalkschlammabfälle;7;17,2;0,2;17,1;-
2021;EAV-030310-U;Faserabfälle, Faser-, Füller- und Überzugsschlämme;68;1393,6;422,3;962,8;8,5
2021;EAV-030311-U;Schlämme a. betriebs.Abwasserbehandlung(oh.030310);37;145,5;32,9;112,6;-
2021;EAV-030399-U;Papierherstellung u.a.: Abfälle a.n.g.;16;29,1;11,4;16,2;1,5
2021;EAV-040101-U;Fleischabschabungen und Häuteabfälle;-;-;-;-;-
2021;EAV-040102-U;Geäschertes Leimleder;-;-;-;-;-
2021;EAV-040103-G;Entfettungsabfälle, lösemittelh.,oh.flüssige Phase;-;-;-;-;-
2021;EAV-040104-U;Chromhaltige Gerbereibrühe;-;-;-;-;-
2021;EAV-040105-U;Chromfreie Gerbereibrühe;-;-;-;-;-
2021;EAV-040106-U;Chromhaltige Schlämme;10;96,0;81,2;14,7;-
2021;EAV-040107-U;Chromfreie Schlämme;3;0,8;-;0,8;-
2021;EAV-040108-U;Chromhaltige Abfälle aus gegerbtem Leder;9;4,8;0,4;3,1;1,3
2021;EAV-040109-U;Abfälle aus der Zurichtung und dem Finish;-;-;-;-;-
2021;EAV-040199-U;Leder- und Pelzindustrie: Abfälle a.n.g.;5;0,2;-;0,2;-
2021;EAV-040209-U;Abfälle aus Verbundmaterialien (Elastomer u.a.);36;26,9;-;18,9;8,1
2021;EAV-040210-U;Organische Stoffe aus Naturstoffen (z.B. Fette);3;0,2;-;0,2;-
2021;EAV-040214-G;Abfälle aus dem Finish mit organ. Lösungsmittel;-;-;-;-;-
2021;EAV-040215-U;Abfälle aus dem Finish (ohne 040214);7;0,5;0,1;0,4;-
2021;EAV-040216-G;Farbstoffe und Pigmente mit gefährlichen Stoffen;7;0,6;-;0,2;0,4
2021;EAV-040217-U;Farbstoffe und Pigmente (ohne 040216);3;0,0;-;0,0;-
2021;EAV-040219-G;Textilindustrie:Schlämme(betriebseig.Abwasserbeh.);-;-;-;-;-
2021;EAV-040220-U;Schlämme aus betriebseign. Abwasserbeh.(oh.040219);13;1,7;-;1,7;-
2021;EAV-040221-U;Abfälle aus unbehandelten Textilfasern;11;13,2;0,9;3,3;9,0
2021;EAV-040222-U;Abfälle aus verarbeiteten Textilfasern;56;25,9;0,6;24,7;0,6
2021;EAV-040299-U;Textilindustrie: Abfälle a.n.g.;4;4,8;-;0,1;4,7
2021;EAV-050102-G;Erdölraffination: Entsalzungsschlämme;-;-;-;-;-
2021;EAV-050103-G;Erdölraffination: Bodenschlämme aus Tanks;25;12,3;1,3;10,6;0,4
2021;EAV-050104-G;Erdölraffination: Saure Alkylschlämme;-;-;-;-;-
2021;EAV-050105-G;Erdölraffination: Verschüttetes Öl;-;-;-;-;-
2021;EAV-050106-G;Erdölraffination: Ölhalt.Schlämme a.Betriebsvorg.;24;13,8;1,4;12,4;0,0
2021;EAV-050107-G;Erdölraffination: Säureteere;-;-;-;-;-
2021;EAV-050108-G;Erdölraffination: Andere Teere;4;0,2;-;0,2;-
2021;EAV-050109-G;Erdölraffin.: Schlämme (betriebseig.Abwasserbeh.);12;7,4;4,1;2,7;0,6
2021;EAV-050110-U;Schlämme a. betriebseign. Abwasserbeh.(oh.050109);4;3,2;-;3,2;-
2021;EAV-050111-G;Erdölraffin.: Abf. aus Brennstoffrein. mit Basen;-;-;-;-;-
2021;EAV-050112-G;Erdölraffination: Säurehaltige Öle;-;-;-;-;-
2021;EAV-050113-U;Erdölraff.: Schlämme aus Kesselspeisewasseraufber.;-;-;-;-;-
2021;EAV-050114-U;Erdölraffination: Abfälle aus Kühlkolonnen;-;-;-;-;-
2021;EAV-050115-G;Erdölraffination: Gebrauchte Filtertone;7;0,6;0,1;0,5;-
2021;EAV-050116-U;Erdölraff.:Schwefelh. Abfälle aus Ölentschwefelung;7;0,3;-;0,3;-
2021;EAV-050117-U;Erdölraffination: Bitumen;5;0,2;-;0,2;-
2021;EAV-050199-U;Erdölraffination: Abfälle a.n.g.;-;-;-;-;-
2021;EAV-050601-G;Kohlepyrolyse: Säureteere;-;-;-;-;-
2021;EAV-050603-G;Kohlepyrolyse: Andere Teere;20;2,8;0,0;2,8;-
2021;EAV-050604-U;Kohlepyrolyse: Abfälle aus Kühlkolonnen;-;-;-;-;-
2021;EAV-050699-U;Kohlepyrolyse: Abfälle a.n.g.;-;-;-;-;-
2021;EAV-050701-G;Erdgasreinigung,-transport: Quecksilberh. Abfälle;4;0,2;-;0,2;0,0
2021;EAV-050702-U;Erdgasreinigung,-transport:Schwefelhaltige Abfälle;3;0,1;-;0,1;-
2021;EAV-050799-U;Erdgasreinigung,-transport: Abfälle a.n.g.;-;-;-;-;-
2021;EAV-060101-G;Schwefelsäure und schweflige Säure;43;197,1;32,9;107,7;56,6
2021;EAV-060102-G;Salzsäure;21;6,3;1,0;5,2;0,0
2021;EAV-060103-G;Flusssäure;10;2,3;2,2;0,1;-
2021;EAV-060104-G;Phosphorsäure und phosphorige Säure;18;1,4;-;1,4;-
2021;EAV-060105-G;Salpetersäure und salpetrige Säure;18;1,2;0,0;1,1;0,0
2021;EAV-060106-G;Andere Säuren;57;13,8;0,3;13,4;0,2
2021;EAV-060199-U;Säuren: Abfälle a.n.g.;-;-;-;-;-
2021;EAV-060201-G;Calciumhydroxid;9;0,7;-;0,5;0,2
2021;EAV-060203-G;Ammoniumhydroxid;15;1,5;0,0;1,5;-
2021;EAV-060204-G;Natrium- und Kaliumhydroxid;33;9,6;0,0;8,9;0,6
2021;EAV-060205-G;Andere Basen;58;15,6;0,3;12,1;3,2
2021;EAV-060299-U;Basen: Abfälle a.n.g.;7;0,2;-;0,2;-
2021;EAV-060311-G;Feste Salze u. Lösungen, Cyanid enthaltend;10;0,4;-;0,4;0,0
2021;EAV-060313-G;Feste Salze u. Lösungen, Schwermetalle enthaltend;59;14,9;6,1;8,3;0,5
2021;EAV-060314-U;Feste Salze und Lösungen (ohne 060311 und 060313);69;143,8;4,1;138,5;1,2
2021;EAV-060315-G;Metalloxide, die Schwermetalle enthalten;25;3,2;0,2;2,7;0,3
2021;EAV-060316-U;Metalloxide (ohne 060315);44;45,1;2,9;42,2;0,0
2021;EAV-060399-U;Salze, Salzlösungen, Metalloxide: Abfälle a.n.g.;9;0,7;-;0,7;-
2021;EAV-060403-G;Arsenhaltige Abfälle;11;0,7;-;0,4;0,4
2021;EAV-060404-G;Quecksilberhaltige Abfälle;23;2,6;0,0;1,9;0,7
2021;EAV-060405-G;Abfälle, die andere Schwermetalle enthalten;33;66,1;0,1;65,6;0,5
2021;EAV-060499-U;Metallhaltige Abfälle a.n.g.;-;-;-;-;-
2021;EAV-060502-G;Schlämme aus betriebseigener Abwasserbehandlung;55;67,3;1,4;52,3;13,6
2021;EAV-060503-U;Schlämme aus betriebseign. Abwasserbeh.(oh.060502);59;81,7;5,5;76,1;0,1
2021;EAV-060602-G;Abfälle, die gefährliche Sulfide enthalten;9;0,8;0,0;0,8;0,0
2021;EAV-060603-U;Sulfidhaltige Abfälle (ohne 060602);-;-;-;-;-
2021;EAV-060699-U;Schwefelhaltige Chemikalien: Abfälle a.n.g.;-;-;-;-;-
2021;EAV-060701-G;Asbesthaltige Abfälle aus der Elektrolyse;-;-;-;-;-
2021;EAV-060702-G;Aktivkohle aus der Chlorherstellung;3;0,1;-;0,1;-
2021;EAV-060703-G;Quecksilberhaltige Bariumsulfatschlämme;-;-;-;-;-
2021;EAV-060704-G;Lösungen und Säuren, z.B. Kontaktsäure;-;-;-;-;-
2021;EAV-060799-U;Halogene: Abfälle a.n.g.;4;1,3;0,0;1,3;-
2021;EAV-060802-G;Gefährliche Chlorsilane enthaltende Abfälle;6;10,4;10,3;0,0;0,1
2021;EAV-060899-U;Silizium, Siliziumverbindungen: Abfälle a.n.g.;21;15,6;1,0;14,4;0,2
2021;EAV-060902-U;Phosphorhaltige Schlacke;-;-;-;-;-
2021;EAV-060903-G;Reaktionsabfälle auf Calciumbasis;-;-;-;-;-
2021;EAV-060904-U;Reaktionsabfälle auf Calciumbasis (ohne 060903);-;-;-;-;-
2021;EAV-060999-U;Phosphorhaltige Chemikalien: Abfälle a.n.g.;-;-;-;-;-
2021;EAV-061002-G;Stickstoffh.Chemik.: Abfälle mit gefährl. Stoffen;4;0,1;0,0;0,0;0,1
2021;EAV-061099-U;Stickstoffhaltige Chemikalien: Abfälle a.n.g.;-;-;-;-;-
2021;EAV-061101-U;Reaktionsabfälle auf Calciumbasis a. Titandioxidh.;6;16,0;-;15,6;0,3
2021;EAV-061199-U;Anorganische Pigmente, Farbgeber: Abfälle a.n.g.;4;0,8;-;0,8;-
2021;EAV-061301-G;Anorganische Pflanzenschutzmittel,Holzschutzmittel;10;0,1;0,0;0,1;-
2021;EAV-061302-G;Gebrauchte Aktivkohle (ohne 060702);32;4,4;0,0;4,2;0,2
2021;EAV-061303-U;Industrieruß;17;2,4;-;2,3;0,1
