,year,code,type of waste,waste producers,waste quantities,waste quantities generated by primary producers
5352,2018, EAV-120119-G, Readily biodegradable machining oil,0.0,0.0,0.0
5353,2018, EAV-120120-G,Spent grinding bodies and grinding materials,93.0,8.5,7.1
5354,2018, EAV-120301-G, Aqueous washing liquids,367.0,49.1,44.0
5355,2018, EAV-120302-G, Steam degreasing wastes,15.0,0.8,0.8
5356,2018, EAV-13," Oil wastes, wastes of liquid fuels (ex.edible oils)",3727.0,1393.0,1156.6
5357,2018, EAV-130101-G," Hydraulic oils, containing PCBs",6.0,0.1,0.0
5358,2018, EAV-130104-G, Hydraulic oils: Chlorinated emulsions,0.0,0.0,0.0
5359,2018, EAV-130105-G, Hydraulic oils: Non-chlorinated emulsions,77.0,9.8,8.0
5360,2018, EAV-130109-G, Mineral-based chlorinated hydraulic oils,0.0,0.0,0.0
5361,2018, EAV-130110-G, Mineral based non-chlorinated hydraulic oils,73.0,2.2,2.1
5362,2018, EAV-130111-G, Synthetic hydraulic oils,9.0,0.1,0.1
5363,2018, EAV-130112-G, Readily biodegradable hydraulic oils,4.0,0.0,0.0
5364,2018, EAV-130113-G, Other hydraulic oils,6.0,0.1,0.1
5365,2018, EAV-130204-G," Mineral-based chlorinated engine, gear, lubr. oils",59.0,1.6,1.2
5366,2018, EAV-130205-G," Mineral-based non-chlor. engine, gear, lubricant. oils",1451.0,531.7,396.8
5367,2018, EAV-130206-G," Synthetic engine, gear and lubricating oils",10.0,0.5,0.5
5368,2018, EAV-130207-G," Readily biodegradable engine,gear,lubricating oils",0.0,0.0,0.0
5369,2018,EAV-130208-G," Other engine, gear and lubricating oils",119.0,33.2,17.3
5370,2018, EAV-130301-G, Insulating or heat transmission oils cont. PCB's,38.0,0.7,0.4
5371,2018, EAV-130306-G," Mineral-b.chlor.insul.,heat transm.oils(ex.130301)",3.0,0.0,0.0
5372,2018, EAV-130307-G," Mineral-based non-chlor. insul., heat transm. oils",174.0,10.4,9.6
5373,2018, EAV-130308-G, Synthetic insulating and heat transmission oils,28.0,1.1,1.0
5374,2018, EAV-130309-G," Readily biodegradable insulating, heat transm. oils",3.0,0.0,0.0
5375,2018, EAV-130310-G, Other insulating and heat transmission oils,24.0,0.4,0.3
5376,2018, EAV-130401-G, Bilge oils from inland navigation,10.0,3.7,3.6
5377,2018, EAV-130402-G, Bilge oils from jetty sewers,0.0,0.0,0.0
5378,2018, EAV-130403-G, Bilge oils from other navigation,18.0,116.7,116.1
5379,2018, EAV-130501-G, Solids from grit chambers and oil/water separators,178.0,59.5,44.6
5380,2018, EAV-130502-G, Sludges from oil/water separators,751.0,162.1,150.8
5381,2018, EAV-130503-G, Interceptor sludges,401.0,103.6,96.2
5382,2018, EAV-130506-G, Oil from oil/water separators,21.0,3.8,2.3
5383,2018, EAV-130507-G, Oily water from oil/water separators,202.0,42.7,34.3
5384,2018, EAV-130508-G,"Mixtures of wastes fr.grit chambers,oil/water sep.",905.0,191.3,181.0
5385,2018, EAV-130701-G, Fuel oil and diesel,138.0,14.9,12.6
5386,2018, EAV-130702-G, petrol,39.0,1.7,1.6
5387,2018, EAV-130703-G, Other fuels (including mixtures),170.0,28.7,17.4
5388,2018, EAV-130801-G, Oil wastes: Desalter sludges or emulsions,0.0,0.0,0.0
5389,2018, EAV-130802-G, Oil wastes: Other emulsions,161.0,39.0,29.8
5390,2018, EAV-130899-G, Oil wastes: Wastes nos.,176.0,33.4,28.7
5391,2018, EAV-14," Waste organic solvents, refrigerants, propellants",728.0,100.6,66.3
5392,2018, EAV-140601-G," Chlorofluorocarbons, HCFC, HFC",57.0,1.7,1.4
5393,2018, EAV-140602-G, Other halogenated solvents and solvent mixtures,116.0,10.3,2.2
5394,2018, EAV-140603-G, Other solvents and solvent mixtures,619.0,83.4,58.5
5395,2018, EAV-140604-G, Sludges or solid wastes cont. halogenated solvents,15.0,0.1,0.1
5396,2018, EAV-140605-G, Sludges or solid wastes containing other solvents,51.0,5.1,4.2
5397,2018, EAV-15," Waste packaging, absorbents, wiping cloths etc.",2537.0,271.6,202.7
5398,2018, EAV-150110-G, Packaging cont.residues of or contam.by haza.subs.,1100.0,63.8,50.7
5399,2018, EAV-150111-G, Metallic packaging cont. haza. solid porous matrix,29.0,1.4,1.4
5400,2018,EAV-150202-G," Absorbents, filter materials, wiping cloths etc.",2081.0,206.3,150.6
5401,2018, EAV-16, Wastes not otherwise specified in the list,2928.0,1001.3,785.2
5402,2018, EAV-160104-G, End-of-life vehicles,43.0,43.0,43.0
5403,2018, EAV-160107-G, End-of-life vehicles: Oil filters,83.0,11.0,9.6
5404,2018, EAV-160108-G, End-of-life vehicles: Components cont. mercury,0.0,0.0,0.0
5405,2018, EAV-160109-G, End-of-life vehicles: Components containing PCBs,0.0,0.0,0.0
5406,2018, EAV-160110-G, End-of-life vehicles: Explosive components,62.0,4.4,3.2
5407,2018, EAV-160111-G, End-of-life vehicles: Brake pads cont. asbestos,0.0,0.0,0.0
5408,2018, EAV-160113-G, End-of-life vehicles: Brake fluids,142.0,15.1,11.0
5409,2018, EAV-160114-G, End-of-life vehicles: Antifreeze fluids,232.0,29.3,21.7
5410,2018, EAV-160121-G," Hazardous components (ex.160107-11,160113-14)",74.0,4.9,4.5
5411,2018, EAV-160209-G, Transformers and capacitors containing PCBs,183.0,1.3,0.9
5412,2018, EAV-160210-G, Discarded equip.cont. or contam.by PCBs(ex.160209),4.0,0.0,0.0
5413,2018, EAV-160211-G," Discarded equip.cont. chlorofluorocarbons,HCFC,HFC",166.0,11.2,6.5
5414,2018, EAV-160212-G,Discarded equipment containing free asbestos,87.0,7.6,6.9
5415,2018, EAV-160213-G, Discarded equip.cont.hazardous comp.(ex.160209-12),506.0,57.8,46.5
5416,2018, EAV-160215-G, Hazardous comp. removed from discarded equipment,110.0,31.0,19.4
5417,2018, EAV-160303-G, Off-spec. batches: Inorganic wastes,103.0,5.7,5.5
5418,2018, EAV-160305-G, Off-spec. batches: organic wastes,173.0,14.5,13.9
5419,2018, EAV-160401-G, Waste ammunition,8.0,0.0,0.0
5420,2018, EAV-160402-G, Fireworks wastes,10.0,0.2,0.1
5421,2018, EAV-160403-G, Other waste explosives,31.0,0.5,0.3
5422,2018, EAV-160504-G, Gases in pressure containers (including halons),395.0,8.1,6.1
5423,2018, EAV-160506-G, Laboratory chemicals consisting of hazardous subs.,246.0,4.9,3.5
5424,2018, EAV-160507-G, Discarded inorganic chemicals cons. To install haza. subs.,401.0,6.6,5.4
5425,2018, EAV-160508-G, Discarded organic chemicals cons. To install haza. subs.,415.0,7.4,6.0
5426,2018, EAV-160601-G, lead batteries,473.0,334.6,256.6
5427,2018, EAV-160602-G, Ni-Cd batteries,90.0,1.3,1.1
5428,2018, EAV-160603-G, Mercury-containing batteries,12.0,0.1,0.1
5429,2018, EAV-160606-G," Separately coll. electrolyte from batteries,accum.",34.0,3.5,2.4
5430,2018, EAV-160708-G,"Tanks,barrels: Wastes containing oil",664.0,126.8,116.2
5431,2018, EAV-160709-G," Tanks, barrels: Wastes cont. other hazardous substances.",176.0,22.9,21.5
5432,2018, EAV-160802-G, Spent catalysts cont. hazardous transition metals,96.0,10.0,9.9
5433,2018, EAV-160805-G, Spent catalysts containing phosphoric acid,3.0,0.2,0.2
5434,2018, EAV-160806-G, Spent liquids used as catalysts,4.0,0.1,0.1
5435,2018, EAV-160807-G, Spent catalysts contaminated with haza. substances,122.0,7.3,6.3
5436,2018, EAV-160901-G," Permanganates, for example potassium permanganate",3.0,0.1,0.1
5437,2018, EAV-160902-G," Chromates (potassium chr., potassium, sodium dichr.)",5.0,0.0,0.0
5438,2018, EAV-160903-G," Peroxides, for example hydrogen peroxide",19.0,0.1,0.1
5439,2018, EAV-160904-G," Oxidising substances, nos.",4.0,0.0,0.0
5440,2018, EAV-161001-G, Aqueous liquid wastes cont. hazardous substances,426.0,146.7,78.2
5441,2018, EAV-161003-G, Aqueous concentrates cont. hazardous substances,62.0,7.2,6.7
5442,2018, EAV-161101-G," Carbon-based linings,refractories fr.metall. proc.",17.0,11.8,10.2
5443,2018, EAV-161103-G," Other linings,refractories from metall. processes",69.0,44.7,44.1
5444,2018, EAV-161105-G,"Linings, refractories from non-metal. processes",117.0,19.0,17.1
5445,2018, EAV-17, Construction and demolition wastes,13163.0,9801.5,8798.4
5446,2018, EAV-170106-G," Mixtures of, or separate fractions of concrete etc.",1725.0,889.0,860.1
5447,2018, EAV-170204-G," Glass, plastic, wood cont. hazardous substances",4537.0,1056.5,862.6
5448,2018, EAV-170301-G, Bituminous mixtures containing coal tar,3358.0,3719.7,3293.9
5449,2018, EAV-170303-G, Coal tar and tarred products,1364.0,219.9,153.1
5450,2018, EAV-170409-G, Metal waste contaminated with hazardous substances,198.0,11.1,10.8
5451,2018, EAV-170410-G," Cables cont. oil, coal tar and other waste. subs.",269.0,11.5,8.8
5452,2018, EAV-170503-G, Soil and stones containing hazardous substances,2178.0,2694.6,2564.7
5453,2018, EAV-170505-G, Dredging spoil containing hazardous substances,38.0,24.6,24.6
5454,2018, EAV-170507-G, Track ballast containing hazardous substances,85.0,197.4,191.7
5455,2018, EAV-170601-G, insulation materials containing asbestos,293.0,11.2,9.6
5456,2018, EAV-170603-G, Other insulation materials,2766.0,254.7,203.9
5457,2018, EAV-170605-G, Construction materials containing asbestos,3829.0,665.3,574.6
5458,2018, EAV-170801-G,Gypsum-based construction materials contaminated,11.0,0.2,0.2
5459,2018, EAV-170901-G, Construction and demolition wastes cont. mercury,3.0,2.6,2.6
5460,2018, EAV-170902-G, Construction and demolition wastes containing PCB,187.0,6.0,5.8
5461,2018, EAV-170903-G, Other construction and demolition wastes,359.0,37.2,31.4
5462,2018, EAV-18, Wastes from human or animal health care,258.0,27.9,22.2
5463,2018, EAV-180103-G, Wastes (special requirements to prevent infection),191.0,22.0,17.6
5464,2018, EAV-180106-G, Chemicals consisting of or cont. hazardous subst.,34.0,0.5,0.5
5465,2018, EAV-180108-G, Cytotoxic and cytostatic medicines,73.0,4.0,3.1
5466,2018, EAV-180110-G, Amalgam waste from dental care,39.0,0.1,0.1
5467,2018, EAV-180202-G, Wastes (special requirements to prevent infection),53.0,1.3,0.9
5468,2018, EAV-180205-G, Chemicals consisting of or cont. hazardous subst.,0.0,0.0,0.0
5469,2018, EAV-180207-G, Cytotoxic and cytostatic medicines,0.0,0.0,0.0
5470,2018, EAV-19, Wastes from waste management facilities etc.,1644.0,6451.5,2824.5
5471,2018, EAV-190105-G," Incineration,pyrolysis: Filter cake fr.gas treat.",29.0,52.8,42.0
5472,2018, EAV-190106-G," Incineration, pyrolysis: Aqueous liquid wastes",35.0,66.3,20.2
5473,2018, EAV-190107-G," Incineration,pyrolysis: Solid wastes fr.gas treat.",123.0,695.6,306.2
5474,2018, EAV-190110-G,"Incineration, pyrolysis: Spent activated carbon",22.0,7.1,2.3
5475,2018, EAV-190111-G," Incineration, pyrolysis: Bottom ash and slag",97.0,613.5,306.6
5476,2018, EAV-190113-G," Incineration, pyrolysis: Fly ash cont. haza. subst.",121.0,616.1,380.9
5477,2018, EAV-190115-G," Incineration, pyrolysis: Boiler dust cont.haza.sub.",36.0,66.9,31.0
5478,2018, EAV-190117-G, Pyrolysis wastes containing hazardous substances,10.0,0.6,0.6
5479,2018, EAV-190204-G, Premixed wastes comp.of at least one hazard. waste,103.0,719.8,163.3
5480,2018, EAV-190205-G, Sludges from physico/chemical treatment,356.0,530.4,259.6
5481,2018, EAV-190207-G, Oil and concentrates from separation,198.0,165.0,99.0
5482,2018, EAV-190208-G, Liquid combustible wastes cont. haza. substances,48.0,124.0,31.9
5483,2018, EAV-190209-G, Solid combustible wastes cont. hazardous subst.,7.0,2.5,2.2
5484,2018, EAV-190211-G, Other wastes containing hazardous substances,28.0,12.2,10.0
5485,2018, EAV-190304-G," Wastes marked as hazardous, partially stabilized",9.0,91.1,33.9
5486,2018, EAV-190306-G," Wastes marked as hazardous, solidified",16.0,392.6,55.1
5487,2018, EAV-190402-G, Fly ash and other flue-gas treatment wastes,0.0,0.0,0.0
5488,2018, EAV-190403-G,Non-vitrified solid phase,0.0,0.0,0.0
5489,2018, EAV-190702-G, Landfill leachate containing hazardous substances,69.0,235.1,128.7
5490,2018, EAV-190806-G, Saturated or spent ion exchange resins,36.0,0.5,0.5
5491,2018, EAV-190807-G," Solutions, sludges fr. regenerate. of ion exchangers",0.0,0.0,0.0
5492,2018, EAV-190808-G, Membrane system waste containing heavy metals,6.0,16.3,7.3
5493,2018, EAV-190810-G," Grease,oil mixture from oil/water sep.(ex.190809)",8.0,0.4,0.4
5494,2018, EAV-190811-G, Sludges from bio. treat. of industrial waste water,32.0,144.6,137.1
5495,2018, EAV-190813-G, Sludges from other treat.of industrial waste water,246.0,142.8,134.7
5496,2018, EAV-191003-G, Fluff-light fraction and dust,12.0,4.8,3.3
5497,2018, EAV-191005-G, Other fractions containing hazardous substances,7.0,4.2,1.6
5498,2018, EAV-191101-G, Oil regeneration: Spent filter clays,11.0,2.8,2.6
5499,2018, EAV-191102-G, Oil regeneration: Acid tars,0.0,0.0,0.0
5500,2018, EAV-191103-G, Oil regeneration: Aqueous liquid wastes,6.0,1.5,1.0
5501,2018, EAV-191104-G, Oil regen.: Wastes fr. cleaning of fuel with bases,0.0,0.0,0.0
5502,2018, EAV-191105-G,Oil regen.: Sludges from on-site effluent treat.,12.0,0.7,0.7
5503,2018, EAV-191107-G, Oil regeneration: Wastes from flue-gas cleaning,0.0,0.0,0.0
5504,2018, EAV-191206-G, Mech.treatm.of waste: Wood cont. hazardous subs.,284.0,821.6,327.2
5505,2018, EAV-191211-G, Other wastes (including mixtures of materials),226.0,711.9,284.5
5506,2018, EAV-191301-G, Solid wastes from soil remediation,31.0,142.8,46.5
5507,2018, EAV-191303-G, Sludges from soil remediation,6.0,63.2,0.0
5508,2018, EAV-191305-G, Sludges from groundwater remediation,25.0,0.9,0.8
5509,2018, EAV-191307-G," Aqueous liquid wastes,concentrates fr.groundw.rem.",22.0,0.7,0.6
5510,2018, EAV-20," Municipal wastes (household wastes, similar wastes)",762.0,113.4,75.4
5511,2018, EAV-200113-G, Solvents,273.0,9.9,7.5
5512,2018, EAV-200114-G, acids,244.0,1.7,1.1
5513,2018, EAV-200115-G, alkalines,235.0,1.8,1.4
5514,2018, EAV-200117-G, Photochemicals,153.0,0.4,0.3
5515,2018, EAV-200119-G, Pesticides,268.0,2.4,1.7
5516,2018, EAV-200121-G, Fluorescent tubes and other mercury-cont. wasted,206.0,2.2,2.1
5517,2018, EAV-200123-G, Discarded equipment containing chlorofluorocarbons,85.0,2.8,2.3
5518,2018, EAV-200126-G, Oil and fat (except 200125),77.0,1.3,1.0
5519,2018, EAV-200127-G,"Paint, inks, adhesives and resins",354.0,21.3,16.2
5520,2018, EAV-200129-G, Detergents containing hazardous substances,89.0,1.1,0.9
5521,2018, EAV-200131-G, Cytotoxic and cytostatic medicines,4.0,0.0,0.0
5522,2018, EAV-200133-G, Batteries and accumulators (160601-160603),86.0,1.9,1.8
5523,2018, EAV-200135-G," Discarded electrical equipment (ex. 200121,23)",130.0,29.8,12.6
5524,2018, EAV-200137-G, Wood containing hazardous substances,120.0,36.9,26.4
5525,2019, EAV-01," Wastes resulting from exploration, mining of minerals",32.0,61.9,53.3
5526,2019, EAV-010304-G, Acid-generating tailings from proc.of sulphide ore,0.0,0.0,0.0
5527,2019, EAV-010305-G, Other tailings containing hazardous substances,0.0,0.0,0.0
5528,2019, EAV-010307-G," Wastes from phys.,chem. proc. of metal. minerals",0.0,0.0,0.0
5529,2019, EAV-010407-G," Wastes from phys.,chem. proc. of non-met. minerals",6.0,46.8,46.8
5530,2019, EAV-010505-G, Oil-containing drilling muds and wastes,20.0,11.7,3.1
5531,2019, EAV-010506-G," Drilling muds, wastes cont. hazardous substances",8.0,3.3,3.3
5532,2019, EAV-02," Wastes from agriculture, horticulture, forestry etc.",67.0,1.8,1.4
5533,2019, EAV-020108-G, Agrochemical waste containing hazardous substances,67.0,1.8,1.4
5534,2019, EAV-03,Wastes from wood processing etc.,21.0,0.4,0.4
5535,2019, EAV-030104-G," Sawdust, shavings, cuttings, wood, particle board",4.0,0.2,0.2
5536,2019, EAV-030201-G, Non-halogenated organic wood preservatives,7.0,0.1,0.1
5537,2019, EAV-030202-G, Organochlorinated wood preservatives,5.0,0.1,0.1
5538,2019, EAV-030203-G, Organometallic wood preservatives,0.0,0.0,0.0
5539,2019, EAV-030204-G, Inorganic wood preservatives,3.0,0.0,0.0
5540,2019, EAV-030205-G, Other wood preservatives cont. hazardous subst.,3.0,0.0,0.0
5541,2019, EAV-04," Wastes from the leather, fur, textile industries",10.0,0.4,0.4
5542,2019, EAV-040103-G, Degreasing wastes cont. solve. without liquid phase,0.0,0.0,0.0
5543,2019, EAV-040214-G, Wastes from finishing containing organic solvents,0.0,0.0,0.0
5544,2019, EAV-040216-G, Dyestuffs and pigments cont. hazardous substances,7.0,0.3,0.3
5545,2019, EAV-040219-G, Textile ind.: Sludges from on-site effl. treatm.,0.0,0.0,0.0
5546,2019, EAV-05," Wastes from petrol. refining, natural gas purification.",132.0,52.9,50.9
5547,2019, EAV-050102-G, Petroleum refining: Desalter sludges,0.0,0.0,0.0
5548,2019, EAV-050103-G, Petroleum refining: Tank bottom sludges,45.0,21.3,20.0
5549,2019,EAV-050104-G, Petroleum refining: Acid alkyl sludges,0.0,0.0,0.0
5550,2019, EAV-050105-G, Petroleum refining: Oil spills,0.0,0.0,0.0
5551,2019, EAV-050106-G, Petroleum ref.: Oily sludges from maint. operat.,56.0,15.3,15.1
5552,2019, EAV-050107-G, Petroleum refining: Acid tars,0.0,0.0,0.0
5553,2019, EAV-050108-G, Petroleum refining: Other tars,4.0,0.4,0.4
5554,2019, EAV-050109-G, Petroleum ref.: Sludges from on-site effl. treatm.,9.0,10.0,9.9
5555,2019, EAV-050111-G, Petrol.ref.:Wastes from clean. of fuels with bases,0.0,0.0,0.0
5556,2019, EAV-050112-G, Petroleum refining: Oil containing acids,0.0,0.0,0.0
5557,2019, EAV-050115-G, Petroleum refining: Spent filter clays,8.0,0.6,0.3
5558,2019, EAV-050601-G, Pyrolytic treatment of coal: Acid tars,0.0,0.0,0.0
5559,2019, EAV-050603-G, Pyrolytic treatment of coal: Other tars,33.0,4.7,4.6
5560,2019, EAV-050701-G, Natural gas purif.: Wastes containing mercury,7.0,0.2,0.2
5561,2019, EAV-06, Wastes from inorganic chemical processes,954.0,349.9,301.4
5562,2019, EAV-060101-G, Sulfuric acid and sulphurous acid,174.0,133.5,129.8
5563,2019, EAV-060102-G, hydrochloric acid,43.0,7.6,7.0
5564,2019, EAV-060103-G, hydrofluoric acid,7.0,0.1,0.1
5565,2019,EAV-060104-G, Phosphoric and phosphorous acid,43.0,3.3,3.0
5566,2019, EAV-060105-G, Nitric acid and nitrous acid,51.0,1.4,1.4
5567,2019, EAV-060106-G, Other acids,221.0,24.3,20.3
5568,2019, EAV-060201-G, calcium hydroxide,17.0,1.3,1.3
5569,2019, EAV-060203-G, Ammonium hydroxide,53.0,2.6,1.5
5570,2019, EAV-060204-G, Sodium and potassium hydroxide,58.0,16.5,13.5
5571,2019, EAV-060205-G, Other bases,226.0,17.1,15.5
5572,2019, EAV-060311-G, Solid salts and solutions containing cyanides,28.0,0.5,0.4
5573,2019, EAV-060313-G, Solid salts and solutions containing heavy metals,119.0,11.1,9.7
5574,2019, EAV-060315-G, Metallicoxides containing heavy metals,35.0,3.7,3.1
5575,2019, EAV-060403-G, Wastes containing arsenic,16.0,0.5,0.5
5576,2019, EAV-060404-G, Wastes containing mercury,120.0,1.8,1.6
5577,2019, EAV-060405-G, Wastes containing other heavy metals,82.0,61.3,30.7
5578,2019, EAV-060502-G, Sludges from on-site effluent treatment,110.0,48.4,47.2
5579,2019, EAV-060602-G, Wastes containing hazardous sulphides,4.0,0.6,0.6
5580,2019, EAV-060701-G, Wastes containing asbestos from electrolysis,0.0,0.0,0.0
5581,2019, EAV-060702-G, Activated carbon from chlorine production,0.0,0.0,0.0
5582,2019, EAV-060703-G,Barium sulphate sludge containing mercury,0.0,0.0,0.0
5583,2019, EAV-060704-G," Solutions and acids, for example contact acid",0.0,0.0,0.0
5584,2019, EAV-060802-G, Waste containing hazardous chlorocyanes,5.0,4.2,4.2
5585,2019, EAV-060903-G, Calcium-based reaction wastes,0.0,0.0,0.0
5586,2019, EAV-061002-G, Nitrogen chemicals: Wastes cont. hazardous subst.,7.0,0.1,0.1
5587,2019, EAV-061301-G, Inorganic plant protection products etc.,33.0,0.2,0.1
5588,2019, EAV-061302-G, Spent activated carbon (except 060702),67.0,3.0,2.8
5589,2019, EAV-061304-G, Wastes from asbestos processing,3.0,0.7,0.0
5590,2019, EAV-061305-G, Soot,0.0,0.0,0.0
5591,2019, EAV-07, Wastes from organic chemical processes,1711.0,1280.5,1221.8
5592,2019, EAV-070101-G," Organic chem.: Aqueous washing liquids, mother liq.",167.0,53.3,44.9
5593,2019, EAV-070103-G, Organic chem.: Organic halogenated solvents etc.,98.0,28.4,28.0
5594,2019, EAV-070104-G, Organic chem.: Other organic solvents etc.,341.0,120.0,108.6
5595,2019, EAV-070107-G, Organic chem.: Halogenated still bottoms etc.,42.0,40.1,39.8
5596,2019, EAV-070108-G," Organic chem.: Other still bottoms,reaction residue.",145.0,106.5,103.9
5597,2019, EAV-070109-G,"Organic chem.: Halogenated filter cakes, spent abs.",14.0,0.6,0.6
5598,2019, EAV-070110-G," Organic chem.: Other filter cakes, spent absorbents",38.0,11.6,11.5
5599,2019, EAV-070111-G, Organic chem.: Sludges from on-site effl. treatment.,37.0,10.4,10.4
5600,2019, EAV-070201-G," Plastics: Aqueous washing liquids, mother liquors",73.0,30.1,29.1
5601,2019, EAV-070203-G, Plastics: Organic halogenated solvents etc.,35.0,2.5,2.5
5602,2019, EAV-070204-G," Plastics: Other organic solvents,washing liq. etc.",148.0,34.8,34.1
5603,2019, EAV-070207-G," Plastics: Halogenated still bottoms, react. residence.",38.0,5.2,5.0
5604,2019, EAV-070208-G," Plastics: Other still bottoms, reaction residues",403.0,90.2,84.8
5605,2019, EAV-070209-G," Plastics: Halogenated filter cakes, spent absorb.",7.0,0.2,0.2
5606,2019, EAV-070210-G, Plastics: Other filter cakes and spent absorbents,47.0,6.5,6.5
5607,2019, EAV-070211-G, Plastics: Sludges from on-site effluent treatment,14.0,1.1,0.9
5608,2019, EAV-070214-G, Plastics: Wastes from additives cont. haza. subst.,48.0,3.9,3.4
5609,2019, EAV-070216-G, Plastics: Waste containing hazardous silicones,6.0,1.0,1.0
5610,2019, EAV-070301-G,"Organic dyes: Aqueous washing liquids, mother liq.",27.0,4.7,4.1
5611,2019, EAV-070303-G, Organic dyes: Organic halogenated solvents etc.,22.0,0.8,0.7
5612,2019, EAV-070304-G, Organic dyes: Other organic solvents etc.,203.0,29.6,27.8
5613,2019, EAV-070307-G, Organic dyes: Halogenated still bottoms etc.,5.0,1.8,1.8
5614,2019, EAV-070308-G," Organic dyes: Other still bottoms, reaction residue.",25.0,6.4,6.0
5615,2019, EAV-070309-G," Organic dyes: Halogenated filter cakes, spent abs.",4.0,0.1,0.1
5616,2019, EAV-070310-G," Organic dyes: Other filter cakes, spent absorbents",8.0,0.4,0.4
5617,2019, EAV-070311-G, Organic dyes: Sludges from on-site effl. treatment.,0.0,0.0,0.0
5618,2019, EAV-070401-G, Org.plant prot.: Aqueous washing liquids etc.,20.0,34.9,34.9
5619,2019, EAV-070403-G, Org.plant prot.: Organic halogenated solvents etc.,20.0,123.8,123.2
5620,2019, EAV-070404-G, Org.plant prot.: Other organic solvents etc.,12.0,23.0,23.0
5621,2019, EAV-070407-G, Org.plant prot.: Halogenated still bottoms etc.,11.0,38.9,38.9
5622,2019, EAV-070408-G," Org.plant prot.: Other still bottoms, react.resid.",16.0,8.1,8.1
5623,2019, EAV-070409-G,Org.plant prot.: Halogenated filter cakes etc.,6.0,0.3,0.2
5624,2019, EAV-070410-G," Org.plant prot.: Other filter cakes, absorb spent.",7.0,0.4,0.4
5625,2019, EAV-070411-G, Org.plant prot.: Sludges from on-site effl.treatm.,3.0,0.3,0.3
5626,2019, EAV-070413-G, Org.plant prot.: Solid wastes cont. haza. subst.,11.0,0.6,0.5
5627,2019, EAV-070501-G, Pharmaceuticals: Aqueous washing liquids etc.,52.0,33.9,30.2
5628,2019, EAV-070503-G, Pharmaceuticals: Organic halogenated solvents etc.,41.0,10.9,10.8
5629,2019, EAV-070504-G, Pharmaceuticals: Other organic solvents etc.,88.0,78.5,77.7
5630,2019, EAV-070507-G, Pharmaceuticals: Halogenated still bottoms etc.,9.0,1.2,1.2
5631,2019, EAV-070508-G," Pharmaceuticals: Other still bottoms, react.resid.",49.0,8.9,8.4
5632,2019, EAV-070509-G, Pharmaceuticals: Halogenated filter cakes etc.,6.0,0.1,0.1
5633,2019, EAV-070510-G," Pharmaceuticals: Other filter cakes, spent absorb.",18.0,2.2,2.2
5634,2019, EAV-070511-G, Pharmaceuticals: Sludges from on-site effl.treatm.,6.0,0.5,0.5
5635,2019, EAV-070513-G, Pharmaceuticals: Solid wastes cont.haza.substances,46.0,1.7,1.7
5636,2019, EAV-070601-G,"Fats,soaps: Aqueous washing liquids,mother liquors",124.0,28.0,26.5
5637,2019, EAV-070603-G," Fats, soaps: Organic halogenated solvents etc.",24.0,0.6,0.4
5638,2019, EAV-070604-G," Fats, soaps: Other organic solvents etc.",76.0,8.9,6.9
5639,2019, EAV-070607-G," Fats,soaps: Halogenated still bottoms,react.resid.",3.0,0.2,0.0
5640,2019, EAV-070608-G," Fats,soaps: Other still bottoms, reaction residues",149.0,49.5,44.8
5641,2019, EAV-070609-G," Fats,soaps: Halogenated filter cakes,spent absorb.",0.0,0.0,0.0
5642,2019, EAV-070610-G," Fats, soaps: Other filter cakes, spent absorbents",18.0,2.6,2.6
5643,2019, EAV-070611-G," Fats, soaps: Sludges from on-site effluent treatment.",6.0,1.3,1.3
5644,2019, EAV-070701-G," Fine chem.: Aqueous washing liquids, mother liquors",153.0,79.9,74.1
5645,2019, EAV-070703-G, Fine chem.: Organic halogenated solvents etc.,100.0,20.3,18.9
5646,2019, EAV-070704-G, Fine chem.: Other organic solvents etc.,171.0,56.8,54.9
5647,2019, EAV-070707-G," Fine chem.: Halogenated still bottoms,react.resid.",33.0,12.7,12.6
5648,2019, EAV-070708-G," Fine chem.: Other still bottoms, reaction residues",80.0,54.7,54.4
5649,2019, EAV-070709-G,"Fine chem.: Halogenated filter cakes, spent absorb.",24.0,0.7,0.6
5650,2019, EAV-070710-G," Fine chem.: Other filter cakes, spent absorbents",41.0,3.3,3.3
5651,2019, EAV-070711-G, Fine chem.: Sludges from on-site effluent treatm.,17.0,2.4,2.3
5652,2019, EAV-08," Wastes from the MFSU of coatings, adhesives etc.",1348.0,205.1,174.5
5653,2019, EAV-080111-G," Waste paint, varnish containing organic solvents",722.0,67.4,53.2
5654,2019, EAV-080113-G, Sludges from paint and varnish cont. org. solvents,327.0,37.3,29.2
5655,2019, EAV-080115-G," Paint,varnish: Aqueous sludges cont. paint etc.",142.0,19.3,17.7
5656,2019, EAV-080117-G, Wastes from paint or varnish removal cont.org.sol.,172.0,23.6,22.8
5657,2019, EAV-080119-G, Aqueous suspensions cont. paint or varnish,49.0,13.4,13.2
5658,2019, EAV-080121-G, Waste paint or varnish remover,16.0,0.5,0.5
5659,2019, EAV-080312-G, Waste ink containing hazardous substances,101.0,6.4,5.4
5660,2019, EAV-080314-G, Ink sludges containing hazardous substances,57.0,4.2,4.0
5661,2019, EAV-080316-G, Waste etching solutions,0.0,0.0,0.0
5662,2019, EAV-080317-G, Waste printing toner cont. hazardous substances,0.0,0.0,0.0
