"Waste disposal: Germany, years, type of facility, types of waste",,,,,,,,,,,,
Elevation of waste disposal,,,,,,,,,,,,
Germany,,,,,,,,,,,,
Year Plant Type Fallout Types,,waste disposal facilities,Input from waste disposal plants,Waste generated in my own business,Waste brought in from within the country,Angel after fall from abroad,Waste disposal plants with output,Output of waste disposal systems,If for separation,Errors for evaluation,Examples of preparation procedures,Absence of others
EAV-19,"Waste from waste treatment facilities, etc",34,452.7,56.8,395.9,0,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),4,4.3,0,4.3,0,0,0,0,0,0,0
EAV-99,dangerous accidents,0,0,0,0,0,0,0,0,0,0,0
2020,,,,,,,,,,,,
landfills,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,61,1088,1074.1,13.9,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",3,0.8,0,0.8,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,4,5.4,0.3,5.1,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",3,0.4,0,0.4,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,49,200.7,17.3,180.8,2.5,3,0.1,0,0.1,0,0
EAV-07,Fallen from organic chemical processes,14,3.4,0,3.3,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",14,1.2,0.2,1,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,220,7418.1,3884.6,3522.4,11.1,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,42,238.9,165.7,72.4,0.8,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,159,78.2,2.7,74.2,1.4,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,7,1.4,0,1.4,0,3,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",24,1.5,0.2,1.2,0.1,0,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,124,229.3,115.2,113,1.1,0,0,0,0,0,0
EAV-17,construction and demolition waste,805,25933.4,795.7,24880.7,257,7,179.4,141.1,34,0,4.3
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),101,208.9,1.4,207.4,0,3,138.6,137.9,0.2,0.5,0
EAV-99,dangerous accidents,206,5744.2,405.2,5006.3,332.7,36,387.8,344.6,43.1,0,0
Thermal waste treatment plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,5,0.2,0,0.2,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",81,44.5,3.1,40.7,0.6,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,46,161.6,0.2,158.9,2.4,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",36,10.3,1.5,8,0.9,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",14,21.9,7,14.2,0.7,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,26,21.7,14.4,5.4,1.9,7,16.2,0.6,9.8,0,5.8
EAV-07,Fallen from organic chemical processes,86,834.9,238.2,530.6,66.1,3,1.5,0.1,1.4,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",73,75.6,5.4,63.7,6.4,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,22,2.5,0,2.2,0.3,0,0,0,0,0,0
EAV-10,Drops from thermal processes,22,24.4,5.3,19,0,11,56.7,46,5.8,0.3,4.7
EAV-11,Fall from the chemical surface treatment,17,16.8,1.4,15.5,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,44,11.5,1.4,9.5,0.6,15,3.1,1.6,1.3,0.3,0
EAV-13,Lakes and ravines from liquid fuels,27,15.7,3.8,11.6,0.3,19,0.1,0,0.1,0,0
EAV-14,"Waste from organic solvents, refrigerants",22,22.8,0.6,14.4,7.9,4,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",94,342.7,5.9,332.3,4.5,20,0.9,0.1,0.8,0,0
EAV-16,Cases not otherwise listed in the directory,72,125.9,13.5,96.6,15.7,40,5,3,2,0,0
EAV-17,construction and demolition waste,91,382.9,4,376.3,2.6,34,6.3,0.4,4.1,1.8,0
EAV-18,Fall from the medical care,87,361,0.1,359.4,1.5,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",125,9588.3,1218.3,7694.6,675.4,138,6998.8,471.7,5543.8,960.9,22.3
EAV-20,Municipal waste (household waste and similar waste),89,13210.1,16.9,12892.8,300.4,12,10.4,8.9,1.5,0,0
EAV-99,dangerous accidents,99,2242,672.6,1337.8,231.5,133,1529.5,404.6,1002,116.3,6.7
combustion plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",56,450.7,39.1,399,12.6,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,311,4258,2752.5,1455.9,49.6,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",5,1.6,0,1.6,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,3,55.3,0.1,55.1,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,26,202.8,110.5,79.8,12.5,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,20,833.8,24,758.8,51,295,945.1,432.4,403.6,33.2,75.9
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,10,39.5,0,39.5,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,8,28.4,12.9,15.6,0,4,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",8,19.9,3.5,16.2,0.2,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",38,83.5,2.9,80.3,0.3,6,0.2,0,0.2,0,0
EAV-16,Cases not otherwise listed in the directory,13,161.5,0,156.1,5.4,9,1.4,0.2,1.2,0,0
EAV-17,construction and demolition waste,49,569,45.6,454,69.4,15,2.1,0.1,2,0,0
EAV-18,Fall from the medical care,8,41,0,41,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",168,14484.4,333.7,13263.5,887.2,123,2009.6,375.8,1493.8,63.7,76.2
EAV-20,Municipal waste (household waste and similar waste),28,609.9,0.3,609.6,0,5,1.3,0,1.3,0,0
EAV-99,dangerous accidents,80,2414.1,215.8,1836.5,361.8,139,741.5,254,467.3,20.3,0
Chemical-physical treatment facilities,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,25,58.3,0,58.3,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",30,41,0,39.5,1.5,10,25.7,2,22,1.7,0
EAV-03,Waste from woodworking etc,7,4,0,4,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",18,9,0.5,6.5,2,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",25,11.9,1.2,10.7,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,81,159.9,32.7,115.9,11.3,37,11.6,8.4,2.9,0.1,0.2
EAV-07,Fallen from organic chemical processes,114,309.2,31.5,265.2,12.5,47,75.8,14.7,47.5,3.5,10.2
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",82,141,16.9,120.6,3.5,34,11.6,2.3,8.1,1.1,0
EAV-09,Drops from the photographic industry,19,5.1,0.3,4.3,0.5,8,1.8,0.4,0.7,0.7,0
EAV-10,Drops from thermal processes,64,456.5,1.7,339.9,114.9,18,61.3,21.7,36.9,2.7,0
EAV-11,Fall from the chemical surface treatment,115,776.9,434.6,311.2,31.2,49,36.2,28.6,6.2,0.1,1.3
EAV-12,Drops from mechanical forming processes,125,559.1,73.8,477.7,7.5,45,80.7,12.3,38.8,3.3,26.3
EAV-13,Lakes and ravines from liquid fuels,123,732.2,58.4,650.3,23.5,61,71,19.2,44.3,7.5,0
EAV-14,"Waste from organic solvents, refrigerants",40,32.2,0,26.3,5.8,23,15.3,3.6,10.1,1.5,0.1
EAV-15,"Packaging all, absorbent masses, wipes",40,19.8,0.2,19,0.6,67,18.8,1.1,17.1,0.6,0
EAV-16,Cases not otherwise listed in the directory,142,419.6,5.1,395.2,19.4,73,110.2,74.7,31.2,1.3,2.9
EAV-17,construction and demolition waste,36,1888.3,1395.9,492.3,0.1,40,169.7,5.3,132.2,4.4,27.7
EAV-18,Fall from the medical care,12,4.5,0,4.4,0.1,10,3.6,1.4,2.1,0,0
EAV-19,"Waste from waste treatment facilities, etc",142,1433.7,459.2,894.2,80.3,256,2670.2,622.4,1167.4,104.2,776.3
EAV-99,dangerous accidents,311,4120.9,758.1,3066.8,296,299,1371.3,444.3,864.6,49.8,12.6
soil treatment plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,10,7.3,0,7.3,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",6,1.3,0,1.3,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,5,4.3,0,4.3,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,6,3.9,0,3.9,0,3,0.4,0,0.4,0,0
EAV-07,Fallen from organic chemical processes,3,0.6,0,0.6,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,26,79.2,0,79.2,0,5,22.6,7,14.8,0,0.7
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,14,2.8,0,2.8,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,39,22.7,2,20.6,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,3,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,15,21.8,0,21.8,0,0,0,0,0,0,0
EAV-17,construction and demolition waste,91,3135.5,0,3131.9,3.6,77,2444.7,258.8,1991.1,26.7,168.1
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",54,222,11.1,200.8,10.1,66,1271.8,496.4,660.3,37,78.1
EAV-20,Municipal waste (household waste and similar waste),44,273.8,0,273.2,0.6,15,47.1,6.5,36.2,4.4,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",8,10,0,10,0,8,6.2,0,4,0,2.1
EAV-16,Cases not otherwise listed in the directory,3,19.4,0,19.4,0,0,0,0,0,0,0
EAV-17,construction and demolition waste,18,111.6,1.4,110.3,0,9,8.7,0.5,0.8,0.1,7.2
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",157,1736.4,869.2,867.2,0,1146,10697.5,230.2,1903.1,98.3,8465.8
EAV-20,Municipal waste (household waste and similar waste),946,10275,221.3,10029.9,23.8,90,213.1,25.7,148.7,22.2,16.6
EAV-99,dangerous accidents,0,0,0,0,0,0,0,0,0,0,0
Mechanical-biological ointment treatment systems,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",9,0.5,0,0.5,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,8,26.1,0,26.1,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",7,11.7,0,11.7,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,7,7.5,0,7.1,0.4,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,3,58.9,0,55.8,3.1,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),44,2728.5,5.7,2722.2,0.6,14,58.5,25.5,14,19,0
EAV-99,dangerous accidents,0,0,0,0,0,5,39,38.8,0.2,0,0
dismantling operations for used vehicles,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,0,0,0,0,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,3,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,885,4.6,0.2,3.6,0.5,0.3
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,82,0.1,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,85,0.4,0.1,0.3,0,0
EAV-16,Cases not otherwise listed in the directory,1063,464.3,0,459.9,4.3,1061,455.4,0.2,257.6,182.5,15.1
EAV-17,construction and demolition waste,0,0,0,0,0,98,6,0.1,5.8,0.1,0
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",0,0,0,0,0,20,0.2,0,0.2,0,0
EAV-20,Municipal waste (household waste and similar waste),0,0,0,0,0,3,0,0,0,0,0
EAV-99,dangerous accidents,1063,460.9,0,456.5,4.3,1002,13.2,0.3,10.5,1.9,0.5
Shredder systems and scrap shears,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",21,33,0.2,31.9,0.9,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,52,132.7,15.3,114.4,3,5,49.5,0,1.6,0,47.9
EAV-04,"Scraps from the Leather, Fur and Textile Industry",3,6,0,6,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,26,346.1,10.2,330.4,5.5,7,12.9,0.2,8.6,0,4.1
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,4,0,0,0,0,5,0.1,0,0.1,0,0
EAV-10,Drops from thermal processes,7,226.8,133.1,72.6,21.1,3,53.8,0,53.8,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,65,660.9,1.7,634.5,24.6,19,423.5,0,406.5,9.5,7.4
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,9,0.8,0.1,0.7,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,3,0.2,0,0.2,0,0
EAV-15,"Packaging all, absorbent masses, wipes",235,1280.3,5.4,1256.6,18.3,32,79.3,0,75,0.2,4.2
EAV-16,Cases not otherwise listed in the directory,141,904.5,102.2,754.2,48.2,37,120.3,2.6,109.2,8,0.4
EAV-17,construction and demolition waste,451,8015.7,162.2,7646.2,207.3,96,635.7,2.4,452.8,13.4,167
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",186,2296.2,81.3,2038,176.9,656,14282.8,246.3,8677.2,489,4870.3
EAV-20,Municipal waste (household waste and similar waste),289,1956.8,36.7,1915.8,4.2,53,220.1,18.9,104.5,69.3,27.3
EAV-99,dangerous accidents,115,695.8,4.1,647.6,44.1,136,872.2,20.5,799.4,52.3,0
sorting plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",48,56.1,0,54.8,1.3,24,37.7,0.1,27.7,0.3,9.6
EAV-03,Waste from woodworking etc,47,148.1,0,147,1.1,13,45,1.7,42.2,1.1,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",23,14.6,0,13.3,1.3,8,0.8,0.4,0.2,0.2,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,80,50.4,0,48.9,1.5,32,11.4,0,10.2,1.2,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",19,0.7,0,0.7,0,7,0.1,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,27,77.5,0,65.4,12.2,11,3.8,0.4,1.3,2,0
EAV-11,Fall from the chemical surface treatment,3,0.2,0,0.2,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,78,220.9,1.5,216.2,3.2,45,152,0.1,133.4,18.1,0.4
EAV-13,Lakes and ravines from liquid fuels,4,0.6,0.3,0.3,0,5,0.3,0.2,0,0.2,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",627,8255.1,57.8,7864.7,332.6,260,828.2,24.5,576.5,198.5,28.7
EAV-16,Cases not otherwise listed in the directory,181,142.1,4,113.7,24.4,171,63.3,4.5,50.3,6.8,1.8
EAV-17,construction and demolition waste,582,5453.6,19.7,5389.6,44.3,362,2047.8,189.1,1615.2,154.9,88.6
EAV-18,Fall from the medical care,17,7.3,0,7.3,0,9,4.6,0,4.6,0,0
EAV-19,"Waste from waste treatment facilities, etc",295,2760.7,195.4,2289.6,275.7,825,19408.9,670.7,13746.8,653.8,4337.6
EAV-20,Municipal waste (household waste and similar waste),633,7368.1,84.8,7196.5,86.7,298,1682,133.4,1287.1,117.5,143.9
EAV-99,dangerous accidents,169,189.5,0.6,182.9,6,208,314.2,51.1,244.1,19,0.1
dismantling instrument,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,7,0.7,0.7,0,0,0
EAV-07,Fallen from organic chemical processes,3,0.1,0,0.1,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",6,0,0,0,0,16,0.1,0,0.1,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,0,0,0,0,0,3,5.9,0,5.9,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,35,2.3,0.8,1.2,0.3,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,21,1,0.2,0.6,0.1,0
EAV-15,"Packaging all, absorbent masses, wipes",9,1.4,0,1.4,0,40,1.3,0.1,0.9,0.3,0
EAV-16,Cases not otherwise listed in the directory,193,284.7,26,237.1,21.6,228,282.7,2.2,211,67.1,2.4
EAV-17,construction and demolition waste,40,15.1,0.6,14.4,0.1,107,48.9,0.6,45.1,2.6,0.5
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",25,18.5,0.3,11.3,6.9,217,569.4,9.9,439.2,69.6,50.7
EAV-99,dangerous accidents,207,801.1,1.2,752.2,47.7,216,166.6,6.4,135.9,23.2,1.1
Other treatment facilities,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,15,76.7,4.7,72,0,3,9.9,9.9,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",198,1069.4,44,975.5,49.8,39,129.1,42.1,81.5,1.4,4.2
EAV-03,Waste from woodworking etc,58,638,0,550,88,17,405.1,0.1,119.8,1.9,283.4
EAV-04,"Scraps from the Leather, Fur and Textile Industry",28,30.5,0,16.3,14.2,3,1.7,0,1.5,0.1,0
EAV-05,"Drains from the oil refining, earth gas purification",16,6.2,0,5.5,0.7,7,2.1,1.1,1,0,0
EAV-06,Drops from inorganic-chemical processes,60,134.5,7,113.8,13.8,36,54.3,6.2,45.4,0,2.7
EAV-07,Fallen from organic chemical processes,144,431.8,62.3,348.9,20.6,57,41.6,7.2,25.8,1.4,7.2
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",39,61.3,1,57.5,2.7,29,10.3,1.5,6.6,2.1,0
EAV-09,Drops from the photographic industry,12,2.3,0,1.9,0.5,3,0.1,0,0,0.1,0
EAV-10,Drops from thermal processes,142,3081.4,432.1,2243.8,405.5,79,1266.7,277.5,888.1,40.9,60.3
EAV-11,Fall from the chemical surface treatment,45,111.5,0,65.2,46.3,21,11.4,4,7.4,0,0
EAV-12,Drops from mechanical forming processes,208,1225.1,7.5,1166.4,51.3,116,483.4,5.2,425.1,35.7,17.4
EAV-13,Lakes and ravines from liquid fuels,48,428.7,8.7,309.9,110,69,46.3,0.9,37.5,7.9,0
EAV-14,"Waste from organic solvents, refrigerants",21,7.2,0,6.9,0.3,14,2.9,1.7,0.9,0.2,0
EAV-15,"Packaging all, absorbent masses, wipes",235,1881.5,20.2,1758.1,103.1,182,128.9,7.8,89,30.5,1.6
EAV-16,Cases not otherwise listed in the directory,221,921,4.3,736.6,180.2,165,261,34.9,179.3,17.1,29.6
EAV-17,construction and demolition waste,316,4340.7,94.8,4020.2,225.7,281,1647.4,131.4,1278.3,63.1,174.5
EAV-18,Fall from the medical care,15,4.7,0,4.6,0,8,3.5,0,3.5,0,0
EAV-19,"Waste from waste treatment facilities, etc",397,12369,2164.3,9354.4,850.4,614,19945.7,2357.3,11461.1,498.5,5628.7
EAV-20,Municipal waste (household waste and similar waste),266,2308.1,35.8,2236.1,36.3,176,652.3,52.5,560.2,11.5,28.1
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,0,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,0,0,0,0,0,0,0,0,0,0,0
EAV-17,construction and demolition waste,0,0,0,0,0,0,0,0,0,0,0
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",0,0,0,0,0,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),0,0,0,0,0,0,0,0,0,0,0
EAV-99,dangerous accidents,0,0,0,0,0,0,0,0,0,0,0
Case in underground mining sites,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,8,18.8,6.2,11.9,0.7,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,9,51.3,0,50.3,1,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,14,241.2,0,234.9,6.3,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),0,0,0,0,0,0,0,0,0,0,0
EAV-99,dangerous accidents,13,2552.4,213.9,2160.4,178.1,0,0,0,0,0,0
Waste in surface mining sites,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,22,172.2,158.1,14.1,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,26,1788.1,54,1734.1,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,5,2.7,0,2.7,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,0,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,7,33.1,0,33.1,0,0,0,0,0,0,0
EAV-17,construction and demolition waste,1855,94058.4,1977.5,91483.6,597.2,0,0,0,0,0,0
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
