GENESIS table: 32161-0002
Companies, amount of waste generated: Germany, years,;;;;;;
Economic sectors, types of waste;;;;;;
Waste generation survey;;;;;;
Germany;;;;;;
;;;;;Operations;Amount of waste generated
2018;WZ08-20-03;Chem. and pharma. Articles, rubber, plastic goods;EAV-99;Hazardous waste;-;-
2018;WZ08-20-03;Chem. and pharma. Articles, rubber, plastic goods;;Total;2987;7729.4
2018;WZ08-23;H.v.Glass goods, ceramics, processing. of stones and earth; EAV-01; waste from the extraction of mineral resources; 23; 52.1
2018;WZ08-23;H.v.Glass goods, ceramics, processing. of stones and earth; EAV-02; waste from agriculture, forestry, etc.; 35; 0.4
2018;WZ08-23;H.v.Glass goods, ceramics, processing. v. stones and earth; EAV-03; waste from woodworking, etc.; 70; 12.8
2018;WZ08-23;H.v.Glass goods, ceramics, processing. of stones and earth; EAV-04; waste from the leather, fur and textile industry;-;-
2018;WZ08-23;H.v.Glass goods, ceramics, processing. of stones and earth; EAV-05; waste from petroleum refining, natural gas purification; 8; 0.8
2018;WZ08-23;H.v.Glass goods, ceramics, processing. of stones and earth; EAV-06; waste from inorganic chemical processes; 97; 5.0
2018;WZ08-23;H.v.Glass goods, ceramics, processing. of stones and earth; EAV-07; waste from organic chemical processes; 153; 7.1
2018;WZ08-23;H.v.Glass goods, ceramics, processing. of stones and earth; EAV-08; waste from MFSU of coatings, adhesives, etc.; 269; 85.8
2018;WZ08-23;H.v.Glass goods, ceramics, processing. of stones and earth; EAV-09; waste from the photographic industry; 4; 0.0
2018;WZ08-23;H.v.Glass goods, ceramics, processing. v. stones and earth; EAV-10; waste from thermal processes; 535; 2805.8
2018;WZ08-23;H.v.Glass goods, ceramics, processing. of stones and earth; EAV-11; waste from chemical surface treatment; 59; 1.5
2018;WZ08-23;H.v.Glass goods, ceramics, processing. of stones and earth; EAV-12; waste from mechanical shaping processes; 214; 14.2
2018;WZ08-23;H.v.Glass goods, ceramics, processing. v. Stone and earth; EAV-13; Oil waste and waste from liquid fuels; 441; 15.6
2018;WZ08-23;H.v.Glass goods, ceramics, processing. of stones and earth; EAV-14; Waste from organic solvents, coolants; 128; 0.4
2018;WZ08-23;H.v.Glass goods, ceramics, processing. v. stones and earth; EAV-15; packaging waste, absorbent materials, wipes; 844; 137.5
2018;WZ08-23;H.v.Glass goods, ceramics, processing. Stone and earth; EAV-16; Waste not included elsewhere in the inventory; 381; 45.6
2018;WZ08-23;H.v.Glass goods, ceramics, processing. of stones and earth; EAV-17; construction and demolition waste; 600; 334.8
2018;WZ08-23;H.v.Glass goods, ceramics, processing. of stones and earth; EAV-18; waste from medical care;-;-
2018;WZ08-23;H.v.Glass goods, ceramics, processing. of stones and earth; EAV-19; waste from waste treatment plants etc.; 124; 144.0
2018;WZ08-23;H.v.Glass goods, ceramics, processing. of stones and earth; EAV-20; municipal waste (household waste and similar waste); 892; 105.4
2018;WZ08-23;H.v.Glass goods, ceramics, processing. of stones and earth; EAV-99; hazardous waste;-;-
2018;WZ08-23;H.v.Glass goods, ceramics, processing. v. Steinen u.Erden;; Total; 940; 3768.9
2018;WZ08-24-03;Metal production and processing, manuf. v.Metal ore.;EAV-01;Wastes from the extraction of mineral resources;5;2.3
2018;WZ08-24-03;Metal production and processing, manuf. v. Metal ore; EAV-02; Waste from agriculture, forestry, etc.; 122; 4.8
2018;WZ08-24-03;Metal production and processing, manuf. v. Metal ore; EAV-03; Waste from wood processing, etc.; 36; 2.4
2018;WZ08-24-03;Metal production and processing, manuf. v.Metal ore.;EAV-04;Waste from the leather, fur and textile industry;3;0.2
2018;WZ08-24-03;Metal production and processing, manuf. v.Metal ore.;EAV-05;Waste from petroleum refining, natural gas purification;13;3.8
2018;WZ08-24-03;Metal production and processing, manuf. v. Metal ore; EAV-06; Waste from inorganic chemical processes; 334; 72.2
2018;WZ08-24-03;Metal production and processing, manuf. v.Metal ore.;EAV-07;waste from organic chemical processes;381;15.4
2018;WZ08-24-03;Metal production and processing, manuf. from metal ore; EAV-08; waste from MFSU from coatings, adhesives, etc.; 689; 16.9
2018;WZ08-24-03;Metal production and processing, manuf. v.Metal ore.;EAV-09;Waste from the photographic industry;35;0.1
2018;WZ08-24-03;Metal production and processing, manuf. v.Metal ore.;EAV-10;waste from thermal processes;387;6868.6
2018;WZ08-24-03;Metal production and processing, manuf. v.Metal ore.;EAV-11;Waste from chemical surface treatment;570;481.8
2018;WZ08-24-03;Metal production and processing, manuf. v.Metal ore;EAV-12;Waste from mechanical shaping processes;1540;2170.5
2018;WZ08-24-03;Metal production and processing, manuf. v.Metal ore.;EAV-13;Oil waste and liquid fuel waste;1149;54.7
2018;WZ08-24-03;Metal production and processing, manuf. v.Metal ore; EAV-14; waste from organic solvents, coolants; 423; 7.0
2018;WZ08-24-03;Metal production and processing, manuf. of metal ore; EAV-15; packaging waste, absorbent masses, wipes; 1835; 225.7
2018;WZ08-24-03;Metal production and processing, manuf. v.Metal ore.;EAV-16;Wastes not included elsewhere in the inventory;944;517.7
2018;WZ08-24-03;Metal production and processing, manuf. v.Metal ore.;EAV-17;Construction and demolition waste;1190;1156.7
2018;WZ08-24-03;Metal production and processing, manuf. v.Metal ore.;EAV-18;Wastes from medical care;15;0.0
2018;WZ08-24-03;Metal production and processing, manuf. v.Metal ore;EAV-19;waste from waste treatment plants etc.;332;188.3
2018;WZ08-24-03;Metal production and processing, manuf. v.Metal ore;EAV-20;Municipal waste (household waste and similar waste);1792;481.3
2018;WZ08-24-03;Metal production and processing, manuf. v.Metal ore.;EAV-99;Hazardous waste;-;-
2018;WZ08-24-03;Metal production and processing, manuf. v.Metal ore;;Total;1912;12270.4
2018;WZ08-26-03;DV devices, electr. and optical products.,vehicle construction,etc.;EAV-01;waste from mineral extraction;10;0.2
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.; EAV-02; Waste from agriculture, forestry, etc.; 529; 23.5
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.; EAV-03; waste from wood processing, etc.; 84; 15.9
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.; EAV-04; waste from the leather, fur and textile industry; 20; 5.6
2018;WZ08-26-03;DV devices, electr. and optical products,vehicle construction,etc.;EAV-05;waste from petroleum refining, natural gas purification;9;0.0
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.; EAV-06; waste from inorganic chemical processes; 566; 42.5
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.; EAV-07; waste from organic chemical processes; 1146; 72.1
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.; EAV-08; waste from MFSU from coatings, adhesives, etc.; 2339; 195.1
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.; EAV-09; waste from the photographic industry; 82; 0.5
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.; EAV-10; waste from thermal processes; 333; 287.1
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.; EAV-11; waste from chemical surface treatment; 844; 89.0
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.; EAV-12; Waste from mechanical shaping processes; 3397; 3648.2
2018;WZ08-26-03;DV devices, electr. and optical products,vehicle construction,etc.;EAV-13;Oil waste and liquid fuel waste;2449;72.9
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.; EAV-14; Waste from organic solvents, coolants; 1317; 17.3
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.; EAV-15; packaging waste, absorbent masses, wipes; 5086; 846.2
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.; EAV-16; Waste not included elsewhere in the inventory; 2687; 367.2
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.; EAV-17; construction and demolition waste; 3019; 1269.6
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.; EAV-18; waste from medical care; 46; 0.1
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.; EAV-19; waste from waste treatment plants, etc.; 608; 152.3
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.; EAV-20; municipal waste (household waste and similar waste); 5191; 1270.2
2018;WZ08-26-03;DV devices, electr. and optical products.,vehicle construction,etc.;EAV-99;hazardous waste;-;-
2018;WZ08-26-03;DV devices, electr. and optical products, vehicle construction, etc.;; Total; 5402; 8375.5
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-01;Wastes from mineral extraction;4;1,3
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-02;Waste from agriculture, forestry, etc.;25;5.1
2018;WZ08-31-02;manufacturing of furniture and other goods;EAV-03;waste from wood processing, etc.;238;232.1
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-04;Waste from the leather, fur and textile industry;21;1,6
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-05;Waste from petroleum refining, natural gas purification;-;-
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-06;Waste from inorganic chemical processes;79;1,3
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-07;Waste from organic chemical processes;182;32.4
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-08;Waste from MFSU from coatings, adhesives, etc.;298;5.6
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-09;Waste from the photographic industry;11;0.0
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-10;Waste from thermal processes;142;3.4
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-11;Wastes from chemical surface treatment;116;3.6
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-12;Waste from mechanical shaping processes;354;38.6
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-13;Oil waste and liquid fuel waste;200;1.3
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-14;Wastes from organic solvents, coolants;162;0.6
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-15;Packaging waste, absorbent masses, wipes;906;87.9
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-16;Wastes not included elsewhere in the inventory;250;3.0
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-17;Construction and demolition waste;360;28.7
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-18;Waste from medical care;32;1.6
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-19;Waste from waste treatment plants, etc.;71;6.3
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-20;Municipal waste (household waste and similar waste);949;93.0
2018;WZ08-31-02;Manufacture of furniture and other goods;EAV-99;Hazardous waste;-;-
2018;WZ08-31-02;Manufacture of furniture and other goods;;Total;995;547.5
2018;WZ08-35-01;Energy supply, water supply;EAV-01;Wastes from mineral extraction;8;0.8
2018;WZ08-35-01;Energy supply, water supply;EAV-02;Waste from agriculture, forestry, etc.;100;11.6
2018;WZ08-35-01;Energy supply, water supply;EAV-03;Waste from wood processing, etc.;5;1.4
2018;WZ08-35-01;Energy supply, water supply;EAV-04;Waste from the leather, fur and textile industry;-;-
2018;WZ08-35-01;Energy supply, water supply;EAV-05;Waste from petroleum refining, natural gas purification;8;0.0
2018;WZ08-35-01;Energy supply, water supply;EAV-06;Waste from inorganic chemical processes;57;0.3
2018;WZ08-35-01;Energy supply, water supply;EAV-07;Waste from organic chemical processes;90;2.6
2018;WZ08-35-01;Energy supply, water supply;EAV-08;Waste from MFSU from coatings, adhesives, etc.;154;0.1
2018;WZ08-35-01;Energy supply, water supply;EAV-09;Waste from the photographic industry;6;0.0
2018;WZ08-35-01;Energy supply, water supply;EAV-10;Waste from thermal processes;69;11485.7
2018;WZ08-35-01;Energy supply, water supply;EAV-11;Waste from chemical surface treatment;27;0.0
2018;WZ08-35-01;Energy supply, water supply;EAV-12;Waste from mechanical shaping processes;98;3.6
2018;WZ08-35-01;Energy supply, water supply;EAV-13;Oil waste and liquid fuel waste;278;11.3
2018;WZ08-35-01;Energy supply, water supply;EAV-14;Waste from organic solvents, coolants;62;0.1
2018;WZ08-35-01;Energy supply, water supply;EAV-15;Packaging waste, absorbent masses, wipes;462;19.8
2018;WZ08-35-01;Energy supply, water supply;EAV-16;Wastes not included elsewhere in the inventory;342;27.1
2018;WZ08-35-01;Energy supply, water supply;EAV-17;Construction and demolition waste;355;1116.1
2018;WZ08-35-01;Energy supply, water supply;EAV-18;Waste from medical care;11;0.0
2018;WZ08-35-01;Energy supply, water supply;EAV-19;Waste from waste treatment plants etc.;176;809.8
2018;WZ08-35-01;Energy supply, water supply;EAV-20;Municipal waste (household waste and similar waste);513;64.4
2018;WZ08-35-01;Energy supply, water supply;EAV-99;Hazardous waste;-;-
2018;WZ08-35-01;Energy supply, water supply;;Total;526;13554.5
2018;WZ08-45-04;Services;EAV-01;Wastes from mineral extraction;7;0.1
2018;WZ08-45-04;Services;EAV-02;Waste from agriculture, forestry, etc.;723;95.4
2018;WZ08-45-04;Services;EAV-03;Waste from wood processing, etc.;57;1.1
2018;WZ08-45-04;Services;EAV-04;Waste from the leather, fur and textile industry;10;0.1
2018;WZ08-45-04;Services;EAV-05;Waste from petroleum refining, natural gas purification;-;-
2018;WZ08-45-04;Services;EAV-06;Waste from inorganic chemical processes;232;40.2
2018;WZ08-45-04;Services;EAV-07;Waste from organic chemical processes;436;108.4
2018; WZ08-45-04; Services; EAV-08; Waste from MFSU from coatings, adhesives, etc.; 472; 2.0
2018;WZ08-45-04;Services;EAV-09;Waste from the photographic industry;181;0.6
2018;WZ08-45-04;Services;EAV-10;Waste from thermal processes;41;0.9
2018;WZ08-45-04;Services;EAV-11;Wastes from chemical surface treatment;99;1.4
2018;WZ08-45-04;Services;EAV-12;Waste from mechanical shaping processes;276;8.2
2018;WZ08-45-04;Services;EAV-13;Oil waste and liquid fuel waste;554;17.8
2018;WZ08-45-04;Services;EAV-14;Waste from organic solvents, coolants;263;1.4
2018;WZ08-45-04;Services;EAV-15;Packaging waste, absorbent masses, wipes;2852;769.4
2018;WZ08-45-04;Services;EAV-16;Wastes not included elsewhere in the inventory;1149;46.7
2018;WZ08-45-04;Services;EAV-17;Construction and demolition waste;1371;1001.1
2018;WZ08-45-04;Services;EAV-18;Waste from medical care;844;265.3
2018;WZ08-45-04;Services;EAV-19;Waste from waste treatment plants etc.;269;67.9
2018;WZ08-45-04;Services;EAV-20;Municipal waste (household waste and similar waste);3332;1185.3
2018;WZ08-45-04;Services;EAV-99;Hazardous waste;-;-
2018;WZ08-45-04;Services;;Total;3377;3613.5
__________
© Federal Statistical Office (Destatis), 2023
Status: 08/30/2023 / 20:09:31
