GENESIS-Tabelle: 32151-0001
Abfallerzeuger, Abfallmengen (gefährliche Abfälle):;;;;;;;
Deutschland, Jahre, Wirtschaftszweige, Abfallarten;;;;;;;
(EAV 2-Steller);;;;;;;
Erhebung der gefährlichen Abfälle;;;;;;;
Deutschland;;;;;;;
;;;;;Abfallerzeuger;Abfallmengen;Abfallmengen, von Primärerzeugern erzeugt
2019;WZ08-29-01;Fahrzeugbau;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2019;WZ08-29-01;Fahrzeugbau;EAV-10;Abfälle aus thermischen Prozessen;30;25,2;25,2
2019;WZ08-29-01;Fahrzeugbau;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;162;33,2;33,2
2019;WZ08-29-01;Fahrzeugbau;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;338;111,4;111,3
2019;WZ08-29-01;Fahrzeugbau;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;198;29,4;29,3
2019;WZ08-29-01;Fahrzeugbau;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;49;3,4;3,4
2019;WZ08-29-01;Fahrzeugbau;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;187;15,1;15,1
2019;WZ08-29-01;Fahrzeugbau;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;126;19,6;19,6
2019;WZ08-29-01;Fahrzeugbau;EAV-17;Bau- und Abbruchabfälle;96;36,7;36,7
2019;WZ08-29-01;Fahrzeugbau;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2019;WZ08-29-01;Fahrzeugbau;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;68;18,6;18,6
2019;WZ08-29-01;Fahrzeugbau;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);15;0,3;0,3
2019;WZ08-29-01;Fahrzeugbau;;Insgesamt;559;349,2;349,2
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;10;0,3;0,3
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-07;Abfälle aus organisch-chemischen Prozessen;26;6,5;6,5
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;32;2,5;2,5
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-10;Abfälle aus thermischen Prozessen;15;0,7;0,7
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;50;2,7;2,7
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;51;2,8;2,8
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;13;0,7;0,7
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;9;0,2;0,2
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;12;0,4;0,4
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;8;0,2;0,2
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-17;Bau- und Abbruchabfälle;14;2,1;2,1
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;11;0,5;0,5
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2019;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;;Insgesamt;158;20,0;20,0
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;8;0,2;0,1
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-07;Abfälle aus organisch-chemischen Prozessen;14;0,7;0,4
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;15;0,5;0,4
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-10;Abfälle aus thermischen Prozessen;5;0,3;0,3
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;17;2,4;2,4
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;51;4,3;4,1
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;75;6,1;5,8
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;6;0,1;0,0
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;32;0,9;0,7
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;58;20,2;19,2
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-17;Bau- und Abbruchabfälle;72;6,3;6,1
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;12;0,5;0,5
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2019;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;;Insgesamt;203;42,4;39,9
2019;WZ08-D;Energieversorgung;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2019;WZ08-D;Energieversorgung;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2019;WZ08-D;Energieversorgung;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2019;WZ08-D;Energieversorgung;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2019;WZ08-D;Energieversorgung;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;7;0,4;0,4
2019;WZ08-D;Energieversorgung;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;12;0,3;0,3
2019;WZ08-D;Energieversorgung;EAV-07;Abfälle aus organisch-chemischen Prozessen;16;2,5;2,5
2019;WZ08-D;Energieversorgung;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;9;0,0;0,0
2019;WZ08-D;Energieversorgung;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2019;WZ08-D;Energieversorgung;EAV-10;Abfälle aus thermischen Prozessen;77;62,0;57,9
2019;WZ08-D;Energieversorgung;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;6;0,9;0,9
2019;WZ08-D;Energieversorgung;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;39;2,2;1,4
2019;WZ08-D;Energieversorgung;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;202;29,8;13,5
2019;WZ08-D;Energieversorgung;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;12;0,1;0,1
2019;WZ08-D;Energieversorgung;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;43;0,7;0,6
2019;WZ08-D;Energieversorgung;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;234;20,6;20,5
2019;WZ08-D;Energieversorgung;EAV-17;Bau- und Abbruchabfälle;488;278,9;276,9
2019;WZ08-D;Energieversorgung;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2019;WZ08-D;Energieversorgung;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;97;988,4;710,7
2019;WZ08-D;Energieversorgung;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);16;0,2;0,2
2019;WZ08-D;Energieversorgung;;Insgesamt;789;1387,1;1086,0
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;52;0,6;0,3
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-03;Abfälle aus der Holzbearbeitung u.a.;13;0,2;0,2
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;30;2,8;1,6
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;205;29,4;12,7
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-07;Abfälle aus organisch-chemischen Prozessen;196;140,6;90,4
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;231;69,7;41,0
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-09;Abfälle aus der fotografischen Industrie;80;9,0;5,8
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-10;Abfälle aus thermischen Prozessen;92;96,5;86,4
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;166;62,7;37,1
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;395;310,6;123,2
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;637;843,7;670,4
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;180;43,3;20,6
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;473;155,4;87,1
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;747;524,0;368,4
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-17;Bau- und Abbruchabfälle;2794;2580,0;1801,7
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-18;Abfälle aus der medizinischen Versorgung;54;18,6;12,1
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;761;4709,0;1775,3
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);447;89,2;49,8
2019;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;;Insgesamt;3958;9693,6;5183,9
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;51;0,6;0,3
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-03;Abfälle aus der Holzbearbeitung u.a.;13;0,2;0,2
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;27;1,7;0,5
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;195;27,2;10,6
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-07;Abfälle aus organisch-chemischen Prozessen;191;133,0;84,2
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;223;62,3;33,7
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-09;Abfälle aus der fotografischen Industrie;78;7,8;4,6
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-10;Abfälle aus thermischen Prozessen;84;94,4;86,2
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;155;53,2;27,9
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;358;280,7;97,5
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;570;727,6;556,8
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;174;40,7;18,1
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;446;138,4;70,6
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;698;467,4;313,4
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-17;Bau- und Abbruchabfälle;2388;2158,0;1489,3
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-18;Abfälle aus der medizinischen Versorgung;53;16,3;9,8
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;700;4466,9;1646,8
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);428;83,3;44,2
2019;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;;Insgesamt;3417;8768,1;4494,5
2019;WZ08-F;Baugewerbe;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2019;WZ08-F;Baugewerbe;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2019;WZ08-F;Baugewerbe;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2019;WZ08-F;Baugewerbe;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2019;WZ08-F;Baugewerbe;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2019;WZ08-F;Baugewerbe;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2019;WZ08-F;Baugewerbe;EAV-07;Abfälle aus organisch-chemischen Prozessen;8;4,2;4,2
2019;WZ08-F;Baugewerbe;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;15;0,5;0,5
2019;WZ08-F;Baugewerbe;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2019;WZ08-F;Baugewerbe;EAV-10;Abfälle aus thermischen Prozessen;7;0,3;0,3
2019;WZ08-F;Baugewerbe;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;8;0,4;0,4
2019;WZ08-F;Baugewerbe;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;56;4,1;4,1
2019;WZ08-F;Baugewerbe;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;68;6,5;6,3
2019;WZ08-F;Baugewerbe;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2019;WZ08-F;Baugewerbe;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;14;0,4;0,3
2019;WZ08-F;Baugewerbe;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;53;6,6;6,2
2019;WZ08-F;Baugewerbe;EAV-17;Bau- und Abbruchabfälle;3869;1494,5;1413,5
2019;WZ08-F;Baugewerbe;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2019;WZ08-F;Baugewerbe;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;17;7,8;2,7
2019;WZ08-F;Baugewerbe;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);9;1,2;1,2
2019;WZ08-F;Baugewerbe;;Insgesamt;4036;1527,1;1440,3
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;39;5,9;5,8
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-07;Abfälle aus organisch-chemischen Prozessen;76;31,3;30,5
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;47;4,0;3,8
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-09;Abfälle aus der fotografischen Industrie;7;0,5;0,4
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-10;Abfälle aus thermischen Prozessen;27;55,3;35,5
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;54;24,7;17,2
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;263;93,9;75,0
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;911;106,5;88,4
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;81;5,4;5,0
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;131;9,4;6,1
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;260;123,5;66,6
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-17;Bau- und Abbruchabfälle;579;336,6;259,5
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-18;Abfälle aus der medizinischen Versorgung;8;0,5;0,5
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;83;222,9;43,5
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);24;5,1;4,8
2019;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;;Insgesamt;1897;1026,2;642,8
2019;WZ08-H;Verkehr und Lagerei;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2019;WZ08-H;Verkehr und Lagerei;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2019;WZ08-H;Verkehr und Lagerei;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2019;WZ08-H;Verkehr und Lagerei;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2019;WZ08-H;Verkehr und Lagerei;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;6;0,4;0,4
2019;WZ08-H;Verkehr und Lagerei;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;9;0,2;0,2
2019;WZ08-H;Verkehr und Lagerei;EAV-07;Abfälle aus organisch-chemischen Prozessen;45;81,3;80,9
2019;WZ08-H;Verkehr und Lagerei;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;23;1,8;1,6
2019;WZ08-H;Verkehr und Lagerei;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2019;WZ08-H;Verkehr und Lagerei;EAV-10;Abfälle aus thermischen Prozessen;6;0,2;0,1
2019;WZ08-H;Verkehr und Lagerei;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;14;2,4;2,3
2019;WZ08-H;Verkehr und Lagerei;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;55;8,5;6,7
2019;WZ08-H;Verkehr und Lagerei;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;261;36,4;34,0
2019;WZ08-H;Verkehr und Lagerei;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;20;0,5;0,4
2019;WZ08-H;Verkehr und Lagerei;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;54;2,5;2,0
2019;WZ08-H;Verkehr und Lagerei;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;192;46,7;44,6
2019;WZ08-H;Verkehr und Lagerei;EAV-17;Bau- und Abbruchabfälle;845;437,6;411,0
2019;WZ08-H;Verkehr und Lagerei;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2019;WZ08-H;Verkehr und Lagerei;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;53;30,5;6,2
2019;WZ08-H;Verkehr und Lagerei;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);9;0,4;0,4
2019;WZ08-H;Verkehr und Lagerei;;Insgesamt;1240;649,7;591,1
2019;WZ08-I;Gastgewerbe;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2019;WZ08-I;Gastgewerbe;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2019;WZ08-I;Gastgewerbe;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2019;WZ08-I;Gastgewerbe;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2019;WZ08-I;Gastgewerbe;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2019;WZ08-I;Gastgewerbe;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2019;WZ08-I;Gastgewerbe;EAV-07;Abfälle aus organisch-chemischen Prozessen;-;-;-
2019;WZ08-I;Gastgewerbe;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;3;0,0;0,0
2019;WZ08-I;Gastgewerbe;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2019;WZ08-I;Gastgewerbe;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2019;WZ08-I;Gastgewerbe;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2019;WZ08-I;Gastgewerbe;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;-;-;-
2019;WZ08-I;Gastgewerbe;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;6;0,3;0,3
2019;WZ08-I;Gastgewerbe;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2019;WZ08-I;Gastgewerbe;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;-;-;-
2019;WZ08-I;Gastgewerbe;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;-;-;-
2019;WZ08-I;Gastgewerbe;EAV-17;Bau- und Abbruchabfälle;24;8,7;8,7
2019;WZ08-I;Gastgewerbe;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2019;WZ08-I;Gastgewerbe;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;-;-;-
2019;WZ08-I;Gastgewerbe;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2019;WZ08-I;Gastgewerbe;;Insgesamt;29;13,8;13,8
2019;WZ08-J;Information und Kommunikation;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2019;WZ08-J;Information und Kommunikation;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2019;WZ08-J;Information und Kommunikation;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2019;WZ08-J;Information und Kommunikation;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2019;WZ08-J;Information und Kommunikation;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2019;WZ08-J;Information und Kommunikation;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
