Waste Producers,Waste Quantities,Years,Waste Types - EAV 2- and 6-Digit Codes,Survey of Hazardous Waste,Count,,,,,,,,,,,,,,,,,
2017,EAV-070109-G, Org.Grundchemik.: Halog.Filterkuchen,,,,Aufsaugmat.,11,0,5,0,5,,,,,,,,,,,
2017,EAV-070110-G, Org.Grundchemik.: And. Filterkuchen,,,,Aufsaugmat.,35,4,0,3,9,,,,,,,,,,,
2017,EAV-070111-G, Org.Grundchemik.:Schlämme(betriebseig.Abwasserbeh),45,10,,9,10,,8,,,,,,,,,,,,,
2017,EAV-070201-G, Kunststoffe: Wässrige Waschfl.,,,,Mutterlaugen,82,32,8,32,1,,,,,,,,,,,
2017,EAV-070203-G, Kunststoffe: Halogenorg.Lösemittel,,,,Waschflüssig.,37,2,7,2,6,,,,,,,,,,,
2017,EAV-070204-G, Kunststoffe: organ. Lösemittel,,,,Waschflüssigkeiten,145,37,5,37,1,,,,,,,,,,,
2017,EAV-070207-G, Kunststoffe: Halog. Reaktions-,,,,Destill.rückstände,41,5,1,4,8,,,,,,,,,,,
2017,EAV-070208-G, Kunststoffe: Reaktions-,,,,Destillationsrückstände,398,83,5,77,5,,,,,,,,,,,
2017,EAV-070209-G, Kunststoffe: Halog. Filterkuchen,,,,Aufsaugmat.,7,0,2,0,2,,,,,,,,,,,
2017,EAV-070210-G, Kunststoffe: And. Filterkuchen,,,,Aufsaugmaterialien,45,6,8,6,4,,,,,,,,,,,
2017,EAV-070211-G, Kunststoffe: Schlämme (betriebseig.Abwasserbeh.),15,1,,1,1,,0,,,,,,,,,,,,,
2017,EAV-070214-G, Kunststoffe: Abfälle v.Zusatzstoffen m.gefährl.St.,44,4,,2,3,,7,,,,,,,,,,,,,
2017,EAV-070216-G, Kunststoffe: Gefährl. Silicone enthaltende Abfälle,6,0,,8,0,,8,,,,,,,,,,,,,
2017,EAV-070301-G, Org.Farbstoffe: Wässrige Waschfl.,,,,Mutterlaugen,30,6,6,5,9,,,,,,,,,,,
2017,EAV-070303-G, Org.Farbstoffe: Halogenorg. Lösemittel,,,,Waschfl.,21,0,8,0,8,,,,,,,,,,,
2017,EAV-070304-G, Org.Farbstoffe: Lösemittel,,,,Waschflüssigkeiten,214,35,0,32,4,,,,,,,,,,,
2017,EAV-070307-G, Org.Farbstoffe: Halog. Reaktions-,,,,Destill.rückst.,7,1,7,1,7,,,,,,,,,,,
2017,EAV-070308-G, Org.Farbstoffe: Reaktions-,,,,Destillationsrückstände,26,5,2,4,8,,,,,,,,,,,
2017,EAV-070309-G, Org.Farbstoffe: Halog. Filterkuchen,,,,Aufsaugmat.,4,0,2,0,2,,,,,,,,,,,
2017,EAV-070310-G, Org.Farbstoffe: Andere Filterkuchen,,,,Aufsaugmat.,8,0,3,0,3,,,,,,,,,,,
2017,EAV-070311-G, Org.Farbstoffe: Schlämme(betriebseig.Abwasserbeh.),-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-070401-G, Pflanzenschutzmittel:Wässrige Waschfl.,,,,Mutterlaug.,22,34,9,33,9,,,,,,,,,,,
2017,EAV-070403-G, Pflanzenschutzmit.: Halogenorg.Lösemittel,,,,Waschfl.,17,123,3,119,3,,,,,,,,,,,
2017,EAV-070404-G, Pflanzenschutzmittel: Organ. Lösemittel,,,,Waschfl.,12,21,4,21,4,,,,,,,,,,,
2017,EAV-070407-G, Pflanzenschutzmit.:Halog.Reaktions-,,,,Destill.rückst,11,47,9,47,9,,,,,,,,,,,
2017,EAV-070408-G, Pflanzenschutzmittel: Reaktions-,,,,Destill.rückst.,10,6,3,6,3,,,,,,,,,,,
2017,EAV-070409-G, Pflanzenschutzmittel:Halog.Filterkuchen,,,,Aufsaugmat,4,0,2,0,2,,,,,,,,,,,
2017,EAV-070410-G, Pflanzenschutzmittel: Filterkuchen,,,,Aufsaugmat.,8,0,5,0,4,,,,,,,,,,,
2017,EAV-070411-G, Pflanzenschutzm.:Schlämme(betriebseig.Abwasserbeh),4,0,,3,0,,3,,,,,,,,,,,,,
2017,EAV-070413-G, Pflanzenschutzmittel: Feste Abfälle m.gefährl.St.,11,0,,5,0,,5,,,,,,,,,,,,,
2017,EAV-070501-G, Pharmazeutika: Wässrige Waschfl.,,,,Mutterlaugen,51,24,9,22,4,,,,,,,,,,,
2017,EAV-070503-G, Pharmazeutika: Halogenorg.Lösemittel,,,,Waschfl.,42,9,5,9,4,,,,,,,,,,,
2017,EAV-070504-G, Pharmazeutika: organ. Lösemittel,,,,Waschflüssigk.,84,72,0,71,6,,,,,,,,,,,
2017,EAV-070507-G, Pharmazeutika: Halog.Reaktions-,,,,Destill.rückst.,12,1,7,1,7,,,,,,,,,,,
2017,EAV-070508-G, Pharmazeutika: Reaktions-,,,,Destillationsrückstände,50,5,5,5,3,,,,,,,,,,,
2017,EAV-070509-G, Pharmazeutika: Halog.Filterkuchen,,,,Aufsaugmat.,10,0,1,0,1,,,,,,,,,,,
2017,EAV-070510-G, Pharmazeutika: Filterkuchen,,,,Aufsaugmaterialien,18,2,1,2,1,,,,,,,,,,,
2017,EAV-070511-G, Pharmazeutika: Schlämme (betriebseig.Abwasserbeh.),4,0,,8,0,,8,,,,,,,,,,,,,
2017,EAV-070513-G, Pharmazeutika: Feste Abfälle mit gefährl. Stoffen,45,1,,5,1,,5,,,,,,,,,,,,,
2017,EAV-070601-G, Fette,,,,Seifen: Wässrige Waschfl.,,,Mutterlaugen,121,7,0,,,,,,,,,,
2017,EAV-070603-G, Fette,,,,Seifen: Halogenorg.Lösemittel,,,Waschfl.,22,7,5,,,,,,,,,,
2017,EAV-070604-G, Fette,,,,Seifen: organ. Lösemittel,,,Waschflüssigk.,84,5,9,,,,,,,,,,
2017,EAV-070607-G, Fette,,,,Seifen: Halog.Reaktions-,,,Destill.rückst.,3,2,,,,,,,,,,,
2017,EAV-070608-G, Fette,,,,Seifen: Reaktions-,,,Destillationsrückstände,144,8,8,,,,,,,,,,
2017,EAV-070609-G, Fette,,,,Seifen: Halog.Filterkuchen,,,Aufsaugmat.,-,,,,,,,,,,,,
2017,EAV-070610-G, Fette,,,,Seifen: Filterkuchen,,,Aufsaugmaterialien,19,7,7,,,,,,,,,,
2017,EAV-070611-G, Fette,,,,Seifen: Schlämme (betriebseig.Abwasserbeh.),6,1,5,1,5,,,,,,,,,,,
2017,EAV-070701-G, Feinchemikalien: Wässrige Waschfl.,,,,Mutterlaugen,158,86,1,78,6,,,,,,,,,,,
2017,EAV-070703-G, Feinchemikalien: Halogenorg.Lösemittel,,,,Waschfl.,107,19,4,17,7,,,,,,,,,,,
2017,EAV-070704-G, Feinchemikalien: organ. Lösemittel,,,,Waschflüssigk.,170,58,7,56,4,,,,,,,,,,,
2017,EAV-070707-G, Feinchemikalien: Halog.Reaktions-,,,,Destill.rückst.,32,12,6,12,5,,,,,,,,,,,
2017,EAV-070708-G, Feinchemikalien: Reaktions-,,,,Destillationsrückst.,83,50,5,50,2,,,,,,,,,,,
2017,EAV-070709-G, Feinchemikalien: Halog.Filterkuchen,,,,Aufsaugmat.,27,0,7,0,6,,,,,,,,,,,
2017,EAV-070710-G, Feinchemikalien: Filterkuchen,,,,Aufsaugmaterialien,45,3,8,3,8,,,,,,,,,,,
2017,EAV-070711-G, Feinchemikalien:Schlämme(betriebseig.Abwasserbeh.),22,2,,5,2,,3,,,,,,,,,,,,,
2017,EAV-08,Abfälle aus HZVA v.Beschichtungen,,,,Klebstoffen u.a.,1346,212,6,178,7,,,,,,,,,,,
2017,EAV-080111-G, Farb- und Lackabfälle mit gefährlichen Stoffen,721,69,,8,53,,9,,,,,,,,,,,,,
2017,EAV-080113-G, Farb- und Lackschlämme mit gefährlichen Stoffen,325,38,,7,30,,7,,,,,,,,,,,,,
2017,EAV-080115-G, Farben,,,,Lacke: Wässrige Schlämme mit gefährl. St.,143,17,9,16,5,,,,,,,,,,,
2017,EAV-080117-G, Abfälle aus der Farb- oder Lackentfernung,168,24,,0,23,,1,,,,,,,,,,,,,
2017,EAV-080119-G, Wässrige Suspensionen,,,,Farben o. Lacke enthaltend,46,17,8,16,0,,,,,,,,,,,
2017,EAV-080121-G, Farb- oder Lackentfernerabfälle,11,0,,4,0,,4,,,,,,,,,,,,,
2017,EAV-080312-G, Druckfarbenabfälle mit gefährlichen Stoffen,108,6,,5,5,,4,,,,,,,,,,,,,
2017,EAV-080314-G, Druckfarbenschlämme mit gefährlichen Stoffen,57,5,,8,5,,1,,,,,,,,,,,,,
2017,EAV-080316-G, Abfälle von Ätzlösungen,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-080317-G, Tonerabfälle,,,,die gefährliche Stoffe enthalten,-,-,,,,,,,,,,,,,,
2017,EAV-080319-G, Dispersionsöl,26,0,,9,0,,4,,,,,,,,,,,,,
2017,EAV-080409-G, Klebstoff- und Dichtmassenabfälle mit gefährl. St.,298,28,,2,24,,6,,,,,,,,,,,,,
2017,EAV-080411-G, Klebstoff- und dichtmassenhaltige Schlämme,7,0,,4,0,,3,,,,,,,,,,,,,
2017,EAV-080413-G, Klebst.,,,,Dichtm.: Wässrige Schlämme m.gefährl.St.,14,0,4,0,4,,,,,,,,,,,
2017,EAV-080415-G, Klebst.,,,,Dichtm.:Wässrige flüssige Abf.m.gefährl.St,14,0,8,0,8,,,,,,,,,,,
2017,EAV-080417-G, Klebstoffe,,,,Dichtmassen: Harzöle,-,-,,,,,,,,,,,,,,
2017,EAV-080501-G, Isocyanatabfälle,55,1,,0,0,,8,,,,,,,,,,,,,
2017,EAV-09,Abfälle aus der fotografischen Industrie,178,16,,7,12,,7,,,,,,,,,,,,,
2017,EAV-090101-G, Entwickler und Aktivatorenlösungen auf Wasserbasis,100,3,,8,3,,2,,,,,,,,,,,,,
2017,EAV-090102-G, Offsetdruckplatten-Entwicklerlösungen,89,7,,0,5,,2,,,,,,,,,,,,,
2017,EAV-090103-G, Entwicklerlösungen auf Lösemittelbasis,8,0,,0,0,,0,,,,,,,,,,,,,
2017,EAV-090104-G, Fixierbäder,86,3,,7,2,,7,,,,,,,,,,,,,
2017,EAV-090105-G, Bleichlösungen und Bleich-Fixier-Bäder,37,1,,7,1,,7,,,,,,,,,,,,,
2017,EAV-090106-G, Silberhaltige Abfälle aus Beh. fotograf. Abfälle,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-090111-G, Einwegkameras mit Batterien (160601-160603),-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-090113-G, Abfälle aus Silberrückgewinnung (ohne 090106),-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-10,Abfälle aus thermischen Prozessen,736,994,,4,897,,2,,,,,,,,,,,,,
2017,EAV-100104-G, Filterstäube und Kesselstaub aus Ölfeuerung,17,3,,3,3,,3,,,,,,,,,,,,,
2017,EAV-100109-G, Schwefelsäure,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-100113-G, Filterstäube aus emulgierten Kohlenwasserstoffen,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-100114-G, Rost- und Kesselasche,,,,Schlacken,,,Kesselstaub,51,8,8,,,,,,,,,,
2017,EAV-100116-G, Filterstäube aus der Abfallmitverbrennung,34,24,,0,23,,6,,,,,,,,,,,,,
2017,EAV-100118-G, Abfälle aus der Abgasbehandlung mit gefährl. St.,118,62,,6,61,,5,,,,,,,,,,,,,
2017,EAV-100120-G, Kraftwerke u.a.:Schlämme(betriebseig.Abwasserbeh.),9,2,,8,2,,7,,,,,,,,,,,,,
2017,EAV-100122-G, Kraftwerke u.a.:Wässrige Schlämme a. Kesselreinig.,9,1,,2,1,,1,,,,,,,,,,,,,
2017,EAV-100207-G, Eisen-,,,,Stahlind.: Feste Abfälle aus Abgasbehandl.,67,228,0,226,9,,,,,,,,,,,
2017,EAV-100211-G, Eisen-,,,,Stahlind.: Ölhalt. Abf. aus Kühlwasserbeh.,4,4,7,4,7,,,,,,,,,,,
2017,EAV-100213-G, Eisen-,,,,Stahlind.: Schlämme,,,Filterk. aus Abgasbeh.,15,7,1,,,,,,,,,,
2017,EAV-100304-G, Aluminium-Metallurgie: Schlacken aus Erstschmelze,4,1,,2,1,,2,,,,,,,,,,,,,
2017,EAV-100308-G, Aluminium-Metallurgie:Salzschlacken a.Zweitschmel.,12,328,,1,267,,3,,,,,,,,,,,,,
2017,EAV-100309-G, Aluminium-Metallurgie:Schwarze Krätzen a.Zweitsch.,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-100315-G, Aluminium-Metallurgie: Abschaum (entzündlich),51,36,,1,25,,0,,,,,,,,,,,,,
2017,EAV-100317-G, Aluminium-Metallurgie:Teerh. Abf. aus Anodenherst.,4,0,,5,0,,5,,,,,,,,,,,,,
2017,EAV-100319-G, Aluminium-Metallurgie: Filterstaub m.gefährl.St.,14,4,,0,4,,0,,,,,,,,,,,,,
2017,EAV-100321-G, Aluminium-Metallurgie: Andere Teilchen und Staub,12,2,,5,2,,4,,,,,,,,,,,,,
2017,EAV-100323-G, Aluminium-Metallurgie: Feste Abf. a. Abgasbehandl.,27,18,,6,17,,6,,,,,,,,,,,,,
2017,EAV-100325-G, Aluminium-Metallurgie:Schlämme,,,,Filterk.a.Abgasbeh.,3,0,6,0,6,,,,,,,,,,,
2017,EAV-100327-G, Aluminium-Metallurgie: Ölh.Abf. aus Kühlwasserbeh.,4,0,,5,0,,5,,,,,,,,,,,,,
2017,EAV-100329-G, Aluminium-Metallurgie: Abf.a. Beh. v.Salzschlacken,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-100401-G, Bleimetallurgie: Schlacken (Erst-,,,,Zweitschmelze),8,26,3,26,3,,,,,,,,,,,
2017,EAV-100402-G, Bleimetall.: Krätzen,,,,Abschaum (Erst-,,,Zweitschm.),55,7,7,,,,,,,,,,
2017,EAV-100403-G, Bleimetallurgie: Calciumarsenat,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-100404-G, Bleimetallurgie: Filterstaub,3,0,,1,0,,1,,,,,,,,,,,,,
2017,EAV-100405-G, Bleimetallurgie: Andere Teilchen und Staub,11,6,,1,3,,7,,,,,,,,,,,,,
2017,EAV-100406-G, Bleimetallurgie: Feste Abfälle aus Abgasbehandlung,3,0,,4,0,,4,,,,,,,,,,,,,
2017,EAV-100407-G, Bleimetallurgie: Schlämme,,,,Filterk. aus Abgasbeh.,-,-,,,,,,,,,,,,,,
2017,EAV-100409-G, Bleimetallurgie: Ölh. Abfälle aus Kühlwasserbeh.,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-100503-G, Zinkmetallurgie: Filterstaub,9,0,,5,0,,5,,,,,,,,,,,,,
2017,EAV-100505-G, Zinkmetallurgie: Feste Abfälle aus Abgasbehandlung,8,0,,3,0,,3,,,,,,,,,,,,,
2017,EAV-100506-G, Zinkmetallurgie: Schlämme,,,,Filterk. aus Abgasbeh.,-,-,,,,,,,,,,,,,,
2017,EAV-100508-G, Zinkmetallurgie: Ölh. Abfälle aus Kühlwasserbeh.,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-100510-G, Zinkmetallurgie: Krätzen,,,,Abschaum (entzündlich),-,-,,,,,,,,,,,,,,
2017,EAV-100603-G, Kupfermetallurgie: Filterstaub,8,1,,3,1,,3,,,,,,,,,,,,,
2017,EAV-100606-G, Kupfermetallurgie: Feste Abfälle a.Abgasbehandlung,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-100607-G, Kupfermetallurgie: Schlämme,,,,Filterk. a.Abgasbeh.,-,-,,,,,,,,,,,,,,
2017,EAV-100609-G, Kupfermetallurgie: Ölh.Abf. aus Kühlwasserbeh.,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-100707-G, Silbermet.u.a.: Ölhaltige Abfälle a.Kühlwasserbeh.,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-100808-G, Nichteisenmet.: Salzschlacken(Erst-,,,,Zweitschmelze),-,-,,,,,,,,,,,,,,
2017,EAV-100810-G, Nichteisenmetallurgie:Krätzen,,,,Abschaum (entzündl.),7,1,0,1,0,,,,,,,,,,,
2017,EAV-100812-G, Nichteisenmet.: Teerh. Abfälle aus Anodenherst.,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-100815-G, Nichteisenmetallurgie: Filterstaub m.gefährl.St.,50,5,,8,5,,7,,,,,,,,,,,,,
2017,EAV-100817-G, Nichteisenmetallurgie:Schlämme,,,,Filterk.a.Abgasbeh.,3,0,2,0,2,,,,,,,,,,,
2017,EAV-100819-G, Nichteisenmetallurgie: Ölh.Abf. aus Kühlwasserbeh.,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-100905-G, Eisen,,,,Stahl: Gießformen und -sande vor dem Gießen,-,-,,,,,,,,,,,,,,
2017,EAV-100907-G, Eisen,,,,Stahl: Gießformen und -sande nach dem Gießen,14,3,8,3,1,,,,,,,,,,,
2017,EAV-100909-G, Eisen,,,,Stahl: Filterstaub mit gefährlichen Stoffen,55,14,2,13,9,,,,,,,,,,,
2017,EAV-100911-G, Eisen,,,,Stahl: Andere Teilchen mit gefährl. Stoffen,3,0,5,.,,,,,,,,,,,,
2017,EAV-100913-G, Eisen,,,,Stahl: Abf. v. Bindemitteln mit gefährl. St.,-,-,,,,,,,,,,,,,,
2017,EAV-100915-G, Eisen,,,,Stahl: Abf. aus rissanzeigenden Substanzen,-,-,,,,,,,,,,,,,,
2017,EAV-101005-G, Nichteisenmet.: Gießformen,,,,#NAME?,-,-,,,,,,,,,,,,,,
2017,EAV-101007-G, Nichteisenmet.: Gießformen,,,,#NAME?,7,5,6,5,6,,,,,,,,,,,
2017,EAV-101009-G, Nichteisenmetalle: Filterstaub m.gefährl.Stoffen,22,4,,5,2,,4,,,,,,,,,,,,,
2017,EAV-101011-G, Nichteisenmet.: And. Teilchen mit gefährl. Stoffen,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-101013-G, Nichteisenmet.:Abf.v. Bindemitteln mit gefährl.St.,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-101015-G, Nichteisenmetalle: Abf. aus rissanzeigenden Subst.,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-101109-G, Gemengeabfall mit gefährl. Stoffen v. d. Schmelzen,13,0,,8,0,,6,,,,,,,,,,,,,
2017,EAV-101111-G, Glasabfall in kleinen Teilchen und Glasstaub,17,9,,4,8,,2,,,,,,,,,,,,,
2017,EAV-101113-G, Glaspolier- und Glasschleifschlämme,23,1,,1,1,,1,,,,,,,,,,,,,
2017,EAV-101115-G, Glasherstellung: Feste Abfälle aus Abgasbehandlung,45,2,,8,2,,7,,,,,,,,,,,,,
2017,EAV-101117-G, Glasherstellung: Schlämme,,,,Filterk. aus Abgasbeh.,-,-,,,,,,,,,,,,,,
2017,EAV-101119-G, Glasherst.:Feste Abf. a. betriebseig. Abwasserbeh.,13,1,,2,1,,0,,,,,,,,,,,,,
2017,EAV-101209-G, Keramikerzeugnisse: Feste Abfälle a. Abgasbehandl.,17,5,,5,3,,8,,,,,,,,,,,,,
2017,EAV-101211-G, Keramikerzeugn.: Glasurabfälle mit Schwermetallen,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-101309-G, Asbesthaltige Abfälle a. Herstell. v. Asbestzement,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-101312-G, Zement u.a.: Feste Abfälle aus Abgasbehandlung,11,3,,6,3,,4,,,,,,,,,,,,,
2017,EAV-101401-G, Krematorien:Quecksilberh. Abfälle a.d.Gasreinigung,70,0,,8,0,,5,,,,,,,,,,,,,
2017,EAV-11,Abfälle aus der chemischen Oberflächenbearbeitung,2125,609,,0,570,,1,,,,,,,,,,,,,
2017,EAV-110105-G, Oberflächenbearb.: Saure Beizlösungen,539,83,,1,77,,1,,,,,,,,,,,,,
2017,EAV-110106-G, Oberflächenbearb.: Säuren a.n.g.,144,13,,0,11,,5,,,,,,,,,,,,,
2017,EAV-110107-G, Oberflächenbearb.: Alkalische Beizlösungen,479,92,,0,87,,4,,,,,,,,,,,,,
2017,EAV-110108-G, Oberflächenbearb.: Phosphatierschlämme,211,11,,2,10,,0,,,,,,,,,,,,,
2017,EAV-110109-G, Oberflächenbearb.: Schlämme,,,,Filterkuchen m.gef.St.,928,108,6,93,7,,,,,,,,,,,
2017,EAV-110111-G, Oberflächenbearb.:Wässrige Spülflüssigk. m.gef.St.,741,98,,9,91,,1,,,,,,,,,,,,,
2017,EAV-110113-G, Oberflächenbearb.:Abfälle a.d.Entfettung m.gef.St.,181,15,,2,14,,0,,,,,,,,,,,,,
2017,EAV-110115-G, Oberflächenbearb.: Eluate,,,,Schlämme a. Membransyst.,4,0,7,0,7,,,,,,,,,,,
2017,EAV-110116-G, Oberflächenbearb.: Ionenaustauscherharze,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-110198-G, Oberflächenbearb.: Andere Abfälle mit gefährl. St.,233,19,,3,17,,9,,,,,,,,,,,,,
2017,EAV-110202-G, Schlämme aus der Zink-Hydrometallurgie,7,148,,5,148,,5,,,,,,,,,,,,,
2017,EAV-110205-G, Abfälle aus Prozessen der Kupfer-Hydrometallurgie,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-110207-G, Nichteisen-Hydrometallurgie:And.Abf. m.gefährl.St.,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-110301-G, Schlämme,,,,Festst.a.Härteprozessen: Cyanidh. Abfälle,29,0,5,0,4,,,,,,,,,,,
2017,EAV-110302-G, Schlämme,,,,Festst.a.Härteprozessen: Andere Abfälle,59,1,3,1,2,,,,,,,,,,,
2017,EAV-110503-G, Verzinkung: Feste Abfälle aus Abgasbehandlung,22,0,,3,0,,3,,,,,,,,,,,,,
2017,EAV-110504-G, Verzinkung: Gebrauchte Flussmittel,5,0,,2,0,,2,,,,,,,,,,,,,
2017,EAV-12,Abfälle aus Prozessen der mechanischen Formgebung,3915,1062,,6,816,,0,,,,,,,,,,,,,
2017,EAV-120106-G, Halogenhaltige Bearbeitungsöle auf Mineralölbasis,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-120107-G, Halogenfreie Bearbeitungsöle auf Mineralölbasis,106,79,,5,24,,5,,,,,,,,,,,,,
2017,EAV-120108-G, Halogenhaltige Bearbeitungsemulsionen u. -lösungen,26,2,,5,2,,3,,,,,,,,,,,,,
2017,EAV-120109-G, Halogenfreie Bearbeitungsemulsionen und -lösungen,3059,772,,3,618,,6,,,,,,,,,,,,,
2017,EAV-120110-G, Synthetische Bearbeitungsöle,18,0,,5,0,,5,,,,,,,,,,,,,
2017,EAV-120112-G, Gebrauchte Wachse und Fette,212,8,,7,6,,6,,,,,,,,,,,,,
2017,EAV-120114-G, Bearbeitungsschlämme mit gefährlichen Stoffen,275,23,,4,22,,3,,,,,,,,,,,,,
2017,EAV-120116-G, Strahlmittelabfälle (mit gefährlichen Stoffen),426,27,,6,22,,9,,,,,,,,,,,,,
2017,EAV-120118-G, Ölhaltige Metallschlämme (Schleifschlämme,,,,etc.),450,88,3,64,7,,,,,,,,,,,
2017,EAV-120119-G, Biologisch leicht abbaubare Bearbeitungsöle,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-120120-G, Gebrauchte Hon-u.Schleifmittel mit gefährl.Stoffen,98,9,,7,8,,0,,,,,,,,,,,,,
2017,EAV-120301-G, Wässrige Waschflüssigkeiten,351,48,,8,44,,2,,,,,,,,,,,,,
2017,EAV-120302-G, Abfälle aus der Dampfentfettung,16,1,,1,1,,1,,,,,,,,,,,,,
2017,EAV-13,Ölabfälle und Abfälle aus flüssigen Brennstoffen,3737,1395,,5,1177,,5,,,,,,,,,,,,,
2017,EAV-130101-G, Hydrauliköle,,,,die PCB enthalten,7,0,1,0,0,,,,,,,,,,,
2017,EAV-130104-G, Hydrauliköle: Chlorierte Emulsionen,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-130105-G, Hydrauliköle: Nichtchlorierte Emulsionen,83,9,,3,8,,6,,,,,,,,,,,,,
2017,EAV-130109-G, Chlorierte Hydrauliköle auf Mineralölbasis,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-130110-G, Nichtchlorierte Hydrauliköle auf Mineralölbasis,75,2,,7,2,,4,,,,,,,,,,,,,
2017,EAV-130111-G, Synthetische Hydrauliköle,7,0,,1,0,,1,,,,,,,,,,,,,
2017,EAV-130112-G, Biologisch leicht abbaubare Hydrauliköle,5,0,,0,0,,0,,,,,,,,,,,,,
2017,EAV-130113-G, Andere Hydrauliköle,6,0,,1,0,,1,,,,,,,,,,,,,
2017,EAV-130204-G, Chlorierte Maschinen-,,,,Getriebe- und Schmieröle,54,1,5,1,1,,,,,,,,,,,
2017,EAV-130205-G, Nichtchlorierte Maschinen-,,,,Getriebe-u. Schmieröle,1450,511,2,389,5,,,,,,,,,,,
2017,EAV-130206-G, Synthetische Maschinen-,,,,Getriebe- und Schmieröle,12,0,5,0,5,,,,,,,,,,,
2017,EAV-130207-G, Biologisch leicht abbau. Maschinen-,,,,Getriebeöle,-,-,,,,,,,,,,,,,,
2017,EAV-130208-G, Andere Maschinen-,,,,Getriebe- und Schmieröle,120,33,6,19,6,,,,,,,,,,,
2017,EAV-130301-G, Isolier- und Wärmeübertragungsöle mit PCB,39,1,,2,0,,6,,,,,,,,,,,,,
2017,EAV-130306-G, Chlor. Isolier- u. Wärmeübertragungsöle(oh.130301),-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-130307-G, Nichtchlorierte Isolier- und Wärmeübertragungsöle,184,10,,9,10,,3,,,,,,,,,,,,,
2017,EAV-130308-G, Synthetische Isolier- und Wärmeübertragungsöle,18,0,,9,0,,8,,,,,,,,,,,,,
2017,EAV-130309-G, Biolog. leicht abbaub. Isolier-u. Wärmeübertr.öle,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-130310-G, Andere Isolier- und Wärmeübertragungsöle,22,0,,3,0,,3,,,,,,,,,,,,,
2017,EAV-130401-G, Bilgenöle aus der Binnenschifffahrt,9,3,,6,3,,5,,,,,,,,,,,,,
2017,EAV-130402-G, Bilgenöle aus Molenablaufkanälen,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-130403-G, Bilgenöle aus der übrigen Schifffahrt,18,131,,1,129,,9,,,,,,,,,,,,,
2017,EAV-130501-G, Feste Abfälle a.Sandfanganlagen u.Öl-/Wasserabsch.,173,56,,1,47,,2,,,,,,,,,,,,,
2017,EAV-130502-G, Schlämme aus Öl-/Wasserabscheidern,768,165,,7,155,,1,,,,,,,,,,,,,
2017,EAV-130503-G, Schlämme aus Einlaufschächten,401,105,,8,98,,8,,,,,,,,,,,,,
2017,EAV-130506-G, Öle aus Öl-/Wasserabscheidern,24,4,,0,3,,3,,,,,,,,,,,,,
2017,EAV-130507-G, Öliges Wasser aus Öl-/Wasserabscheidern,199,44,,3,35,,4,,,,,,,,,,,,,
2017,EAV-130508-G, Abfallgemische a.Sandfanganlagen,,,,Öl-/Wasserabsch.,877,192,3,180,7,,,,,,,,,,,
2017,EAV-130701-G, Heizöl und Diesel,145,14,,8,11,,9,,,,,,,,,,,,,
2017,EAV-130702-G, Benzin,41,1,,4,1,,3,,,,,,,,,,,,,
2017,EAV-130703-G, Andere Brennstoffe (einschließlich Gemische),185,31,,6,17,,5,,,,,,,,,,,,,
2017,EAV-130801-G, Ölabfälle: Schlämme oder Emulsionen aus Entsalzern,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-130802-G, Ölabfälle: Andere Emulsionen,150,36,,6,28,,9,,,,,,,,,,,,,
2017,EAV-130899-G, Ölabfälle: Abfälle a.n.g.,170,35,,6,30,,0,,,,,,,,,,,,,
2017,EAV-14,Abfälle aus organischen Lösemitteln,,,,Kühlmitteln,692,100,4,63,3,,,,,,,,,,,
