year,code,type of waste,waste producers,waste quantities,waste quantities generated by primary producers,code_new
2018, EAV-070310-G," Organic dyes: Other filter cakes, spent absorbents",7,0.4,0.4, EAV-070310-G
2018, EAV-070311-G, Organic dyes: Sludges from on-site effl. treatment.,0,0,0, EAV-070311-G
2018, EAV-070401-G, Org.plant prot.: Aqueous washing liquids etc.,25,36.5,36.4, EAV-070401-G
2018, EAV-070403-G, Org.plant prot.: Organic halogenated solvents etc.,20,128.7,126.2, EAV-070403-G
2018, EAV-070404-G, Org.plant prot.: Other organic solvents etc.,12,22.4,22.4, EAV-070404-G
2018, EAV-070407-G, Org.plant prot.: Halogenated still bottoms etc.,11,37.7,37.7, EAV-070407-G
2018, EAV-070408-G," Org.plant prot.: Other still bottoms, react.resid.",13,6.4,6.4, EAV-070408-G
2018, EAV-070409-G,Org.plant prot.: Halogenated filter cakes etc.,5,0.2,0.2, EAV-070409-G
2018, EAV-070410-G," Org.plant prot.: Other filter cakes, absorb spent.",4,0.3,0.3, EAV-070410-G
2018, EAV-070411-G, Org.plant prot.: Sludges from on-site effl.treatm.,3,0.3,0.3, EAV-070411-G
2018, EAV-070413-G, Org.plant prot.: Solid wastes cont. haza. subst.,11,0.9,0.8, EAV-070413-G
2018, EAV-070501-G, Pharmaceuticals: Aqueous washing liquids etc.,51,25.2,24.7, EAV-070501-G
2018, EAV-070503-G, Pharmaceuticals: Organic halogenated solvents etc.,42,9.9,9.8, EAV-070503-G
2018, EAV-070504-G, Pharmaceuticals: Other organic solvents etc.,84,78.7,78.7, EAV-070504-G
2018, EAV-070507-G, Pharmaceuticals: Halogenated still bottoms etc.,13,2.1,2, EAV-070507-G
2018, EAV-070508-G," Pharmaceuticals: Other still bottoms, react.resid.",50,5.9,5.5, EAV-070508-G
2018, EAV-070509-G, Pharmaceuticals: Halogenated filter cakes etc.,6,0.1,0.1, EAV-070509-G
2018, EAV-070510-G," Pharmaceuticals: Other filter cakes, spent absorb.",18,2.2,2.2, EAV-070510-G
2018, EAV-070511-G, Pharmaceuticals: Sludges from on-site effl.treatm.,6,0.9,0.9, EAV-070511-G
2018, EAV-070513-G, Pharmaceuticals: Solid wastes cont.haza.substances,47,1.6,1.6, EAV-070513-G
2018, EAV-070601-G,"Fats,soaps: Aqueous washing liquids,mother liquors",118,30.4,28.2, EAV-070601-G
2018, EAV-070603-G," Fats, soaps: Organic halogenated solvents etc.",25,0.8,0.4, EAV-070603-G
2018, EAV-070604-G," Fats, soaps: Other organic solvents etc.",77,7.5,6.5, EAV-070604-G
2018, EAV-070607-G," Fats,soaps: Halogenated still bottoms,react.resid.",4,0.1,0.1, EAV-070607-G
2018, EAV-070608-G," Fats,soaps: Other still bottoms, reaction residues",141,46.1,42.2, EAV-070608-G
2018, EAV-070609-G," Fats,soaps: Halogenated filter cakes,spent absorb.",0,0,0, EAV-070609-G
2018, EAV-070610-G," Fats, soaps: Other filter cakes, spent absorbents",19,2.8,2.8, EAV-070610-G
2018, EAV-070611-G," Fats, soaps: Sludges from on-site effluent treatment.",6,1.2,1.2, EAV-070611-G
2018, EAV-070701-G," Fine chem.: Aqueous washing liquids, mother liquors",158,89,82, EAV-070701-G
2018, EAV-070703-G, Fine chem.: Organic halogenated solvents etc.,104,20.1,18.6, EAV-070703-G
2018, EAV-070704-G, Fine chem.: Other organic solvents etc.,168,58.5,56.4, EAV-070704-G
2018, EAV-070707-G," Fine chem.: Halogenated still bottoms,react.resid.",31,14.1,13.9, EAV-070707-G
2018, EAV-070708-G," Fine chem.: Other still bottoms, reaction residues",80,53.5,53.1, EAV-070708-G
2018, EAV-070709-G,"Fine chem.: Halogenated filter cakes, spent absorb.",25,0.6,0.6, EAV-070709-G
2018, EAV-070710-G," Fine chem.: Other filter cakes, spent absorbents",43,3.5,3.5, EAV-070710-G
2018, EAV-070711-G, Fine chem.: Sludges from on-site effluent treatm.,22,2.6,2.4, EAV-070711-G
2018, EAV-08," Wastes from the MFSU of coatings, adhesives etc.",1345,212.7,180.7, EAV-08
2018, EAV-080111-G," Waste paint, varnish containing organic solvents",729,70.8,56.2, EAV-080111-G
2018, EAV-080113-G, Sludges from paint and varnish cont. org. solvents,322,36.5,29.1, EAV-080113-G
2018, EAV-080115-G," Paint,varnish: Aqueous sludges cont. paint etc.",145,19.4,17.6, EAV-080115-G
2018, EAV-080117-G, Wastes from paint or varnish removal cont.org.sol.,162,24.4,23.3, EAV-080117-G
2018, EAV-080119-G, Aqueous suspensions cont. paint or varnish,51,16.7,15.5, EAV-080119-G
2018, EAV-080121-G, Waste paint or varnish remover,11,0.5,0.5, EAV-080121-G
2018, EAV-080312-G, Waste ink containing hazardous substances,108,6,5, EAV-080312-G
2018, EAV-080314-G, Ink sludges containing hazardous substances,56,5.1,4.9, EAV-080314-G
2018, EAV-080316-G, Waste etching solutions,0,0,0, EAV-080316-G
2018, EAV-080317-G, Waste printing toner cont. hazardous substances,0,0,0, EAV-080317-G
2018, EAV-080319-G, Disperse oil,27,0.9,0.4, EAV-080319-G
2018,EAV-080409-G, Waste adhesives and sealants cont.organic solvents,303,29.2,25.7, EAV-080409-G
2018, EAV-080411-G, Adhesive and sealant sludges cont.organic solvents,9,0.4,0.3, EAV-080411-G
2018, EAV-080413-G," Adhesives,sealants: Aqueous sludges cont.adhesives",13,0.5,0.5, EAV-080413-G
2018, EAV-080415-G," Adhesives,sealants: Aqueous liquid waste cont.adh.",13,0.7,0.7, EAV-080415-G
2018, EAV-080417-G," Adhesives, sealants: Rosin oil",0,0,0, EAV-080417-G
2018, EAV-080501-G, Waste isocyanates,60,1.2,0.9, EAV-080501-G
2018, EAV-09, Wastes from the photographic industry,164,14.8,11.2, EAV-09
2018, EAV-090101-G, Water-based developer and activator solutions,89,3.3,2.8, EAV-090101-G
2018, EAV-090102-G, Water-based offset plate developer solutions,86,6.6,4.8, EAV-090102-G
2018, EAV-090103-G, Solvent-based developer solutions,0,0,0, EAV-090103-G
2018, EAV-090104-G, fixer solutions,84,2.9,2.1, EAV-090104-G
2018, EAV-090105-G, Bleach solutions and bleach fixer solutions,36,1.6,1.6, EAV-090105-G
2018, EAV-090106-G, Wastes cont. silver from on-site treatment. of photo.,0,0,0, EAV-090106-G
2018, EAV-090111-G, Single-use cameras cont. batteries (160601-160603),0,0,0, EAV-090111-G
2018, EAV-090113-G, Aq.liq.waste fr. on-site recl.of silver(ex.090106),0,0,0, EAV-090113-G
2018,EAV-10, Wastes from thermal processes,742,990.5,902.1, EAV-10
2018, EAV-100104-G, Oil fly ash and boiler dust,21,2.9,2.9, EAV-100104-G
2018, EAV-100109-G, Sulfuric acid,0,0,0, EAV-100109-G
2018, EAV-100113-G, Fly ash from emulsified hydrocarbons used as fuel,0,0,0, EAV-100113-G
2018, EAV-100114-G," Bottom ash,slag,boiler dust from co-incineration",49,54.7,54.7, EAV-100114-G
2018, EAV-100116-G, Fly ash from co-incineration,33,28.7,24.8, EAV-100116-G
2018, EAV-100118-G, Wastes from gas cleaning cont. hazardous subst.,124,64.2,63.5, EAV-100118-G
2018, EAV-100120-G, Power stations: Sludges from on-site effl. treatment.,10,2.9,2.9, EAV-100120-G
2018, EAV-100122-G, Power stations: Aqueous sludges from boiler clean.,9,1.2,1.2, EAV-100122-G
2018, EAV-100207-G," Iron, steel: Solid wastes from gas treatment",73,227,226.1, EAV-100207-G
2018, EAV-100211-G," Iron,steel: Wastes fr.cooling-water treat.cont.oil",6,4.7,4.7, EAV-100211-G
2018, EAV-100213-G," Iron, steel: Sludges, filter cakes from gas treatm.",14,101.2,88.7, EAV-100213-G
2018, EAV-100304-G, Aluminium: Primary production slags,0,0,0, EAV-100304-G
2018, EAV-100308-G, Aluminium: Salt slags from secondary production,12,313.9,265.2, EAV-100308-G
2018, EAV-100309-G, Aluminium: Black dross from secondary production,0,0,0, EAV-100309-G
2018, EAV-100315-G, Aluminium: Skimmings that are flammable etc.,50,40.1,28.9, EAV-100315-G
2018, EAV-100317-G, Aluminium: Tar-containing wastes from anode manuf.,3,0.5,0.5, EAV-100317-G
2018, EAV-100319-G, Aluminum: Flue-gas dust cont. hazardous subst.,13,3.6,3.6, EAV-100319-G
2018, EAV-100321-G, Aluminum: Other particulates and dust,16,3.2,3.2, EAV-100321-G
2018, EAV-100323-G, Aluminum: Solid wastes from gas treatment,27,20.2,18.7, EAV-100323-G
2018, EAV-100325-G," Aluminium: Sludges, filter cakes from gas treatment.",4,0.4,0.4, EAV-100325-G
2018, EAV-100327-G, Aluminium: Wastes fr.cooling-water treatm.cont.oil,3,0.5,0.5, EAV-100327-G
2018, EAV-100329-G, Aluminium: Wastes from treatment. of salt slags etc.,0,0,0, EAV-100329-G
2018, EAV-100401-G, Lead: Slags from primary and secondary production,7,31.5,31.5, EAV-100401-G
2018, EAV-100402-G," Lead: Dross, skimmings from primary, second. prod.",56,6.3,6.3, EAV-100402-G
2018, EAV-100403-G, Lead: Calcium arsenate,0,0,0, EAV-100403-G
2018, EAV-100404-G, Lead: Flue-gas dust,3,0.1,0.1, EAV-100404-G
2018, EAV-100405-G, Lead: Other particulates and dust,10,3.8,1.6, EAV-100405-G
2018, EAV-100406-G, Lead: Solid wastes from gas treatment,0,0,0, EAV-100406-G
2018, EAV-100407-G,Lead: Sludges and filter cakes from gas treatment,0,0,0, EAV-100407-G
2018, EAV-100409-G, Lead: Wastes from cooling-water treatment. cont. oil,0,0,0, EAV-100409-G
2018, EAV-100503-G, Zinc: Flue-gas dust,11,0.5,0.5, EAV-100503-G
2018, EAV-100505-G, Zinc: Solid waste from gas treatment,4,0.3,0.3, EAV-100505-G
2018, EAV-100506-G, Zinc: Sludges and filter cakes from gas treatment,0,0,0, EAV-100506-G
2018, EAV-100508-G, Zinc: Wastes from cooling-water treatment. cont. oil,0,0,0, EAV-100508-G
2018, EAV-100510-G, Zinc: Dross and skimmings that are flammable etc.,0,0,0, EAV-100510-G
2018, EAV-100603-G, Copper: Flue-gas dust,8,1.3,1.2, EAV-100603-G
2018, EAV-100606-G, Copper: Solid wastes from gas treatment,4,2.4,2.4, EAV-100606-G
2018, EAV-100607-G, Copper: Sludges and filter cakes from gas treatment.,0,0,0, EAV-100607-G
2018, EAV-100609-G, Copper: Wastes from cooling-water treatment. cont.oil,0,0,0, EAV-100609-G
2018, EAV-100707-G, Silver etc: Wastes fr. cool.-water treatm.cont.oil,0,0,0, EAV-100707-G
2018, EAV-100808-G," Non-ferrous: Salt slag from primary, secondary. prod.",4,0.7,0.6, EAV-100808-G
2018, EAV-100810-G," Non-ferrous: Dross, skimmings that are flammable",6,1,1, EAV-100810-G
2018, EAV-100812-G,Non-ferrous: Tar-cont. wastes from anode manuf.,0,0,0, EAV-100812-G
2018, EAV-100815-G, Non-ferrous: Flue-gas dust cont. hazardous subst.,42,6.4,6.3, EAV-100815-G
2018, EAV-100817-G," Non-ferrous: Sludges, filter cakes fr.flue-gas tr.",3,0.3,0.3, EAV-100817-G
2018, EAV-100819-G, Non-ferrous: Wastes from cooling-water tr.cont.oil,0,0,0, EAV-100819-G
2018, EAV-100905-G," Ferrous: Casting cores,moulds, not undergone pouring.",0,0,0, EAV-100905-G
2018, EAV-100907-G," Ferrous: Casting cores, molds, underwent pouring",14,4.2,3.5, EAV-100907-G
2018, EAV-100909-G, Ferrous: Flue-gas dust cont. hazardous substances,57,13.7,13.4, EAV-100909-G
2018, EAV-100911-G, Ferrous: Other particulates cont. hazardous subst.,4,0.6,0.5, EAV-100911-G
2018, EAV-100913-G, Ferrous: Waste binders cont. hazardous substances,0,0,0, EAV-100913-G
2018, EAV-100915-G, Ferrous: Waste crack-indicating agent,0,0,0, EAV-100915-G
2018, EAV-101005-G," Non-ferrous: Casting cores,moulds,not underg.pour.",0,0,0, EAV-101005-G
2018, EAV-101007-G," Non-ferrous: Casting cores, molds, underwent pour.",6,4.8,4.8, EAV-101007-G
2018, EAV-101009-G, Non-ferrous: Flue-gas dust cont. hazardous subst.,26,5.1,3, EAV-101009-G
2018, EAV-101011-G, Non-ferrous: Other particulates cont. haza. subst.,0,0,0, EAV-101011-G
2018, EAV-101013-G,Non-ferrous: Waste binders cont. hazardous subst.,0,0,0, EAV-101013-G
2018, EAV-101015-G, Non-ferrous: Waste crack-indicating agent,0,0,0, EAV-101015-G
2018, EAV-101109-G, Waste preparation mixture before thermal process.,9,0.9,0.6, EAV-101109-G
2018, EAV-101111-G, Waste glass in small particles cont. heavy metals,13,7.7,7.3, EAV-101111-G
2018, EAV-101113-G," Glass-polishing, -grinding sludge",20,1.5,1.5, EAV-101113-G
2018, EAV-101115-G, Manuf. of glass: Solid wastes from flue-gas treat.,46,3.5,3.3, EAV-101115-G
2018, EAV-101117-G," Manuf. of glass: Sludges, filter cakes fr. flue-gas",0,0,0, EAV-101117-G
2018, EAV-101119-G, Manuf. of glass: Sol.wastes fr.on-site effl.treat.,13,1.6,1.4, EAV-101119-G
2018, EAV-101209-G, Ceramic goods: Solid wastes from gas treatment,21,5.8,3.9, EAV-101209-G
2018, EAV-101211-G, Ceramic goods: Wastes from glazing cont.heavy metal.,7,0.2,0.2, EAV-101211-G
2018, EAV-101309-G, Wastes from asbestos-cement manuf. cont. asbestos,0,0,0, EAV-101309-G
2018, EAV-101312-G, Cement etc: Solid wastes from gas treatment,8,2,2, EAV-101312-G
2018, EAV-101401-G, Crematoria: Waste from gas cleaning cont. mercury,61,0.8,0.6, EAV-101401-G
2018, EAV-11, Wastes from chemical surface treatment etc.,2118,630.1,591.6, EAV-11
2018,EAV-110105-G, Surface treatment: Pickling acids,521,81.4,75.6, EAV-110105-G
2018, EAV-110106-G, Surface treatment: Acids nos.,145,10.9,9.8, EAV-110106-G
2018, EAV-110107-G, Surface treatment: Pickling bases,484,93.3,88.8, EAV-110107-G
2018, EAV-110108-G, Surface treatment: Phosphating sludges,216,11.3,10.1, EAV-110108-G
2018, EAV-110109-G," Surface treatment: Sludges, filter cakes",921,110.3,95.3, EAV-110109-G
2018, EAV-110111-G, Surface treatment: Aqueous rinsing liquids,750,99.6,91.4, EAV-110111-G
2018, EAV-110113-G, Surface treatment: Degreasing wastes,204,17.5,16.1, EAV-110113-G
2018, EAV-110115-G," Surface treatment: Eluate,sludges fr.membrane sys.",3,0.7,0.7, EAV-110115-G
2018, EAV-110116-G," Surface treatment: Saturated,spent ion exch.resins",0,0,0, EAV-110116-G
2018, EAV-110198-G, Surface treatment: Other wastes cont. haza. subst.,231,17.3,16.1, EAV-110198-G
2018, EAV-110202-G, Sludges from zinchydrometallurgy,6,171,171, EAV-110202-G
2018, EAV-110205-G, Wastes from copper hydrometallurgical processes,0,0,0, EAV-110205-G
2018, EAV-110207-G, Non-ferrous hydromet. processes: Other wastes,0,0,0, EAV-110207-G
2018, EAV-110301-G," Sludges,solids fr.temp.proc.: Wastes cont. cyanide",30,0.6,0.5, EAV-110301-G
2018, EAV-110302-G,"Sludges, solids from tempering proc.: Other wastes",50,1.3,1.1, EAV-110302-G
2018, EAV-110503-G, Hot galvan. proc.: Solid wastes from gas treatment,30,0.5,0.5, EAV-110503-G
2018, EAV-110504-G, Hot galvanizing processes: Spent flux,4,0.2,0.2, EAV-110504-G
2018, EAV-12, Wastes from surface treatment of metals a.plastics,3950,1065.4,824.5, EAV-12
2018, EAV-120106-G, Mineral-based machining oils containing halogens,13,0.3,0.3, EAV-120106-G
2018, EAV-120107-G, Mineral-based machining oils free of halogens,99,76,22.1, EAV-120107-G
2018, EAV-120108-G," Machining emulsions, solutions containing halogens",27,1.7,1.4, EAV-120108-G
2018, EAV-120109-G," Machining emulsions, solutions free of halogens",3096,772.8,626.3, EAV-120109-G
2018, EAV-120110-G, Synthetic machining oils,19,0.5,0.5, EAV-120110-G
2018, EAV-120112-G, Spent waxes and fats,213,8.6,6.6, EAV-120112-G
2018, EAV-120114-G, Machining sludges containing hazardous substances,282,23.4,22.3, EAV-120114-G
2018, EAV-120116-G, Waste blasting material cont. hazardous substances,432,29.8,24.8, EAV-120116-G
2018, EAV-120118-G," Metal sludge (grinding,honing,lapping sl.)cont.oil",454,93.8,68.2, EAV-120118-G
2018, EAV-120119-G, Readily biodegradable machining oil,0,0,0, EAV-120119-G
2018, EAV-120120-G,Spent grinding bodies and grinding materials,93,8.5,7.1, EAV-120120-G
2018, EAV-120301-G, Aqueous washing liquids,367,49.1,44, EAV-120301-G
2018, EAV-120302-G, Steam degreasing wastes,15,0.8,0.8, EAV-120302-G
2018, EAV-13," Oil wastes, wastes of liquid fuels (ex.edible oils)",3727,1393,1156.6, EAV-13
2018, EAV-130101-G," Hydraulic oils, containing PCBs",6,0.1,0, EAV-130101-G
2018, EAV-130104-G, Hydraulic oils: Chlorinated emulsions,0,0,0, EAV-130104-G
2018, EAV-130105-G, Hydraulic oils: Non-chlorinated emulsions,77,9.8,8, EAV-130105-G
2018, EAV-130109-G, Mineral-based chlorinated hydraulic oils,0,0,0, EAV-130109-G
2018, EAV-130110-G, Mineral based non-chlorinated hydraulic oils,73,2.2,2.1, EAV-130110-G
2018, EAV-130111-G, Synthetic hydraulic oils,9,0.1,0.1, EAV-130111-G
2018, EAV-130112-G, Readily biodegradable hydraulic oils,4,0,0, EAV-130112-G
2018, EAV-130113-G, Other hydraulic oils,6,0.1,0.1, EAV-130113-G
2018, EAV-130204-G," Mineral-based chlorinated engine, gear, lubr. oils",59,1.6,1.2, EAV-130204-G
2018, EAV-130205-G," Mineral-based non-chlor. engine, gear, lubricant. oils",1451,531.7,396.8, EAV-130205-G
2018, EAV-130206-G," Synthetic engine, gear and lubricating oils",10,0.5,0.5, EAV-130206-G
2018, EAV-130207-G," Readily biodegradable engine,gear,lubricating oils",0,0,0, EAV-130207-G
2018,EAV-130208-G," Other engine, gear and lubricating oils",119,33.2,17.3, EAV-130208-G
2018, EAV-130301-G, Insulating or heat transmission oils cont. PCB's,38,0.7,0.4, EAV-130301-G
2018, EAV-130306-G," Mineral-b.chlor.insul.,heat transm.oils(ex.130301)",3,0,0, EAV-130306-G
2018, EAV-130307-G," Mineral-based non-chlor. insul., heat transm. oils",174,10.4,9.6, EAV-130307-G
2018, EAV-130308-G, Synthetic insulating and heat transmission oils,28,1.1,1, EAV-130308-G
2018, EAV-130309-G," Readily biodegradable insulating, heat transm. oils",3,0,0, EAV-130309-G
2018, EAV-130310-G, Other insulating and heat transmission oils,24,0.4,0.3, EAV-130310-G
2018, EAV-130401-G, Bilge oils from inland navigation,10,3.7,3.6, EAV-130401-G
2018, EAV-130402-G, Bilge oils from jetty sewers,0,0,0, EAV-130402-G
2018, EAV-130403-G, Bilge oils from other navigation,18,116.7,116.1, EAV-130403-G
2018, EAV-130501-G, Solids from grit chambers and oil/water separators,178,59.5,44.6, EAV-130501-G
2018, EAV-130502-G, Sludges from oil/water separators,751,162.1,150.8, EAV-130502-G
2018, EAV-130503-G, Interceptor sludges,401,103.6,96.2, EAV-130503-G
2018, EAV-130506-G, Oil from oil/water separators,21,3.8,2.3, EAV-130506-G
2018, EAV-130507-G, Oily water from oil/water separators,202,42.7,34.3, EAV-130507-G
2018, EAV-130508-G,"Mixtures of wastes fr.grit chambers,oil/water sep.",905,191.3,181, EAV-130508-G
2018, EAV-130701-G, Fuel oil and diesel,138,14.9,12.6, EAV-130701-G
2018, EAV-130702-G, petrol,39,1.7,1.6, EAV-130702-G
2018, EAV-130703-G, Other fuels (including mixtures),170,28.7,17.4, EAV-130703-G
2018, EAV-130801-G, Oil wastes: Desalter sludges or emulsions,0,0,0, EAV-130801-G
2018, EAV-130802-G, Oil wastes: Other emulsions,161,39,29.8, EAV-130802-G
2018, EAV-130899-G, Oil wastes: Wastes nos.,176,33.4,28.7, EAV-130899-G
2018, EAV-14," Waste organic solvents, refrigerants, propellants",728,100.6,66.3, EAV-14
2018, EAV-140601-G," Chlorofluorocarbons, HCFC, HFC",57,1.7,1.4, EAV-140601-G
2018, EAV-140602-G, Other halogenated solvents and solvent mixtures,116,10.3,2.2, EAV-140602-G
2018, EAV-140603-G, Other solvents and solvent mixtures,619,83.4,58.5, EAV-140603-G
2018, EAV-140604-G, Sludges or solid wastes cont. halogenated solvents,15,0.1,0.1, EAV-140604-G
2018, EAV-140605-G, Sludges or solid wastes containing other solvents,51,5.1,4.2, EAV-140605-G
2018, EAV-15," Waste packaging, absorbents, wiping cloths etc.",2537,271.6,202.7, EAV-15
2018, EAV-150110-G, Packaging cont.residues of or contam.by haza.subs.,1100,63.8,50.7, EAV-150110-G
2018, EAV-150111-G, Metallic packaging cont. haza. solid porous matrix,29,1.4,1.4, EAV-150111-G
2018,EAV-150202-G," Absorbents, filter materials, wiping cloths etc.",2081,206.3,150.6, EAV-150202-G
2018, EAV-16, Wastes not otherwise specified in the list,2928,1001.3,785.2, EAV-16
2018, EAV-160104-G, End-of-life vehicles,43,43,43, EAV-160104-G
2018, EAV-160107-G, End-of-life vehicles: Oil filters,83,11,9.6, EAV-160107-G
2018, EAV-160108-G, End-of-life vehicles: Components cont. mercury,0,0,0, EAV-160108-G
2018, EAV-160109-G, End-of-life vehicles: Components containing PCBs,0,0,0, EAV-160109-G
2018, EAV-160110-G, End-of-life vehicles: Explosive components,62,4.4,3.2, EAV-160110-G
2018, EAV-160111-G, End-of-life vehicles: Brake pads cont. asbestos,0,0,0, EAV-160111-G
2018, EAV-160113-G, End-of-life vehicles: Brake fluids,142,15.1,11, EAV-160113-G
2018, EAV-160114-G, End-of-life vehicles: Antifreeze fluids,232,29.3,21.7, EAV-160114-G
2018, EAV-160121-G," Hazardous components (ex.160107-11,160113-14)",74,4.9,4.5, EAV-160121-G
2018, EAV-160209-G, Transformers and capacitors containing PCBs,183,1.3,0.9, EAV-160209-G
2018, EAV-160210-G, Discarded equip.cont. or contam.by PCBs(ex.160209),4,0,0, EAV-160210-G
2018, EAV-160211-G," Discarded equip.cont. chlorofluorocarbons,HCFC,HFC",166,11.2,6.5, EAV-160211-G
2018, EAV-160212-G,Discarded equipment containing free asbestos,87,7.6,6.9, EAV-160212-G
2018, EAV-160213-G, Discarded equip.cont.hazardous comp.(ex.160209-12),506,57.8,46.5, EAV-160213-G
2018, EAV-160215-G, Hazardous comp. removed from discarded equipment,110,31,19.4, EAV-160215-G
2018, EAV-160303-G, Off-spec. batches: Inorganic wastes,103,5.7,5.5, EAV-160303-G
2018, EAV-160305-G, Off-spec. batches: organic wastes,173,14.5,13.9, EAV-160305-G
2018, EAV-160401-G, Waste ammunition,8,0,0, EAV-160401-G
2018, EAV-160402-G, Fireworks wastes,10,0.2,0.1, EAV-160402-G
2018, EAV-160403-G, Other waste explosives,31,0.5,0.3, EAV-160403-G
2018, EAV-160504-G, Gases in pressure containers (including halons),395,8.1,6.1, EAV-160504-G
2018, EAV-160506-G, Laboratory chemicals consisting of hazardous subs.,246,4.9,3.5, EAV-160506-G
2018, EAV-160507-G, Discarded inorganic chemicals cons. To install haza. subs.,401,6.6,5.4, EAV-160507-G
2018, EAV-160508-G, Discarded organic chemicals cons. To install haza. subs.,415,7.4,6, EAV-160508-G
2018, EAV-160601-G, lead batteries,473,334.6,256.6, EAV-160601-G
2018, EAV-160602-G, Ni-Cd batteries,90,1.3,1.1, EAV-160602-G
2018, EAV-160603-G, Mercury-containing batteries,12,0.1,0.1, EAV-160603-G
2018, EAV-160606-G," Separately coll. electrolyte from batteries,accum.",34,3.5,2.4, EAV-160606-G
2018, EAV-160708-G,"Tanks,barrels: Wastes containing oil",664,126.8,116.2, EAV-160708-G
2018, EAV-160709-G," Tanks, barrels: Wastes cont. other hazardous substances.",176,22.9,21.5, EAV-160709-G
2018, EAV-160802-G, Spent catalysts cont. hazardous transition metals,96,10,9.9, EAV-160802-G
2018, EAV-160805-G, Spent catalysts containing phosphoric acid,3,0.2,0.2, EAV-160805-G
2018, EAV-160806-G, Spent liquids used as catalysts,4,0.1,0.1, EAV-160806-G
2018, EAV-160807-G, Spent catalysts contaminated with haza. substances,122,7.3,6.3, EAV-160807-G
2018, EAV-160901-G," Permanganates, for example potassium permanganate",3,0.1,0.1, EAV-160901-G
2018, EAV-160902-G," Chromates (potassium chr., potassium, sodium dichr.)",5,0,0, EAV-160902-G
2018, EAV-160903-G," Peroxides, for example hydrogen peroxide",19,0.1,0.1, EAV-160903-G
2018, EAV-160904-G," Oxidising substances, nos.",4,0,0, EAV-160904-G
2018, EAV-161001-G, Aqueous liquid wastes cont. hazardous substances,426,146.7,78.2, EAV-161001-G
2018, EAV-161003-G, Aqueous concentrates cont. hazardous substances,62,7.2,6.7, EAV-161003-G
2018, EAV-161101-G," Carbon-based linings,refractories fr.metall. proc.",17,11.8,10.2, EAV-161101-G
2018, EAV-161103-G," Other linings,refractories from metall. processes",69,44.7,44.1, EAV-161103-G
2018, EAV-161105-G,"Linings, refractories from non-metal. processes",117,19,17.1, EAV-161105-G
2018, EAV-17, Construction and demolition wastes,13163,9801.5,8798.4, EAV-17
2018, EAV-170106-G," Mixtures of, or separate fractions of concrete etc.",1725,889,860.1, EAV-170106-G
2018, EAV-170204-G," Glass, plastic, wood cont. hazardous substances",4537,1056.5,862.6, EAV-170204-G
2018, EAV-170301-G, Bituminous mixtures containing coal tar,3358,3719.7,3293.9, EAV-170301-G
2018, EAV-170303-G, Coal tar and tarred products,1364,219.9,153.1, EAV-170303-G
2018, EAV-170409-G, Metal waste contaminated with hazardous substances,198,11.1,10.8, EAV-170409-G
2018, EAV-170410-G," Cables cont. oil, coal tar and other waste. subs.",269,11.5,8.8, EAV-170410-G
2018, EAV-170503-G, Soil and stones containing hazardous substances,2178,2694.6,2564.7, EAV-170503-G
2018, EAV-170505-G, Dredging spoil containing hazardous substances,38,24.6,24.6, EAV-170505-G
2018, EAV-170507-G, Track ballast containing hazardous substances,85,197.4,191.7, EAV-170507-G
2018, EAV-170601-G, insulation materials containing asbestos,293,11.2,9.6, EAV-170601-G
2018, EAV-170603-G, Other insulation materials,2766,254.7,203.9, EAV-170603-G
2018, EAV-170605-G, Construction materials containing asbestos,3829,665.3,574.6, EAV-170605-G
2018, EAV-170801-G,Gypsum-based construction materials contaminated,11,0.2,0.2, EAV-170801-G
2018, EAV-170901-G, Construction and demolition wastes cont. mercury,3,2.6,2.6, EAV-170901-G
2018, EAV-170902-G, Construction and demolition wastes containing PCB,187,6,5.8, EAV-170902-G
2018, EAV-170903-G, Other construction and demolition wastes,359,37.2,31.4, EAV-170903-G
2018, EAV-18, Wastes from human or animal health care,258,27.9,22.2, EAV-18
2018, EAV-180103-G, Wastes (special requirements to prevent infection),191,22,17.6, EAV-180103-G
2018, EAV-180106-G, Chemicals consisting of or cont. hazardous subst.,34,0.5,0.5, EAV-180106-G
2018, EAV-180108-G, Cytotoxic and cytostatic medicines,73,4,3.1, EAV-180108-G
2018, EAV-180110-G, Amalgam waste from dental care,39,0.1,0.1, EAV-180110-G
2018, EAV-180202-G, Wastes (special requirements to prevent infection),53,1.3,0.9, EAV-180202-G
2018, EAV-180205-G, Chemicals consisting of or cont. hazardous subst.,0,0,0, EAV-180205-G
2018, EAV-180207-G, Cytotoxic and cytostatic medicines,0,0,0, EAV-180207-G
2018, EAV-19, Wastes from waste management facilities etc.,1644,6451.5,2824.5, EAV-19
2018, EAV-190105-G," Incineration,pyrolysis: Filter cake fr.gas treat.",29,52.8,42, EAV-190105-G
2018, EAV-190106-G," Incineration, pyrolysis: Aqueous liquid wastes",35,66.3,20.2, EAV-190106-G
2018, EAV-190107-G," Incineration,pyrolysis: Solid wastes fr.gas treat.",123,695.6,306.2, EAV-190107-G
2018, EAV-190110-G,"Incineration, pyrolysis: Spent activated carbon",22,7.1,2.3, EAV-190110-G
2018, EAV-190111-G," Incineration, pyrolysis: Bottom ash and slag",97,613.5,306.6, EAV-190111-G
