year,data_belong_to,eav_code,types_of_waste,etroi_establishments_number,generated_waste_quantity
2018,Germany as a whole,EAV-070211-G, Plastic:Slammers(own waste water treatment),10,0.7
2018,Germany as a whole,EAV-070212-U, sludge from on-site Waste water tank (oh.070211),32,15.9
2018,Germany as a whole,EAV-070213-U, plastic bags,1531,386.2
2018,Germany as a whole,EAV-070214-G, Plastics: Waste from additives with dangerous St.,64,3.2
2018,Germany as a whole,EAV-070215-U, Cases of additives (without 070214),33,1.8
2018,Germany as a whole,EAV-070216-G, Plastic: Dangerous. Cases containing silicone,6,1.1
2018,Germany as a whole,EAV-070217-U, Silicon-containing waste (without 070216),17,2.1
2018,Germany as a whole,EAV-070299-U, Plastic fiber synthetic rubber: fall off,170,61.5
2018,Germany as a whole,EAV-070301-G, Organic dyes: Aqueous wash bottles mother liquors,31,3.9
2018,Germany as a whole,EAV-070303-G, Organic dyes: halogen org. Solvents detergents,31,1.0
2018,Germany as a whole,EAV-070304-G, Org.Dyes:SolventWashfleddaen,341,23.4
2018,Germany as a whole,EAV-070307-G, Organic dyes: halogen. Reaction distill.reset.,7,2.7
2018,Germany as a whole,EAV-070308-G, Organic dyes: reaction and distillation residues,19,6.2
2018,Germany as a whole,EAV-070309-G, Organic dyes: Halog. Filter cake absorbent mat.,6,0.3
2018,Germany as a whole,EAV-070310-G, Organic dyes: other filter cakes absorption mat.,6,0.3
2018,Germany as a whole,EAV-070311-G, Organic dyes: sludge (own waste water treatment),,
2018,Germany as a whole,EAV-070312-U, Sludge from company-owned Waste water tank (oh.070311),4,0.5
2018,Germany as a whole,EAV-070399-U, Organic Dyes Pigments:,5,0.2
2018,Germany as a whole,EAV-070401-G, Pesticides: Aqueous wash mother liquor.,16,17.2
2018,Germany as a whole,EAV-070403-G, Plant protection agent.: halogen organic solvents washing fl.,8,45.2
2018,Germany as a whole,EAV-070404-G, Plant protection materials: Organ. Solvents detergents,13,19.1
2018,Germany as a whole,EAV-070407-G, Plant protection agents: halogen.reactiondistill.reset,8,12.0
2018,Germany as a whole,EAV-070408-G, Pesticides: reaction distillation residue,8,3.4
2018,Germany as a whole,EAV-070409-G,Plant protection products: halogen filter cake absorbent mat,3,0.2
2018,Germany as a whole,EAV-070410-G, Plant protection materials: filter cake absorbent mat.,5,0.5
2018,Germany as a whole,EAV-070411-G, Plant protection: sludge (company wastewater tank),5,0.4
2018,Germany as a whole,EAV-070412-U, Sludge from company-owned Waste water tank (oh.070411),,
2018,Germany as a whole,EAV-070413-G, Plant protection products: Solid waste with hazardous substances,8,2.0
2018,Germany as a whole,EAV-070499-U, Plant protection products such as:,3,0.2
2018,Germany as a whole,EAV-070501-G, Pharmaceuticals: Aqueous detergents mother liquors,37,31.7
2018,Germany as a whole,EAV-070503-G, Pharmaceuticals: halogen organic solvents washing fl.,42,29.1
2018,Germany as a whole,EAV-070504-G, Pharmaceuticals: organ. detergent detergent.,80,61.3
2018,Germany as a whole,EAV-070507-G, Pharmaceuticals: halogen reaction distillation residue.,6,1.4
2018,Germany as a whole,EAV-070508-G, Pharmaceuticals: Reactions- Distillation-Remains,36,4.9
2018,Germany as a whole,EAV-070509-G, Pharmaceuticals: halogen filter cake absorbent mat.,5,0.3
2018,Germany as a whole,EAV-070510-G, Pharmaceuticals: filter cakes augmentation materials,13,1.4
2018,Germany as a whole,EAV-070511-G,Pharmaceuticals: sludge (in-house waste water treatment),6,0.9
2018,Germany as a whole,EAV-070512-U, sludge from on-site Sewage treatment (oh.070511),11,12.5
2018,Germany as a whole,EAV-070513-G, Pharmaceuticals: Festivities with danger. fabrics,38,1.5
2018,Germany as a whole,EAV-070514-U, Fixed Falls (without 070513),45,21.5
2018,Germany as a whole,EAV-070599-U, Pharmaceuticals: waste not otherwise specified,72,18.5
2018,Germany as a whole,EAV-070601-G, Fats soaps: Aqueous washing bottles mother liquors,165,26.4
2018,Germany as a whole,EAV-070603-G, Fats soaps: halogen organic solvents washing fl.,37,0.3
2018,Germany as a whole,EAV-070604-G, Fats soaps: organ. detergent detergent.,165,4.9
2018,Germany as a whole,EAV-070607-G, Fats soaps: Halogen.reaction distill.residue.,5,0.1
2018,Germany as a whole,EAV-070608-G, Fette Siefen: Reactions distillation residues,463,40.3
2018,Germany as a whole,EAV-070609-G, Fats soaps: halogen filter cake absorbent mat.,,
2018,Germany as a whole,EAV-070610-G, Fats sieves: filter cakes absorption materials,19,3.1
2018,Germany as a whole,EAV-070611-G, Fats Sifen: Sludges (own waste water treatment),,
2018,Germany as a whole,EAV-070612-U, sludge from on-site Waste water tank (oh.070611),22,15.6
2018,Germany as a whole,EAV-070699-U,Greases sifen lubricants etc.: Waste nec,145,34.0
2018,Germany as a whole,EAV-070701-G, Fine chemicals: Aqueous detergents mother liquors,234,94.6
2018,Germany as a whole,EAV-070703-G, Fine chemicals: halogen organic solvents washing fl.,141,12.9
2018,Germany as a whole,EAV-070704-G, Fine chemicals: organ. detergent detergent.,538,55.7
2018,Germany as a whole,EAV-070707-G, Fine chemicals: halogen reaction distillation residue.,24,17.4
2018,Germany as a whole,EAV-070708-G, Fine chemicals: reaction and distillation residues.,79,116.5
2018,Germany as a whole,EAV-070709-G, Fine chemicals: halogen filter cake absorbent mat.,16,0.5
2018,Germany as a whole,EAV-070710-G, Fine chemicals: Filter cakes suction materials,35,2.9
2018,Germany as a whole,EAV-070711-G, Fine chemicals: sludge (own waste water treatment),19,2.9
2018,Germany as a whole,EAV-070712-U, Sludge from company-owned Sewage treatment (oh.070711),9,3.0
2018,Germany as a whole,EAV-070799-U, Fine chemicals: waste nec,16,1.6
2018,Germany as a whole,EAV-08,Cases from HZVA v. Coatings adhesives etc.,,
2018,Germany as a whole,EAV-080111-G, Paint and lacquer falls with dangerous substances,4118,158.6
2018,Germany as a whole,EAV-080112-U, Waste paint and varnish (oh 080111),758,16.2
2018,Germany as a whole,EAV-080113-G,Paints and lacquers with dangerous substances,483,28.3
2018,Germany as a whole,EAV-080114-U, Color and varnish sludge (oh 080113),45,3.1
2018,Germany as a whole,EAV-080115-G, Paints varnishes: Aqueous sludge with danger. St.,163,14.1
2018,Germany as a whole,EAV-080116-U, Aqueous sludge (OH 080115),448,28.9
2018,Germany as a whole,EAV-080117-G, Falling from the color - or paint removal,264,19.1
2018,Germany as a whole,EAV-080118-U, Drops from colour. Paint removal (OH. 080117),102,3.6
2018,Germany as a whole,EAV-080119-G, Aqueous suspensions colors or lacquer included,59,10.9
2018,Germany as a whole,EAV-080120-U, Aqueous suspensions (OH 080119),131,9.2
2018,Germany as a whole,EAV-080121-G, Paint or varnish remover waste,14,0.3
2018,Germany as a whole,EAV-080199-U, Colors shades: colors,7,0.3
2018,Germany as a whole,EAV-080201-U, Cases of coating powder,145,4.7
2018,Germany as a whole,EAV-080202-U, Wet stones containing ceramic materials,20,6.9
2018,Germany as a whole,EAV-080203-U, Water suspensions ceramic. Materials included,10,2.0
2018,Germany as a whole,EAV-080299-U, Other Coatings: Waste Ang,4,0.7
2018,Germany as a whole,EAV-080307-U, Watery mud that contains printing colors,6,0.4
2018,Germany as a whole,EAV-080308-U,Wet and liquid ravines i.e. print colors included,71,7.1
2018,Germany as a whole,EAV-080312-G, Printing inks with hazardous substances,287,16.2
2018,Germany as a whole,EAV-080313-U, Ink Cases (without 080312),99,2.6
2018,Germany as a whole,EAV-080314-G, Printing inks with dangerous substances,93,13.4
2018,Germany as a whole,EAV-080315-U, Printing ink sludge (without 080314),9,0.3
2018,Germany as a whole,EAV-080316-G, Cases of use solutions,,
2018,Germany as a whole,EAV-080317-G, Toner bags that contain hazardous substances,53,0.0
2018,Germany as a whole,EAV-080318-U, Toner waste (without 080317),322,1.3
2018,Germany as a whole,EAV-080319-G, Dispersion oil,14,0.1
2018,Germany as a whole,EAV-080399-U, Print color:,3,0.0
2018,Germany as a whole,EAV-080409-G, Adhesive and sealant cases with ear. St.,1351,36.7
2018,Germany as a whole,EAV-080410-U, Adhesive and sealant waste (oh 080409),294,75.7
2018,Germany as a whole,EAV-080411-G, Klebstob and Dijksmalshalte Slumme,10,0.2
2018,Germany as a whole,EAV-080412-U, Adhesive and dense mass hold. Muds(oh.080411),8,0.9
2018,Germany as a whole,EAV-080413-G, Adhesive sealant: Aqueous sludge with hazardous level,15,0.5
2018,Germany as a whole,EAV-080414-U, Aqueous sludges (OH 080413),40,4.3
2018,Germany as a whole,EAV-080415-G,Adhesive sealant: water liquid removal with dangerous item,9,0.3
2018,Germany as a whole,EAV-080416-U, Watery liquid falls (without 080415),41,7.3
2018,Germany as a whole,EAV-080417-G, Adhesives thickeners: Harzols,,
2018,Germany as a whole,EAV-080499-U, Adhesives Thick Masses: Waste Ang,5,0.3
2018,Germany as a whole,EAV-080501-G, Isocyanate drops,109,0.6
2018,Germany as a whole,EAV-09,Drops from the photographic industry,,
2018,Germany as a whole,EAV-090101-G, Developer and activator solutions on water basis,245,0.5
2018,Germany as a whole,EAV-090102-G, offset printing plates-twisting solutions,238,17.9
2018,Germany as a whole,EAV-090103-G, Developer solutions on chemical basis,8,0.1
2018,Germany as a whole,EAV-090104-G, Fixing bath,188,0.5
2018,Germany as a whole,EAV-090105-G, Bleach solutions and bleach fixer baths,3,0.2
2018,Germany as a whole,EAV-090106-G, Silver-bearing deposits from Beh. photographer. waste,,
2018,Germany as a whole,EAV-090107-U, Film and photographic papers with silver,109,1.1
2018,Germany as a whole,EAV-090108-U, Film and photographic papers without silver,76,1.2
2018,Germany as a whole,EAV-090110-U, Single camera without battery,,
2018,Germany as a whole,EAV-090111-G, Single-camera cameras with batteries (160601-160603),,
2018,Germany as a whole,EAV-090112-U, Single-camera cameras with batteries (one 090111),,
2018,Germany as a whole,EAV-090113-G, Falls from silver recovery (without 090106),,
2018,Germany as a whole,EAV-090199-U, Photographic Industry: Photographs,7,0.4
2018,Germany as a whole,EAV-10,Drops from thermal processes,,
2018,Germany as a whole,EAV-100101-U, rust and Boiler ash slag boiler st.(oh.100104),378,5384.9
2018,Germany as a whole,EAV-100102-U, Coal fired filter rods,53,1520.2
2018,Germany as a whole,EAV-100103-U, Filter rods from torching and firing,38,21.3
2018,Germany as a whole,EAV-100104-G, Filter rods and boiler rods from oil firing,15,2.8
2018,Germany as a whole,EAV-100105-U, Reactions on Calcium Base in Firmer Form,43,532.9
2018,Germany as a whole,EAV-100107-U, Reactions based on Calcium (Scales),13,30.7
2018,Germany as a whole,EAV-100109-G, Sulfur Acid,,
2018,Germany as a whole,EAV-100113-G, Filter dust from emulsified carbon dioxide,,
2018,Germany as a whole,EAV-100114-G, Grate and boiler ash slag boiler dust,20,8.3
2018,Germany as a whole,EAV-100115-U, rust and Boiler ash slag boiler (oh.100114),38,1139.9
2018,Germany as a whole,EAV-100116-G, Filters made of waste material,17,21.1
2018,Germany as a whole,EAV-100117-U,Filter rods from waste co-combustion (oh.100116),20,3552.6
2018,Germany as a whole,EAV-100118-G, Absences from the exhaust gas treatment with danger. St.,44,47.8
2018,Germany as a whole,EAV-100119-U, Waste a. Exhaust gas treatment (oh.100105100107100118),21,10.3
2018,Germany as a whole,EAV-100120-G, Power plants etc.: sludge (own waste water treatment),4,2.1
2018,Germany as a whole,EAV-100121-U, mud a. operational.wastewater treatment(oh.100120),5,0.8
2018,Germany as a whole,EAV-100122-G, Power plants among others: Aqueous sludge a. To install boiler cleaning.,3,1.1
2018,Germany as a whole,EAV-100123-U, Water Filters from Boiler cleaning (oh.100122),5,0.2
2018,Germany as a whole,EAV-100124-U, Power plants among others: sand from spiral layer firing,,
2018,Germany as a whole,EAV-100125-U, Errors from storage and preparation of Brenst.,6,9.4
2018,Germany as a whole,EAV-100126-U, Drops from cooling water treatment,7,3.4
2018,Germany as a whole,EAV-100199-U, Power plants including Burnnsansanlagen:Affalle ang,,
2018,Germany as a whole,EAV-100201-U, Iron- Steel.: Cases from slag processing,15,851.9
2018,Germany as a whole,EAV-100202-U, Iron steel ind.: unprocessed slag,53,1443.0
2018,Germany as a whole,EAV-100207-G, Iron steel ind.: Solid waste from gas treatment.,59,263.1
2018,Germany as a whole,EAV-100208-U, Cases of exhaust gas treatment (oh 100207),26,413.8
2018,Germany as a whole,EAV-100210-U, Iron-steel cylinder: mill scale,81,417.8
2018,Germany as a whole,EAV-100211-G, Iron-steel cylinder: oil content. Abf. from cooling water flow.,13,4.8
2018,Germany as a whole,EAV-100212-U, Drops from the cooling water treatment (one 100211),3,0.1
2018,Germany as a whole,EAV-100213-G, Iron-steel cylinder: sludges filters. To install from exhaust tank.,10,155.6
2018,Germany as a whole,EAV-100214-U, Sludge and filter cake from exhaust gas tank. (oh.100213),4,134.8
2018,Germany as a whole,EAV-100215-U, Iron- Stahlind.: Other ladles and filter cakes,18,251.3
2018,Germany as a whole,EAV-100299-U, Iron and steel industry: Fallen etc,11,2.7
2018,Germany as a whole,EAV-100302-U, Aluminum metallurgy: anode scrap,5,1.1
2018,Germany as a whole,EAV-100304-G, Aluminum Metallurgy: Slag from first smelt,,
2018,Germany as a whole,EAV-100305-U, Aluminum Metallurgy: Aluminum oxide waste,11,1.7
2018,Germany as a whole,EAV-100308-G, Aluminum Metallurgy:Salt slags a.Second melt.,5,192.8
2018,Germany as a whole,EAV-100309-G, Aluminum Metallurgy:Black scabs a.Zweitsch.,,
2018,Germany as a whole,EAV-100315-G, Aluminum Metallurgy: Scum (flammable),31,26.7
2018,Germany as a whole,EAV-100316-U, Scum (OH 100315),61,111.4
2018,Germany as a whole,EAV-100317-G, Aluminum Metallurgy: Tar. Abf. from anode manufacturer.,3,0.5
2018,Germany as a whole,EAV-100318-U, Waste from anode production (oh 100317),,
2018,Germany as a whole,EAV-100319-G, Aluminum metallurgy: filter dust with hazardous St.,14,1.0
2018,Germany as a whole,EAV-100320-U, Filter dust (without 100319),,
2018,Germany as a whole,EAV-100321-G, Aluminum Metallurgy: Other particles and dust,10,0.4
2018,Germany as a whole,EAV-100322-U, Other particles and dust (without 100321),4,0.1
2018,Germany as a whole,EAV-100323-G, Aluminum Metallurgy: Solid waste a. To install exhaust treatment,15,12.0
2018,Germany as a whole,EAV-100324-U, Fixed discharge from exhaust gas treatment (oh. 100323),,
2018,Germany as a whole,EAV-100325-G, Aluminum metallurgy: sludge filter k.a.,3,4.7
2018,Germany as a whole,EAV-100326-U, Slurries and filter cakes from exhaust gas treatment (oh.100325),4,0.1
2018,Germany as a whole,EAV-100327-G, Aluminum-Metallurgy: Ölh.Abf. from cooling water flow.,,
2018,Germany as a whole,EAV-100328-U, Failures from the cooling water treatment (oh 100327),,
2018,Germany as a whole,EAV-100329-G,Aluminum Metallurgy: Abf.a. tank v.salt slag,,
2018,Germany as a whole,EAV-100330-U, Cases of treatment of salt slag (oh.100329),,
2018,Germany as a whole,EAV-100399-U, Aluminum Metallurgy: Fall off angle,,
2018,Germany as a whole,EAV-100401-G, Lead metallurgy: slags (primary secondary slag),6,97.0
2018,Germany as a whole,EAV-100402-G, Lead Metal.: ScabiesScum (FirstSecond.),52,5.7
2018,Germany as a whole,EAV-100403-G, Lead Metallurgy:Calcium Arsenates,,
2018,Germany as a whole,EAV-100404-G, Blackmetallurgy: filter dust,3,4.1
2018,Germany as a whole,EAV-100405-G, Black metallurgy: Other particles and dust,10,3.7
2018,Germany as a whole,EAV-100406-G, White metallurgy: Festa fall from exhaust gas treatment,,
2018,Germany as a whole,EAV-100407-G, Blackmetallurgy: Muds Filterk. To install from flue gas tank,,
2018,Germany as a whole,EAV-100409-G, Black Metallurgy: Oil. Drains from cooling water.,,
2018,Germany as a whole,EAV-100410-U, Drops from the cooling water treatment (oh 100409),,
2018,Germany as a whole,EAV-100499-U, Blackmetallurgy: Fall off angle,,
2018,Germany as a whole,EAV-100501-U, Zincmetallurgy: slag (primary secondary smelting),6,2.0
2018,Germany as a whole,EAV-100503-G,Zinc Metallurgy: Filter Dust,7,0.2
2018,Germany as a whole,EAV-100504-U, Zincmetallurgy: Other particles and dust,14,1.7
2018,Germany as a whole,EAV-100505-G, zinc metallurgy,,
2018,Germany as a whole,EAV-100506-G, Zincmetallurgy: muds filters. To install from exhaust tank.,,
2018,Germany as a whole,EAV-100508-G, Zincmetallurgy: Oil. Drains from cooling water.,,
2018,Germany as a whole,EAV-100509-U, Drops from the cooling water treatment (oh 100508),,
2018,Germany as a whole,EAV-100510-G, Zincmetallurgy: Scabies Scum (Flammable),,
2018,Germany as a whole,EAV-100511-U, Scabies scum (OH 100510),9,2.3
2018,Germany as a whole,EAV-100599-U, Zincmetallurgy: Waste nec,3,0.1
2018,Germany as a whole,EAV-100601-U, Copper metallurgy: slags (primary secondary smelting),5,69.6
2018,Germany as a whole,EAV-100602-U, Coppermetal.: Scabbers Scum (first second sm.),8,7.9
2018,Germany as a whole,EAV-100603-G, Copper metallurgy: filter dust,6,1.3
2018,Germany as a whole,EAV-100604-U, Coppermetallurgy: Other particles and dust,5,2.1
2018,Germany as a whole,EAV-100606-G, Copper metallurgy: Solid waste a.Offgas treatment,,
2018,Germany as a whole,EAV-100607-G, Copper metallurgy: sludges filters. a.Exhaust gas tank,,
2018,Germany as a whole,EAV-100609-G, Copper Metallurgy: Oil H.Abf. from cooling water flow.,,
2018,Germany as a whole,EAV-100610-U, Drops from the cooling water treatment (one 100609),,
2018,Germany as a whole,EAV-100699-U, Coppermetallurgy: Drop angle,,
2018,Germany as a whole,EAV-100701-U, Silbermet.ua: Slags (first second melting),,
2018,Germany as a whole,EAV-100702-U, Silbermet.ua: scabies scum (first second smear),3,0.0
2018,Germany as a whole,EAV-100703-U, Silbermet.ua: Fest away from exhaust gas treatment,,
2018,Germany as a whole,EAV-100704-U, Silbermet.ua: Other particles and dust,6,0.1
2018,Germany as a whole,EAV-100705-U, Silbermet.ua: sludge filter cake a.Abgasbeh.,,
2018,Germany as a whole,EAV-100707-G, Silbermet.ua: Oil-containing waste a.Cooling water tank.,,
2018,Germany as a whole,EAV-100708-U, Drops from the cooling water treatment (one 100707),,
2018,Germany as a whole,EAV-100799-U, Silver gold platinum metallurgy: waste nec,,
2018,Germany as a whole,EAV-100804-U, Non-ferrous metallurgy: particles and dust,11,0.9
2018,Germany as a whole,EAV-100808-G, Non-ferrous metal: salt slags (first sweet melt),,
2018,Germany as a whole,EAV-100809-U,Non-ferrous metallurgy: Other slag,11,59.5
2018,Germany as a whole,EAV-100810-G, Non-ferrous metallurgy: dross scum (flammable),6,0.3
2018,Germany as a whole,EAV-100811-U, Scabies scum (without 100810),56,4.4
2018,Germany as a whole,EAV-100812-G, non-ferrous metal: tar Falls from anode manufacturer.,,
2018,Germany as a whole,EAV-100813-U, Carbon containing deposits (without 100812),,
2018,Germany as a whole,EAV-100814-U, Non-ferrous metallurgy: anode scrap,,
2018,Germany as a whole,EAV-100815-G, Non-ferrous metallurgy: filter dust with hazardous level,31,4.2
2018,Germany as a whole,EAV-100816-U, Filter dust (without 100815),6,0.1
2018,Germany as a whole,EAV-100817-G, Non-ferrous metallurgy: sludges filters k.a.,,
2018,Germany as a whole,EAV-100818-U, Sludge and filter cake from exhaust gas treatment (oh.100817),,
2018,Germany as a whole,EAV-100819-G, Non-ferrous metallurgy: Oil H.Abf. from cooling water flow.,,
2018,Germany as a whole,EAV-100820-U, Drops from the cooling water treatment (one 100819),,
2018,Germany as a whole,EAV-100899-U, Nonferrous Metallurgy: Fall off angle,3,0.0
2018,Germany as a whole,EAV-100903-U, Ironsteel: furnace slag,103,259.6
2018,Germany as a whole,EAV-100905-G,Iron Steel: Casting forms and sand before casting,4,0.7
2018,Germany as a whole,EAV-100906-U, Casting forms and sand before casting (oh.100905),44,106.3
2018,Germany as a whole,EAV-100907-G, Iron Steel: Casting forms and sand after casting,8,3.3
2018,Germany as a whole,EAV-100908-U, Casting molds and sand after casting (without 100907),142,1854.2
2018,Germany as a whole,EAV-100909-G, Iron Steel: Filter tubes with dangerous substances,35,11.0
2018,Germany as a whole,EAV-100910-U, Filter dust (without 100909),50,56.4
2018,Germany as a whole,EAV-100911-G, Iron Steel: Other particles with danger. fabrics,,
2018,Germany as a whole,EAV-100912-U, Other parts (one 100911),,
2018,Germany as a whole,EAV-100913-G, Ironsteel: abf. Binders with dangerous substances. St.,,
2018,Germany as a whole,EAV-100914-U, Cases of binders (without 100913),,
2018,Germany as a whole,EAV-100915-G, IronSteel: Abf. from substances indicating,,
2018,Germany as a whole,EAV-100916-U, Cases of reported substances (oh.100915),,
2018,Germany as a whole,EAV-100999-U, Castings of Iron and Steel: Fall Away Ang,8,3.1
2018,Germany as a whole,EAV-101003-U, Non-ferrous metals: Ovenschalke,24,7.8
2018,Germany as a whole,EAV-101005-G,Non-ferrous metals: casting moulds casting sands before casting,,
2018,Germany as a whole,EAV-101006-U, Casting molds and sands before casting (oh 101005),12,26.9
2018,Germany as a whole,EAV-101007-G, Non-ferrous metals: casting moulds casting sands after casting,3,0.6
2018,Germany as a whole,EAV-101008-U, Casting molds and sands after casting (without 101007),44,246.3
2018,Germany as a whole,EAV-101009-G, Non-ferrous metals: filter dust with hazardous substances,15,4.3
2018,Germany as a whole,EAV-101010-U, Filter dust (without 101009),12,1.0
2018,Germany as a whole,EAV-101011-G, Non-ferrous metals: And. Particles with danger. fabrics,,
2018,Germany as a whole,EAV-101012-U, Other parts (one 101011),4,1.0
2018,Germany as a whole,EAV-101013-G, Non-ferrous metal: Abf.v. Binders with danger.St.,,
2018,Germany as a whole,EAV-101014-U, Cases of binders (oh 101013),,
2018,Germany as a whole,EAV-101015-G, Non-ferrous metals: waste from crack-indicating subst.,,
2018,Germany as a whole,EAV-101016-U, Drops from substances shown in the test (oh.101015),,
2018,Germany as a whole,EAV-101099-U, Casting of non-ferrous metal: waste nec,6,2.0
2018,Germany as a whole,EAV-101103-U, Fiberglass waste,60,47.5
2018,Germany as a whole,EAV-101105-U, Glazing: Tiles and Dust,19,0.5
2018,Germany as a whole,EAV-101109-G, Get together with danger. Substances v Melting,9,0.6
2018,Germany as a whole,EAV-101110-U, Batch waste before melting (without 101109),14,5.9
2018,Germany as a whole,EAV-101111-G, Glass falls into small pieces and glass beads,9,2.1
2018,Germany as a whole,EAV-101112-U, Glass waste (OH 101111),232,223.8
2018,Germany as a whole,EAV-101113-G, Glass polishing and glass grinding slurry,23,1.6
2018,Germany as a whole,EAV-101114-U, Glass polishing and glass grinding slurry (without 101113),53,3.4
2018,Germany as a whole,EAV-101115-G, Glass production: Celebrations from exhaust gas treatment,36,2.7
2018,Germany as a whole,EAV-101116-U, Solid waste from gas treatment (oh. 101115),12,2.2
2018,Germany as a whole,EAV-101117-G, Glass production: sludges filters. To install from exhaust tank.,,
2018,Germany as a whole,EAV-101118-U, Sludge and filter cake from exhaust tank (oh.101117),,
2018,Germany as a whole,EAV-101119-G, Glass manufacturer: Solid Abf. a. company-owned wastewater tank,9,1.3
2018,Germany as a whole,EAV-101120-U, Solid waste a. businesses. Waste water tank (oh.101119),10,0.5
2018,Germany as a whole,EAV-101199-U, Glass production: waste nec,3,0.1
2018,Germany as a whole,EAV-101201-U, Ceramic products: raw mixtures before firing,37,36.3
2018,Germany as a whole,EAV-101203-U, Ceramic products: particles and dust,54,6.5
2018,Germany as a whole,EAV-101205-U, Ceramic products: slurries filter c. a.Exhaust tank,,
2018,Germany as a whole,EAV-101206-U, Pottery Items: Discarded Forms,39,9.5
2018,Germany as a whole,EAV-101208-U, Failures from Ceramics testimonies bricks among others,97,108.2
2018,Germany as a whole,EAV-101209-G, Ceramic products: solid waste a. To install exhaust gas treatment.,19,3.8
2018,Germany as a whole,EAV-101210-U, Solid Waste from Exhaust Treatment (excluding 101209),54,13.2
2018,Germany as a whole,EAV-101211-G, Ceramic products: Glass balls with heavy metals,,
2018,Germany as a whole,EAV-101212-U, glaze waste (without 101211),4,0.3
2018,Germany as a whole,EAV-101213-U, Ceramic products: sludge (in-house waste water treatment),46,54.9
2018,Germany as a whole,EAV-101299-U, Ceramic productskeram.Building materials:,14,1.9
2018,Germany as a whole,EAV-101301-U, Cement et al:Falls of raw mixture before the firing,,
2018,Germany as a whole,EAV-101304-U, Waste a.Calcination hydration of quicklime,15,100.5
2018,Germany as a whole,EAV-101306-U, Cement etc.: particles dust (except 101312101313),44,72.6
2018,Germany as a whole,EAV-101307-U,Cement etc.: sludge filter cake from gas tanks.,,
2018,Germany as a whole,EAV-101309-G, Asbestos containing waste a. Manufacturing. v. asbestos,,
2018,Germany as a whole,EAV-101310-U, Wastes from Manufacturing v. asbestos(oh.101309),,
2018,Germany as a whole,EAV-101311-U, Cases made of composite materials (such as 101309 101310),31,1932.3
2018,Germany as a whole,EAV-101312-G, Cement et al.: Wastes from exhaust gas treatment,5,1.9
2018,Germany as a whole,EAV-101313-U, Fest Falls from the Gas Treatment (oh. 101312),,
2018,Germany as a whole,EAV-101314-U, concrete falls and concrete slush,135,311.4
2018,Germany as a whole,EAV-101399-U, Cement gypsum quicklime: waste nec,8,1.1
2018,Germany as a whole,EAV-101401-G, Crematorium: mercury h. Waste gas cleaning,3,0.0
2018,Germany as a whole,EAV-11,Fall from the chemical surface treatment,,
2018,Germany as a whole,EAV-110105-G, Surface treatment: Acid pickling solutions,576,153.7
2018,Germany as a whole,EAV-110106-G, Surface treatment: Acid angle,192,6.6
2018,Germany as a whole,EAV-110107-G, Surface treatment: Alkaline pickling solutions,617,48.8
2018,Germany as a whole,EAV-110108-G, Surface treatment: phosphating sludge,165,6.4
2018,Germany as a whole,EAV-110109-G,Surface treatment: sludges filter cakes w.f.st.,565,51.3
2018,Germany as a whole,EAV-110110-U, Slurries and filter cakes (oh 110109),95,51.3
2018,Germany as a whole,EAV-110111-G, Surface treatment: Aqueous flushing liquid. m.f.st.,733,58.0
2018,Germany as a whole,EAV-110112-U, Water-repellent detergents (without 110111),97,8.1
2018,Germany as a whole,EAV-110113-G, Surface treatment: Waste from degreasing m.st.,143,9.3
2018,Germany as a whole,EAV-110114-U, Waste from degreasing (oh 110113),14,0.2
2018,Germany as a whole,EAV-110115-G, Surface treatment: eluate sludge a. Membrane system,3,0.4
2018,Germany as a whole,EAV-110116-G, Surface treatment: ion exchange resins,23,0.0
2018,Germany as a whole,EAV-110198-G, Surface edit: Other falls with danger. St.,198,9.6
2018,Germany as a whole,EAV-110199-U, Surface treatment:,13,13.5
2018,Germany as a whole,EAV-110202-G, Zinc hydrometallurgy sludges,6,171.0
2018,Germany as a whole,EAV-110203-U, Wastes from the manufacture of anodes,,
2018,Germany as a whole,EAV-110205-G, Drops from processes of copper hydrometallurgy,,
2018,Germany as a whole,EAV-110206-U, Failures from Prose. d.Copper Hydromet.(oh.110205),,
2018,Germany as a whole,EAV-110207-G,Non-ferrous hydrometallurgy: Other Abf. m.dangerous.St.,3,14.1
2018,Germany as a whole,EAV-110299-U, Non-ferrous hydrometallurgy: wastes not otherwise specified,6,1.6
2018,Germany as a whole,EAV-110301-G, Sludges solids from hardening processes: cyanidh. waste,26,0.4
2018,Germany as a whole,EAV-110302-G, Sludges solids and hard processes: Other cases,47,1.2
2018,Germany as a whole,EAV-110501-U, Galvanizing: hard zinc,13,5.6
2018,Germany as a whole,EAV-110502-U, Galvanizing: zinc ash,13,1.7
2018,Germany as a whole,EAV-110503-G, Galvanizing: Festivals related to exhaust gas treatment,6,0.1
2018,Germany as a whole,EAV-110504-G, Galvanizing: Used flux materials,,
2018,Germany as a whole,EAV-110599-U, Galvanizing: waste nec,,
2018,Germany as a whole,EAV-12,Drops from mechanical forming processes,,
2018,Germany as a whole,EAV-120101-U, Iron and turning turnings,2711,1562.3
2018,Germany as a whole,EAV-120102-U, Iron dust and particles,2370,2958.5
2018,Germany as a whole,EAV-120103-U, Non-ferrous metal filings and turnings,2084,319.2
2018,Germany as a whole,EAV-120104-U, Non-ferrous metal dust and particles,1473,245.4
