Year,Industry Code,Industry,EAV code,Waste Description,Number Of Waste Generators,Volumes Of Waste (1000t),Volumes Of Waste Generated By Primary Producers (1000t)
2019,WZ08-20,Manufacture Of Chemical Products,EAV-06,Waste from inorganic chemical processes,165.0,186.6,155.2
2019,WZ08-20,Manufacture Of Chemical Products,EAV-07,Waste from organic chemical processes,515.0,758.4,752.5
2019,WZ08-20,Manufacture Of Chemical Products,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",212.0,43.4,42.9
2019,WZ08-20,Manufacture Of Chemical Products,EAV-09,Waste from the photographic industry,6.0,0.3,0.3
2019,WZ08-20,Manufacture Of Chemical Products,EAV-10,Waste from thermal processes,32.0,10.0,9.8
2019,WZ08-20,Manufacture Of Chemical Products,EAV-11,Waste from chemical surface treatment,64.0,10.9,10.7
2019,WZ08-20,Manufacture Of Chemical Products,EAV-12,Waste from mechanical shaping processes,60.0,5.2,5.2
2019,WZ08-20,Manufacture Of Chemical Products,EAV-13,Oil waste and liquid fuel waste,116.0,14.4,13.9
2019,WZ08-20,Manufacture Of Chemical Products,EAV-14,"Waste from organic solvents, coolants",92.0,16.4,9.3
2019,WZ08-20,Manufacture Of Chemical Products,EAV-15,"Packaging waste, absorbents, wipes",397.0,28.6,28.2
2019,WZ08-20,Manufacture Of Chemical Products,EAV-16,Waste not included elsewhere in the inventory,293.0,43.4,42.0
2019,WZ08-20,Manufacture Of Chemical Products,EAV-17,Construction and demolition waste,197.0,118.5,116.9
2019,WZ08-20,Manufacture Of Chemical Products,EAV-18,Waste from medical care,6.0,0.1,0.1
2019,WZ08-20,Manufacture Of Chemical Products,EAV-19,Waste from waste treatment plants e.g.,88.0,107.9,88.9
2019,WZ08-20,Manufacture Of Chemical Products,EAV-20,Municipal waste (household waste and similar waste),47.0,0.3,0.3
2019,WZ08-20,Manufacture Of Chemical Products,,In total,882.0,1349.1,1280.8
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-01,waste from the extraction of mineral resources,,,
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-02,"Waste from agriculture, forestry, etc.",,,
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-03,"Waste from woodworking, etc.",,,
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-04,"Waste from the leather, fur and textile industries",,,
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-06,Waste from inorganic chemical processes,4.0,0.1,0.1
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-07,Waste from organic chemical processes,93.0,85.2,85.2
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",5.0,0.0,0.0
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-09,Waste from the photographic industry,,,
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-10,Waste from thermal processes,,,
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-11,Waste from chemical surface treatment,4.0,0.2,0.2
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-12,Waste from mechanical shaping processes,6.0,1.0,1.0
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-13,Oil waste and liquid fuel waste,12.0,0.2,0.2
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-14,"Waste from organic solvents, coolants",7.0,0.3,0.3
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-15,"Packaging waste, absorbents, wipes",36.0,2.6,2.6
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-16,Waste not included elsewhere in the inventory,29.0,1.3,1.3
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-17,Construction and demolition waste,16.0,24.4,24.4
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-18,Waste from medical supplies,21.0,0.9,0.9
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-19,Waste from waste treatment plants e.g.,9.0,19.8,19.0
2019,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-20,Municipal waste (household waste and similar waste),6.0,0.1,0.1
2019,WZ08-21,Manufacture Of Pharmaceutical Products,,In total,117.0,136.2,135.3
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-01,waste from the extraction of mineral resources,,,
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-02,"Waste from agriculture, forestry, etc.",,,
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-03,"Waste from wood processing, etc.",,,
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-04,"Waste from the leather, fur and textile industries",,,
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-06,Waste from inorganic chemical processes,20.0,0.9,0.9
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-07,Waste from organic chemical processes,150.0,32.7,32.7
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",119.0,13.9,13.9
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-09,Waste from the photographic industry,,,
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-10,Waste from thermal processes,6.0,1.5,1.5
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-11,Waste from chemical surface treatment,46.0,4.2,4.2
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-12,Waste from mechanical shaping processes,56.0,3.0,3.0
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-13,Oil waste and liquid fuel waste,73.0,4.2,4.2
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-14,"Waste from organic solvents, coolants",38.0,3.0,3.0
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-15,"Packaging waste, absorbent masses, wipes",78.0,5.4,5.4
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-16,Waste not included elsewhere in the inventory,38.0,3.2,3.2
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-17,Construction and demolition waste,127.0,18.6,18.5
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-18,Waste from medical care,,,
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-19,"Waste from waste treatment plants, etc.",13.0,2.8,2.8
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-20,Municipal waste (household waste and similar waste),,,
2019,WZ08-22,Manufacture Of Rubber And Plastic Products,,In total,445.0,93.7,93.6
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-01,waste from the extraction of mineral resources,,,
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-02,"Waste from agriculture, forestry, etc.",,,
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-03,"Waste from wood processing, etc.",,,
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-04,"Waste from the leather, fur and textile industries",,,
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-05,"Waste from petroleum refining, natural gas purification",5.0,0.3,0.3
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-06,Waste from inorganic chemical processes,19.0,4.3,4.3
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-07,Waste from organic chemical processes,25.0,4.1,4.1
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-08,"Waste from MFSU from coatings, adhesives, etc.",25.0,1.1,1.1
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-09,Waste from the photographic industry,,,
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-10,Waste from thermal processes,72.0,14.5,14.5
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-11,Waste from chemical surface treatment,21.0,1.0,1.0
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-12,Waste from mechanical shaping processes,41.0,2.8,2.8
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-13,waste oil and liquid fuel waste,56.0,4.4,4.2
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-14,"Waste from organic solvents, coolants",8.0,0.2,0.2
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-15,"Packaging waste, absorbent masses, wipes",47.0,1.0,1.0
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-16,Waste not included elsewhere in the inventory,62.0,15.1,15.0
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-17,Construction and demolition waste,122.0,143.3,106.6
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-18,Waste from medical care,,,
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-19,Waste from waste treatment plants e.g.,21.0,197.4,23.7
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-20,Municipal waste (household waste and similar waste),,,
2019,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",,In total,298.0,389.4,178.8
2019,WZ08-24,Metal Production And Processing,EAV-01,waste from the extraction of mineral resources,,,
2019,WZ08-24,Metal Production And Processing,EAV-02,"Waste from agriculture, forestry, etc.",,,
2019,WZ08-24,Metal Production And Processing,EAV-03,"Waste from wood processing, etc.",,,
2019,WZ08-24,Metal Production And Processing,EAV-04,"Waste from the leather, fur and textile industries",,,
2019,WZ08-24,Metal Production And Processing,EAV-05,"Waste from petroleum refining, natural gas purification",5.0,4.1,4.1
2019,WZ08-24,Metal Production And Processing,EAV-06,Waste from inorganic chemical processes,79.0,23.4,23.1
2019,WZ08-24,Metal Production And Processing,EAV-07,Waste from organic chemical processes,43.0,3.9,3.9
2019,WZ08-24,Metal Production And Processing,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",42.0,4.2,4.2
2019,WZ08-24,Metal Production And Processing,EAV-09,Waste from the photographic industry,,,
2019,WZ08-24,Metal Production And Processing,EAV-10,Waste from thermal processes,189.0,666.4,611.1
2019,WZ08-24,Metal Production And Processing,EAV-11,Waste from chemical surface treatment,205.0,273.8,273.2
2019,WZ08-24,Metal Production And Processing,EAV-12,Waste from mechanical shaping processes,330.0,93.9,92.4
2019,WZ08-24,Metal Production And Processing,EAV-13,waste oil and liquid fuel waste,159.0,27.5,27.3
2019,WZ08-24,Metal Production And Processing,EAV-14,"Waste from organic solvents, coolants",24.0,3.2,3.2
2019,WZ08-24,Metal Production And Processing,EAV-15,"Packaging waste, absorbent masses, wipes",194.0,11.5,11.2
2019,WZ08-24,Metal Production And Processing,EAV-16,Waste not included elsewhere in the inventory,125.0,56.0,55.4
2019,WZ08-24,Metal Production And Processing,EAV-17,construction and demolition waste,99.0,76.2,76.2
2019,WZ08-24,Metal Production And Processing,EAV-18,Waste from medical care,,,
2019,WZ08-24,Metal Production And Processing,EAV-19,"Waste from waste treatment plants, etc.",66.0,66.2,29.3
2019,WZ08-24,Metal Production And Processing,EAV-20,Municipal waste (household waste and similar waste),5.0,0.1,0.1
2019,WZ08-24,Metal Production And Processing,,In total,596.0,1310.7,1215.0
2019,WZ08-25,Manufacture Of Metal Products,EAV-01,waste from the extraction of mineral resources,,,
2019,WZ08-25,Manufacture Of Metal Products,EAV-02,"Waste from agriculture, forestry, etc.",,,
2019,WZ08-25,Manufacture Of Metal Products,EAV-03,"Waste from wood processing, etc.",,,
2019,WZ08-25,Manufacture Of Metal Products,EAV-04,"Waste from the leather, fur and textile industries",,,
2019,WZ08-25,Manufacture Of Metal Products,EAV-05,"Waste from petroleum refining, natural gas purification",4.0,0.2,0.2
2019,WZ08-25,Manufacture Of Metal Products,EAV-06,Waste from inorganic chemical processes,109.0,15.4,15.4
2019,WZ08-25,Manufacture Of Metal Products,EAV-07,Waste from organic chemical processes,59.0,5.7,4.9
2019,WZ08-25,Manufacture Of Metal Products,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",114.0,5.4,5.4
2019,WZ08-25,Manufacture Of Metal Products,EAV-09,Waste from the photographic industry,,,
2019,WZ08-25,Manufacture Of Metal Products,EAV-10,Waste from thermal processes,29.0,6.0,6.0
2019,WZ08-25,Manufacture Of Metal Products,EAV-11,Waste from chemical surface treatment,826.0,146.3,146.3
2019,WZ08-25,Manufacture Of Metal Products,EAV-12,Waste from mechanical shaping processes,943.0,123.8,123.8
2019,WZ08-25,Manufacture Of Metal Products,EAV-13,waste oil and liquid fuel waste,219.0,15.8,15.8
2019,WZ08-25,Manufacture Of Metal Products,EAV-14,"Waste from organic solvents, coolants",38.0,1.3,1.3
2019,WZ08-25,Manufacture Of Metal Products,EAV-15,"Packaging waste, absorbents, wipes",191.0,5.0,5.0
2019,WZ08-25,Manufacture Of Metal Products,EAV-16,Waste not included elsewhere in the inventory,131.0,15.1,14.5
2019,WZ08-25,Manufacture Of Metal Products,EAV-17,construction and demolition waste,89.0,9.7,8.1
2019,WZ08-25,Manufacture Of Metal Products,EAV-18,Waste from medical care,,,
2019,WZ08-25,Manufacture Of Metal Products,EAV-19,"Waste from waste treatment plants, etc.",103.0,9.2,9.2
2019,WZ08-25,Manufacture Of Metal Products,EAV-20,Municipal waste (household waste and similar waste),3.0,0.1,0.1
2019,WZ08-25,Manufacture Of Metal Products,,In total,1872.0,359.1,356.1
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-01,waste from the extraction of mineral resources,,,
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-02,"Waste from agriculture, forestry, etc.",,,
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-03,"Waste from wood processing, etc.",,,
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-04,"Waste from the leather, fur and textile industries",,,
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-06,Waste from inorganic chemical processes,68.0,16.3,16.3
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-07,Waste from organic chemical processes,48.0,2.3,2.3
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",51.0,1.9,1.9
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-09,Waste from the photographic industry,4.0,0.1,0.1
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-10,Waste from thermal processes,35.0,9.1,9.1
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-11,Waste from chemical surface treatment,160.0,21.1,21.1
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-12,Waste from mechanical shaping processes,189.0,17.3,17.3
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-13,Oil waste and liquid fuel waste,48.0,2.9,2.9
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-14,"Waste from organic solvents, coolants",32.0,4.8,4.8
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-15,"Packaging waste, absorbent masses, wipes",76.0,1.8,1.8
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-16,Waste not included elsewhere in the inventory,59.0,13.9,13.9
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-17,construction and demolition waste,54.0,7.6,7.6
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-18,Waste from medical care,,,
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-19,"Waste from waste treatment plants, etc.",26.0,2.8,2.8
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,EAV-20,Municipal waste (household waste and similar waste),,,
2019,WZ08-26-01,Production Of Dv Devices And Electronics Equipments,,In total,424.0,102.4,102.4
2019,WZ08-28,Mechanical Engineering,EAV-01,waste from the extraction of mineral resources,3.0,0.1,0.1
2019,WZ08-28,Mechanical Engineering,EAV-02,"Waste from agriculture, forestry, etc.",,,
2019,WZ08-28,Mechanical Engineering,EAV-03,"Waste from woodworking, etc.",,,
2019,WZ08-28,Mechanical Engineering,EAV-04,"Waste from the leather, fur and textile industries",,,
2019,WZ08-28,Mechanical Engineering,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2019,WZ08-28,Mechanical Engineering,EAV-06,Waste from inorganic chemical processes,47.0,3.4,3.4
2019,WZ08-28,Mechanical Engineering,EAV-07,Waste from organic chemical processes,56.0,4.6,4.6
2019,WZ08-28,Mechanical Engineering,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",83.0,3.2,3.2
2019,WZ08-28,Mechanical Engineering,EAV-09,Waste from the photographic industry,,,
2019,WZ08-28,Mechanical Engineering,EAV-10,Waste from thermal processes,26.0,4.0,4.0
2019,WZ08-28,Mechanical Engineering,EAV-11,Waste from chemical surface treatment,227.0,18.0,17.9
2019,WZ08-28,Mechanical Engineering,EAV-12,Waste from mechanical shaping processes,868.0,158.8,153.5
2019,WZ08-28,Mechanical Engineering,EAV-13,waste oil and liquid fuel waste,202.0,14.3,14.3
2019,WZ08-28,Mechanical Engineering,EAV-14,"Waste from organic solvents, coolants",26.0,0.9,0.5
2019,WZ08-28,Mechanical Engineering,EAV-15,"Packaging waste, absorbent masses, wipes",204.0,8.1,7.9
2019,WZ08-28,Mechanical Engineering,EAV-16,Waste not included elsewhere in the inventory,85.0,6.6,6.4
2019,WZ08-28,Mechanical Engineering,EAV-17,construction and demolition waste,93.0,27.9,27.0
2019,WZ08-28,Mechanical Engineering,EAV-18,Waste from medical supplies,,,
2019,WZ08-28,Mechanical Engineering,EAV-19,"Waste from waste treatment plants, etc.",43.0,8.9,8.7
2019,WZ08-28,Mechanical Engineering,EAV-20,Municipal waste (household waste and similar waste),,,
2019,WZ08-28,Mechanical Engineering,,In total,1124.0,258.9,251.5
2019,WZ08-29-01,Vehicle Construction,EAV-01,waste from the extraction of mineral resources,,,
2019,WZ08-29-01,Vehicle Construction,EAV-02,"Waste from agriculture, forestry, etc.",,,
2019,WZ08-29-01,Vehicle Construction,EAV-03,"Waste from woodworking, etc.",,,
2019,WZ08-29-01,Vehicle Construction,EAV-04,"Waste from the leather, fur and textile industries",,,
2019,WZ08-29-01,Vehicle Construction,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2019,WZ08-29-01,Vehicle Construction,EAV-06,Waste from inorganic chemical processes,50.0,7.4,7.4
2019,WZ08-29-01,Vehicle Construction,EAV-07,Waste from organic chemical processes,79.0,13.8,13.8
2019,WZ08-29-01,Vehicle Construction,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",139.0,35.3,35.3
2019,WZ08-29-01,Vehicle Construction,EAV-09,Waste from the photographic industry,,,
2019,WZ08-29-01,Vehicle Construction,EAV-10,Waste from thermal processes,30.0,25.2,25.2
2019,WZ08-29-01,Vehicle Construction,EAV-11,Waste from chemical surface treatment,162.0,33.2,33.2
2019,WZ08-29-01,Vehicle Construction,EAV-12,Waste from mechanical shaping processes,338.0,111.4,111.3
2019,WZ08-29-01,Vehicle Construction,EAV-13,Oil waste and liquid fuel waste,198.0,29.4,29.3
2019,WZ08-29-01,Vehicle Construction,EAV-14,"Waste from organic solvents, coolants",49.0,3.4,3.4
2019,WZ08-29-01,Vehicle Construction,EAV-15,"Packaging waste, absorbent masses, wipes",187.0,15.1,15.1
2019,WZ08-29-01,Vehicle Construction,EAV-16,Waste not included elsewhere in the inventory,126.0,19.6,19.6
2019,WZ08-29-01,Vehicle Construction,EAV-17,construction and demolition waste,96.0,36.7,36.7
2019,WZ08-29-01,Vehicle Construction,EAV-18,Waste from medical care,,,
2019,WZ08-29-01,Vehicle Construction,EAV-19,Waste from waste treatment plants e.g.,68.0,18.6,18.6
2019,WZ08-29-01,Vehicle Construction,EAV-20,Municipal waste (household waste and similar waste),15.0,0.3,0.3
2019,WZ08-29-01,Vehicle Construction,,In total,559.0,349.2,349.2
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-01,waste from the extraction of mineral resources,,,
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-02,"Waste from agriculture, forestry, etc.",,,
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-03,"Waste from woodworking, etc.",,,
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-04,"Waste from the leather, fur and textile industries",,,
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-06,Waste from inorganic chemical processes,10.0,0.3,0.3
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-07,Waste from organic chemical processes,26.0,6.5,6.5
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",32.0,2.5,2.5
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-09,Waste from the photographic industry,,,
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-10,Waste from thermal processes,15.0,0.7,0.7
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-11,Waste from chemical surface treatment,50.0,2.7,2.7
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-12,Waste from mechanical shaping processes,51.0,2.8,2.8
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-13,waste oil and liquid fuel waste,13.0,0.7,0.7
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-14,"Waste from organic solvents, coolants",9.0,0.2,0.2
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-15,"Packaging waste, absorbents, wipes",12.0,0.4,0.4
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-16,Waste not included elsewhere in the inventory,8.0,0.2,0.2
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-17,Construction and demolition waste,14.0,2.1,2.1
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-18,Waste from medical care,,,
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-19,"Waste from waste treatment plants, etc.",11.0,0.5,0.5
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-20,Municipal waste (household waste and similar waste),,,
2019,WZ08-31-02,Manufacture Of Furniture And Other Goods,,In total,158.0,20.0,20.0
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-01,Waste from the extraction of mineral resources,,,
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-02,"Waste from agriculture, forestry, etc.",,,
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-03,"Waste from wood processing, etc.",,,
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-04,"Waste from the leather, fur and textile industries",,,
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-06,Waste from inorganic chemical processes,8.0,0.2,0.1
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-07,Waste from organic chemical processes,14.0,0.7,0.4
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",15.0,0.5,0.4
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-09,Waste from the photographic industry,,,
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-10,Waste from thermal processes,5.0,0.3,0.3
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-11,Waste from chemical surface treatment,17.0,2.4,2.4
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-12,Waste from mechanical shaping processes,51.0,4.3,4.1
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-13,Oil waste and liquid fuel waste,75.0,6.1,5.8
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-14,"Waste from organic solvents, coolants",6.0,0.1,0.0
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-15,"Packaging waste, absorbent masses, wipes",32.0,0.9,0.7
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-16,Waste not included elsewhere in the inventory,58.0,20.2,19.2
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-17,construction and demolition waste,72.0,6.3,6.1
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-18,Waste from medical care,,,
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-19,"Waste from waste treatment plants, etc.",12.0,0.5,0.5
2019,WZ08-33,Repair And Installation Of Mash And Equipment,EAV-20,Municipal waste (household waste and similar waste),,,
2019,WZ08-33,Repair And Installation Of Mash And Equipment,,In total,203.0,42.4,39.9
2019,WZ08-D,Power Supply,EAV-01,Waste from the extraction of mineral resources,,,
2019,WZ08-D,Power Supply,EAV-02,"Waste from agriculture, forestry, etc.",,,
2019,WZ08-D,Power Supply,EAV-03,"Waste from wood processing, etc.",,,
2019,WZ08-D,Power Supply,EAV-04,"Waste from the leather, fur and textile industries",,,
2019,WZ08-D,Power Supply,EAV-05,"Waste from petroleum refining, natural gas purification",7.0,0.4,0.4
2019,WZ08-D,Power Supply,EAV-06,Waste from inorganic chemical processes,12.0,0.3,0.3
2019,WZ08-D,Power Supply,EAV-07,Waste from organic chemical processes,16.0,2.5,2.5
2019,WZ08-D,Power Supply,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",9.0,0.0,0.0
2019,WZ08-D,Power Supply,EAV-09,Waste from the photographic industry,,,
2019,WZ08-D,Power Supply,EAV-10,Waste from thermal processes,77.0,62.0,57.9
2019,WZ08-D,Power Supply,EAV-11,Waste from chemical surface treatment,6.0,0.9,0.9
2019,WZ08-D,Power Supply,EAV-12,Waste from mechanical shaping processes,39.0,2.2,1.4
2019,WZ08-D,Power Supply,EAV-13,Oil waste and liquid fuel waste,202.0,29.8,13.5
2019,WZ08-D,Power Supply,EAV-14,"Waste from organic solvents, coolants",12.0,0.1,0.1
2019,WZ08-D,Power Supply,EAV-15,"Packaging waste, absorbents, wipes",43.0,0.7,0.6
2019,WZ08-D,Power Supply,EAV-16,Waste not included elsewhere in the inventory,234.0,20.6,20.5
2019,WZ08-D,Power Supply,EAV-17,Construction and demolition waste,488.0,278.9,276.9
2019,WZ08-D,Power Supply,EAV-18,Waste from medical care,,,
2019,WZ08-D,Power Supply,EAV-19,"Waste from waste treatment plants, etc.",97.0,988.4,710.7
2019,WZ08-D,Power Supply,EAV-20,Municipal waste (household waste and similar waste),16.0,0.2,0.2
2019,WZ08-D,Power Supply,,In total,789.0,1387.1,1086.0
2019,WZ08-E,"Water Supply, Disposal, Elimination Of Environmental Pollution",EAV-01,Waste from the extraction of mineral resources,,,
2019,WZ08-E,"Water Supply, Disposal, Elimination Of Environmental Pollution",EAV-02,"Waste from agriculture, forestry, etc.",52.0,0.6,0.3
2019,WZ08-E,"Water Supply, Disposal, Elimination Of Environmental Pollution",EAV-03,"Waste from woodworking, etc.",13.0,0.2,0.2
2019,WZ08-E,"Water Supply, Disposal, Elimination Of Environmental Pollution",EAV-04,"Waste from the leather, fur and textile industries",,,
