Year,EAV Code,Waste Description,Number Of Waste Producers,Quantities Of Waste (1000t),Quantities Of Waste Generated By Primary Producers (1000t)
2017,EAV-070109-G,"Org.Basic chemistry: Halog.filter cake, absorbent mat.",11.0,0.5,0.5
2017,EAV-070110-G,"Org.Grundchemik.: And. filter cake, absorbent mat.",35.0,4.0,3.9
2017,EAV-070111-G,Org. basic chemistry: sludge (company waste water tank),45.0,10.9,10.8
2017,EAV-070201-G,"Plastics: Aqueous washes, mother liquors",82.0,32.8,32.1
2017,EAV-070203-G,"Plastics: halogen organic solvents, washing liquid.",37.0,2.7,2.6
2017,EAV-070204-G,"Plastics: organic. Solvents, washing liquids",145.0,37.5,37.1
2017,EAV-070207-G,Plastics: Halog. Reaction and distillation residues,41.0,5.1,4.8
2017,EAV-070208-G,Plastics: reaction and distillation residues,398.0,83.5,77.5
2017,EAV-070209-G,"Plastics: Halog. Filter cake, absorbent mat.",7.0,0.2,0.2
2017,EAV-070210-G,"Plastics: And. filter cakes, absorbent materials",45.0,6.8,6.4
2017,EAV-070211-G,Plastics: sludge (company wastewater tank),15.0,1.1,1.0
2017,EAV-070214-G,Plastics: waste from additives with hazardous substances.,44.0,4.2,3.7
2017,EAV-070216-G,Plastics: Danger. Waste containing silicone,6.0,0.8,0.8
2017,EAV-070301-G,"Organic dyes: Aqueous wash bottles, mother liquors",30.0,6.6,5.9
2017,EAV-070303-G,"Organic dyes: Halogenorg. solvent, washbottle",21.0,0.8,0.8
2017,EAV-070304-G,"Organic dyes: solvents, washing liquids",214.0,35.0,32.4
2017,EAV-070307-G,"Organic dyes: Halog. Reaction, distillation residue",7.0,1.7,1.7
2017,EAV-070308-G,Organic dyes: reaction and distillation residues,26.0,5.2,4.8
2017,EAV-070309-G,"Organic dyes: halogen. filter cake, absorbent mat.",4.0,0.2,0.2
2017,EAV-070310-G,"Organic dyes: Other filter cakes, absorption mat.",8.0,0.3,0.3
2017,EAV-070311-G,Org. dyes: sludge (in-house waste water tank),,,
2017,EAV-070401-G,"Pesticides: Aqueous wash, mother liquor.",22.0,34.9,33.9
2017,EAV-070403-G,"Plant protection with: halogen organic solvents, washing fl.",17.0,123.3,119.3
2017,EAV-070404-G,"Pesticides: Organ. Solvents, detergents",12.0,21.4,21.4
2017,EAV-070407-G,Plant protection with: halogen reaction and distillation residue,11.0,47.9,47.9
2017,EAV-070408-G,"Plant protection products: reaction, distillation residue.",10.0,6.3,6.3
2017,EAV-070409-G,"Pesticides: halogen filter cake, absorbent mat",4.0,0.2,0.2
2017,EAV-070410-G,"Pesticides: filter cake, absorbent mat.",8.0,0.5,0.4
2017,EAV-070411-G,Plant protection: sludge (company wastewater tank),4.0,0.3,0.3
2017,EAV-070413-G,Plant protection products: Solid waste with hazardous substances,11.0,0.5,0.5
2017,EAV-070501-G,"Pharmaceuticals: Aqueous washes, mother liquors",51.0,24.9,22.4
2017,EAV-070503-G,"Pharmaceuticals: halogen organic solvents, wash fl.",42.0,9.5,9.4
2017,EAV-070504-G,"Pharmaceuticals: organ. Solvents, washing liquids.",84.0,72.0,71.6
2017,EAV-070507-G,"Pharmaceuticals: halogen.reaction, distill.residue",12.0,1.7,1.7
2017,EAV-070508-G,Pharmaceuticals: reaction and distillation residues,50.0,5.5,5.3
2017,EAV-070509-G,"Pharmaceuticals: Halogen filter cake, absorbent mat.",10.0,0.1,0.1
2017,EAV-070510-G,"Pharmaceuticals: filter cake, absorbent materials",18.0,2.1,2.1
2017,EAV-070511-G,Pharmaceuticals: sludge (in-house waste water treatment),4.0,0.8,0.8
2017,EAV-070513-G,Pharmaceuticals: Solid waste with hazardous substances,45.0,1.5,1.5
2017,EAV-070601-G,"Greases, soaps: aqueous detergents, mother liquors",121.0,34.7,33.0
2017,EAV-070603-G,"Fats, soaps: halogen organic solvents, washing fl.",22.0,0.7,0.5
2017,EAV-070604-G,"Fats, soaps: organ. Solvents, washing liquids.",84.0,8.5,6.9
2017,EAV-070607-G,"Fats, soaps: Halogen.reaction, distill.residue.",3.0,0.2,
2017,EAV-070608-G,"Fats, soaps: reaction, distillation residues",144.0,48.8,43.8
2017,EAV-070609-G,"Fats, soaps: halogen filter cake, absorbent mat.",,,
2017,EAV-070610-G,"Fats, soaps: filter cakes, absorbent materials",19.0,1.7,1.7
2017,EAV-070611-G,"Fats, soaps: sludge (in-house waste water treatment)",6.0,1.5,1.5
2017,EAV-070701-G,"Fine Chemicals: Aqueous washes, mother liquors",158.0,86.1,78.6
2017,EAV-070703-G,"Fine chemicals: halogen organic solvents, washing fl.",107.0,19.4,17.7
2017,EAV-070704-G,"Fine chemicals: organ. Solvents, washing liquids.",170.0,58.7,56.4
2017,EAV-070707-G,"Fine Chemicals: Halogen.Reaction, Distill.resid.",32.0,12.6,12.5
2017,EAV-070708-G,Fine chemicals: reaction and distillation residues.,83.0,50.5,50.2
2017,EAV-070709-G,"Fine chemicals: halogen filter cake, absorption mat.",27.0,0.7,0.6
2017,EAV-070710-G,"Fine chemicals: filter cake, absorbent materials",45.0,3.8,3.8
2017,EAV-070711-G,Fine chemicals: sludge (company wastewater tank),22.0,2.5,2.3
2017,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",1346.0,212.6,178.7
2017,EAV-080111-G,Paint and varnish waste with hazardous substances,721.0,69.8,53.9
2017,EAV-080113-G,Paint and varnish sludge with dangerous substances,325.0,38.7,30.7
2017,EAV-080115-G,"Paints, varnishes: Aqueous sludge with hazardous St.",143.0,17.9,16.5
2017,EAV-080117-G,Waste from paint or varnish removal,168.0,24.0,23.1
2017,EAV-080119-G,Aqueous suspensions containing paints or varnishes,46.0,17.8,16.0
2017,EAV-080121-G,Paint or varnish remover waste,11.0,0.4,0.4
2017,EAV-080312-G,Waste printing ink containing hazardous substances,108.0,6.5,5.4
2017,EAV-080314-G,Printing ink sludge containing dangerous substances,57.0,5.8,5.1
2017,EAV-080316-G,Waste from etching solutions,,,
2017,EAV-080317-G,Waste toner containing hazardous substances,,,
2017,EAV-080319-G,Dispersion beer,26.0,0.9,0.4
2017,EAV-080409-G,Adhesive and sealant waste with hazardous St.,298.0,28.2,24.6
2017,EAV-080411-G,Slurries containing adhesives and sealants,7.0,0.4,0.3
2017,EAV-080413-G,"Adhesives, sealants: Aqueous sludges with dangerous substances.",14.0,0.4,0.4
2017,EAV-080415-G,"Adhesive, sealant: Aqueous liquid waste with hazardous st",14.0,0.8,0.8
2017,EAV-080417-G,"Adhesives, sealants: resin oils",,,
2017,EAV-080501-G,isocyanate waste,55.0,1.0,0.8
2017,EAV-09,Waste from the photographic industry,178.0,16.7,12.7
2017,EAV-090101-G,Water-based developer and activator solutions,100.0,3.8,3.2
2017,EAV-090102-G,Offset printing plate developer solutions,89.0,7.0,5.2
2017,EAV-090103-G,Solvent-based developer solutions,8.0,0.0,0.0
2017,EAV-090104-G,fixing baths,86.0,3.7,2.7
2017,EAV-090105-G,bleach solutions and bleach-fix baths,37.0,1.7,1.7
2017,EAV-090106-G,Waste containing silver from containers photographer. waste,,,
2017,EAV-090111-G,Disposable cameras with batteries (160601-160603),,,
2017,EAV-090113-G,Waste from silver recovery (excluding 090106),,,
2017,EAV-10,Waste from thermal processes,736.0,994.4,897.2
2017,EAV-100104-G,Filter dust and boiler dust from oil firing,17.0,3.3,3.3
2017,EAV-100109-G,sulfuric acid,,,
2017,EAV-100113-G,Filter dust from emulsified hydrocarbons,,,
2017,EAV-100114-G,"Rust and boiler ash, slag, boiler dust",51.0,50.8,50.8
2017,EAV-100116-G,Filter dust from co-incineration of waste,34.0,24.0,23.6
2017,EAV-100118-G,Waste from exhaust gas treatment with hazardous St.,118.0,62.6,61.5
2017,EAV-100120-G,"Power plants, among others: sludge (company wastewater tank)",9.0,2.8,2.7
2017,EAV-100122-G,Power plants etc.:Aqueous sludge a. Boiler cleaning.,9.0,1.2,1.1
2017,EAV-100207-G,"Iron, steel ind.: Solid waste from flue gas treatment.",67.0,228.0,226.9
2017,EAV-100211-G,"Iron, steel ind.: oil hold. Drain from cooling water tank.",4.0,4.7,4.7
2017,EAV-100213-G,"Iron and steel industry: sludges, filters. from exhaust gas tank.",15.0,110.7,99.1
2017,EAV-100304-G,Aluminum metallurgy: slags from initial melting,4.0,1.2,1.2
2017,EAV-100308-G,Aluminum metallurgy:Salt slags a.Zweitschmel.,12.0,328.1,267.3
2017,EAV-100309-G,Aluminum metallurgy: Black dross a.Zweitsch.,,,
2017,EAV-100315-G,Aluminum Metallurgy: Scum (Flammable),51.0,36.1,25.0
2017,EAV-100317-G,Aluminum Metallurgy:Tarh. Abf. from anode manufacturer.,4.0,0.5,0.5
2017,EAV-100319-G,Aluminum metallurgy: filter dust with hazardous St.,14.0,4.0,4.0
2017,EAV-100321-G,Aluminum Metallurgy: Other particles and dust,12.0,2.5,2.4
2017,EAV-100323-G,Aluminum Metallurgy: Solid Abf. a. Exhaust gas treatment,27.0,18.6,17.6
2017,EAV-100325-G,"Aluminum metallurgy: sludges, filters, etc. exhaust gas tanks.",3.0,0.6,0.6
2017,EAV-100327-G,Aluminum Metallurgy: Oil H.Abf. from cooling water tank,4.0,0.5,0.5
2017,EAV-100329-G,Aluminum Metallurgy: Abf.a. tank v.salt slag,,,
2017,EAV-100401-G,Lead metallurgy: slags (primary and secondary smelting),8.0,26.3,26.3
2017,EAV-100402-G,"Lead Metal.: Scabies,Scum (First,Second.)",55.0,7.7,7.7
2017,EAV-100403-G,Bleimetallurgie: Calciumarsenat,,,
2017,EAV-100404-G,Lead metallurgy: filter dust,3.0,0.1,0.1
2017,EAV-100405-G,Lead Metallurgy: Other Particles and Dust,11.0,6.1,3.7
2017,EAV-100406-G,Lead metallurgy: Solid waste from flue gas treatment,3.0,0.4,0.4
2017,EAV-100407-G,"Lead metallurgy: sludges, filters. from exhaust gas tank.",,,
2017,EAV-100409-G,Lead Metallurgy: Oilh. Waste from cooling water tank.,,,
2017,EAV-100503-G,Zinc metallurgy: filter dust,9.0,0.5,0.5
2017,EAV-100505-G,Zinc Metallurgy: Solid waste from waste gas treatment,8.0,0.3,0.3
2017,EAV-100506-G,"Zinc Metallurgy: Slurries, Filterk. from exhaust gas tank",,,
2017,EAV-100508-G,Zinc metallurgy: Ölh. Waste from cooling water tank.,,,
2017,EAV-100510-G,"Zinc metallurgy: dross, scum (flammable)",,,
2017,EAV-100603-G,Copper metallurgy: filter dust,8.0,1.3,1.3
2017,EAV-100606-G,Copper Metallurgy: Solid Waste a.Flue Gas Treatment,,,
2017,EAV-100607-G,"Copper metallurgy: sludges, filters. a.Exhaust gas tank",,,
2017,EAV-100609-G,Copper Metallurgy: Oil H.Abf. from cooling water tank.,,,
2017,EAV-100707-G,"Silver metal, among other things: oil-containing waste from cooling water tanks.",,,
2017,EAV-100808-G,"Non-ferrous metals: salt slag (first, second smelting)",,,
2017,EAV-100810-G,"Non-ferrous metallurgy: dross, scum (flammable)",7.0,1.0,1.0
2017,EAV-100812-G,Non-ferrous metal: tar. Waste from anode manufacturing,,,
2017,EAV-100815-G,Non-ferrous metallurgy: filter dust with dangerous substances,50.0,5.8,5.7
2017,EAV-100817-G,"Non-ferrous metallurgy: sludges, filters, etc., exhaust gas tanks.",3.0,0.2,0.2
2017,EAV-100819-G,Nonferrous Metallurgy: Oil H.Abf. from cooling water tank.,,,
2017,EAV-100905-G,"Iron, steel: casting molds and sand before casting",,,
2017,EAV-100907-G,"Iron, steel: casting molds and sand after casting",14.0,3.8,3.1
2017,EAV-100909-G,"Iron, steel: filter dust containing dangerous substances",55.0,14.2,13.9
2017,EAV-100911-G,"Iron, steel: Other particles with dangerous substances",3.0,0.5,
2017,EAV-100913-G,"Iron, steel: Abf. v. Binders with dangerous St.",,,
2017,EAV-100915-G,"Iron, steel: Removal of crack-indicating substances",,,
2017,EAV-101005-G,"Non-ferrous metals: casting moulds, casting sands before casting",,,
2017,EAV-101007-G,"Non-ferrous metal: casting molds, sand after casting",7.0,5.6,5.6
2017,EAV-101009-G,Non-ferrous metals: filter dust with hazardous substances,22.0,4.5,2.4
2017,EAV-101011-G,Non-ferrous metal: And. Particles with dangerous substances,,,
2017,EAV-101013-G,Non-ferrous metal:Abf.v. Binding agents with hazardous St.,,,
2017,EAV-101015-G,Non-ferrous metals: waste from crack-indicating subst.,,,
2017,EAV-101109-G,Batch waste with hazardous fabrics v. d. Melt,13.0,0.8,0.6
2017,EAV-101111-G,Glass waste in small particles and glass dust,17.0,9.4,8.2
2017,EAV-101113-G,Glass polishing and glass grinding sludge,23.0,1.1,1.1
2017,EAV-101115-G,Glass production: Solid waste from waste gas treatment,45.0,2.8,2.7
2017,EAV-101117-G,"Glass production: sludge, filter k. from exhaust gas tank.",,,
2017,EAV-101119-G,Glass manuf.: Solid waste a. own waste water tank,13.0,1.2,1.0
2017,EAV-101209-G,Ceramic products: Solid waste a. Exhaust gas treatment,17.0,5.5,3.8
2017,EAV-101211-G,Ceramic products: Glaze waste with heavy metals,,,
2017,EAV-101309-G,Asbestos-containing waste a. Manufacture. v. asbestos cement,,,
2017,EAV-101312-G,Cement among others: Solid waste from exhaust gas treatment,11.0,3.6,3.4
2017,EAV-101401-G,Crematoriums:Mercury h. Waste from gas cleaning,70.0,0.8,0.5
2017,EAV-11,Waste from chemical surface treatment,2125.0,609.0,570.1
2017,EAV-110105-G,Surface treatment: Acid pickling solutions,539.0,83.1,77.1
2017,EAV-110106-G,Surface treat.: acids n.e.c.,144.0,13.0,11.5
2017,EAV-110107-G,Surface treatment: Alkaline pickling solutions,479.0,92.0,87.4
2017,EAV-110108-G,Surface treatment: phosphating sludge,211.0,11.2,10.0
2017,EAV-110109-G,"Surface treatment: sludges, filter cakes w.f.st.",928.0,108.6,93.7
2017,EAV-110111-G,Surface treatment: Aqueous rinsing liquid. m.f.st.,741.0,98.9,91.1
2017,EAV-110113-G,Surface treatment: Waste from degreasing with,181.0,15.2,14.0
2017,EAV-110115-G,"Surface treatment: eluates, sludges a. Membrane system",4.0,0.7,0.7
2017,EAV-110116-G,Surface treatment: ion exchange resins,,,
2017,EAV-110198-G,Surface treatment: Other waste with hazardous St.,233.0,19.3,17.9
2017,EAV-110202-G,Zinc hydrometallurgy sludges,7.0,148.5,148.5
2017,EAV-110205-G,Waste from copper hydrometallurgy processes,,,
2017,EAV-110207-G,Non-ferrous hydrometallurgy:And.Abf. with dangerous tax,,,
2017,EAV-110301-G,"Slurries, solids from hardening processes: Cyanidh. waste",29.0,0.5,0.4
2017,EAV-110302-G,"Sludges, solids from hardening processes: Other wastes",59.0,1.3,1.2
2017,EAV-110503-G,Galvanizing: Solid waste from exhaust gas treatment,22.0,0.3,0.3
2017,EAV-110504-G,Galvanizing: Used flux,5.0,0.2,0.2
2017,EAV-12,Waste from mechanical shaping processes,3915.0,1062.6,816.0
2017,EAV-120106-G,Halogen-containing mineral oil-based machining oils,,,
2017,EAV-120107-G,Halogen-free processing oils based on mineral oil,106.0,79.5,24.5
2017,EAV-120108-G,Halogenated machining emulsions and. -solutions,26.0,2.5,2.3
2017,EAV-120109-G,Halogen-free machining emulsions and solutions,3059.0,772.3,618.6
2017,EAV-120110-G,Synthetic machining oils,18.0,0.5,0.5
2017,EAV-120112-G,Used waxes and fats,212.0,8.7,6.6
2017,EAV-120114-G,Processing sludge with dangerous substances,275.0,23.4,22.3
2017,EAV-120116-G,Abrasive waste (with hazardous substances),426.0,27.6,22.9
2017,EAV-120118-G,"Oily metal sludge (grinding sludge, etc.)",450.0,88.3,64.7
2017,EAV-120119-G,Easily biodegradable machining oils,,,
2017,EAV-120120-G,Used honing and abrasives containing hazardous substances,98.0,9.7,8.0
2017,EAV-120301-G,Aqueous washing liquids,351.0,48.8,44.2
2017,EAV-120302-G,Vapor degreasing waste,16.0,1.1,1.1
2017,EAV-13,Oil waste and liquid fuel waste,3737.0,1395.5,1177.5
2017,EAV-130101-G,Hydraulic oils containing PCBs,7.0,0.1,0.0
2017,EAV-130104-G,Hydraulic oils: Chlorinated emulsions,,,
2017,EAV-130105-G,Hydraulic oils: Non-chlorinated emulsions,83.0,9.3,8.6
2017,EAV-130109-G,Chlorinated hydraulic oils based on mineral oil,,,
2017,EAV-130110-G,"Mineral oil-based, non-chlorinated hydraulic oils",75.0,2.7,2.4
2017,EAV-130111-G,Synthetic hydraulic oils,7.0,0.1,0.1
2017,EAV-130112-G,Easily biodegradable hydraulic oils,5.0,0.0,0.0
2017,EAV-130113-G,Other hydraulic oils,6.0,0.1,0.1
2017,EAV-130204-G,"Chlorinated engine, gear and lubricating oils",54.0,1.5,1.1
2017,EAV-130205-G,"Non-chlorinated machines, gears and. lubricating oils",1450.0,511.2,389.5
2017,EAV-130206-G,"Synthetic machine, gear and lubricating oils",12.0,0.5,0.5
2017,EAV-130207-G,Easily biodegradable. Machine and gear oils,,,
2017,EAV-130208-G,"Other machine, gear and lubricating oils",120.0,33.6,19.6
2017,EAV-130301-G,Insulating and heat transfer oils with PCB,39.0,1.2,0.6
2017,EAV-130306-G,Chlorine. Insulating and heat transfer oils(oh.130301),,,
2017,EAV-130307-G,Non-chlorinated insulating and heat transfer oils,184.0,10.9,10.3
2017,EAV-130308-G,Synthetic insulating and heat transfer oils,18.0,0.9,0.8
2017,EAV-130309-G,biologist easily degradable insulating u. heat transfer oils,,,
2017,EAV-130310-G,Other insulating and heat transfer oils,22.0,0.3,0.3
2017,EAV-130401-G,Bilge oils from inland shipping,9.0,3.6,3.5
2017,EAV-130402-G,Bilge oils from pier drains,,,
2017,EAV-130403-G,Bilge oils from other shipping,18.0,131.1,129.9
2017,EAV-130501-G,Solid waste from sand traps and oil/water separation.,173.0,56.1,47.2
2017,EAV-130502-G,Sludge from oil/water separators,768.0,165.7,155.1
2017,EAV-130503-G,Sludge from intake shafts,401.0,105.8,98.8
2017,EAV-130506-G,Oils from oil/water separators,24.0,4.0,3.3
2017,EAV-130507-G,Oily water from oil/water separators,199.0,44.3,35.4
2017,EAV-130508-G,"Waste mixtures from sand traps, oil/water separation.",877.0,192.3,180.7
2017,EAV-130701-G,Heating oil and diesel,145.0,14.8,11.9
2017,EAV-130702-G,Petrol,41.0,1.4,1.3
2017,EAV-130703-G,Other fuels (including mixtures),185.0,31.6,17.5
2017,EAV-130801-G,Oil waste: sludges or emulsions from desalters,,,
2017,EAV-130802-G,Oil waste: Other emulsions,150.0,36.6,28.9
2017,EAV-130899-G,Oil waste: wastes not otherwise specified,170.0,35.6,30.0
2017,EAV-14,"Waste from organic solvents, coolants",692.0,100.4,63.3
2017,EAV-140601-G,"Chlorofluorocarbons, HCFC, HFC",57.0,1.8,1.5
2017,EAV-140602-G,Other halogenated solvents and solvent mixtures.,117.0,10.9,2.6
2017,EAV-140603-G,Other solvents and solvent mixtures,586.0,82.3,54.6
2017,EAV-140604-G,"Sludge, solid waste (halogenated solvents)",12.0,0.1,0.1
2017,EAV-140605-G,"Sludges, solid waste (other solvents)",53.0,5.3,4.5
2017,EAV-15,"Packaging waste, absorbent masses, wipes",2564.0,265.7,200.1
2017,EAV-150110-G,Packaging with residues of dangerous substances,1109.0,62.4,49.8
2017,EAV-150111-G,Metal packaging,27.0,1.2,1.2
2017,EAV-150202-G,"Absorbent and filter materials, wipes",2103.0,202.0,149.2
2017,EAV-16,Waste not included elsewhere in the inventory,2977.0,1020.8,784.6
2017,EAV-160104-G,end-of-life vehicles,33.0,50.1,50.1
2017,EAV-160107-G,Old vehicles: oil filter,94.0,11.2,9.6
2017,EAV-160108-G,Old vehicles: components containing mercury,,,
2017,EAV-160109-G,End-of-life vehicles: Components containing PCBs,,,
2017,EAV-160110-G,End-of-life vehicles: Explosive components (e.g. from airbags),61.0,4.1,3.2
2017,EAV-160111-G,Old vehicles: brake pads containing asbestos,3.0,0.0,0.0
2017,EAV-160113-G,Old vehicles: brake fluids,141.0,13.9,10.2
2017,EAV-160114-G,End-of-life vehicles: antifreeze m.dangerous. fabrics,225.0,27.4,20.1
2017,EAV-160121-G,"dangerous Components (without 160107-160111,160113-160114)",64.0,5.7,5.3
2017,EAV-160209-G,transformers and Capacitors containing PCB.,187.0,2.1,1.7
2017,EAV-160210-G,Used devices containing PCB (oh.160209),4.0,0.0,0.0
2017,EAV-160211-G,Used equipment,176.0,16.3,8.6
2017,EAV-160212-G,Used equipment containing free asbestos,107.0,8.4,7.8
2017,EAV-160213-G,Used devices with dangerous components (oh.160209-12),534.0,55.2,43.2
2017,EAV-160215-G,Dangerous components removed from used devices,116.0,41.8,27.8
2017,EAV-160303-G,Bad batches: inorganic waste with hazardous substances,91.0,6.4,6.1
2017,EAV-160305-G,Bad batches: Organic waste is hazardous. substances,164.0,11.4,10.6
2017,EAV-160401-G,Ammunition waste,11.0,0.1,0.0
2017,EAV-160402-G,firecracker waste,9.0,0.4,0.2
2017,EAV-160403-G,Other explosive waste,30.0,0.4,0.3
2017,EAV-160504-G,Gases containing dangerous substances in pressure vessels.,383.0,7.2,5.2
2017,EAV-160506-G,Laboratory chemicals made from hazardous substances,236.0,4.8,3.6
2017,EAV-160507-G,Used inorganic chemicals,411.0,6.7,5.5
2017,EAV-160508-G,Used organic chemicals,413.0,7.1,5.9
2017,EAV-160601-G,Lead batteries,477.0,345.9,258.3
2017,EAV-160602-G,Ni~Cd-Battery Garden,95.0,1.2,1.0
2017,EAV-160603-G,Batteries containing mercury,11.0,0.1,0.1
2017,EAV-160606-G,"Separately collected electrolytes a. batteries, rechargeable battery.",30.0,2.6,2.0
2017,EAV-160708-G,"Tanks, barrels: waste containing oil",675.0,145.0,135.2
2017,EAV-160709-G,"Tanks, barrels: waste with other hazardous St.",197.0,24.3,22.7
2017,EAV-160802-G,Used catalyst. with.dangerous.transition-metals,102.0,9.2,8.9
2017,EAV-160805-G,Used catalysts with phosphoric acid,3.0,0.2,0.2
2017,EAV-160806-G,Used Fluids (Catalysts),3.0,0.2,0.2
2017,EAV-160807-G,Used catalytic converters containing dangerous substances,119.0,6.8,5.5
2017,EAV-160901-G,"Permanganate, z.B. Potassium permanganate",3.0,0.0,0.0
2017,EAV-160902-G,"Chromates (potassium chromate, potassium or sodium dichromate)",5.0,0.0,0.0
2017,EAV-160903-G,"Peroxides, e.g. hydrogen peroxide",16.0,0.1,0.1
2017,EAV-160904-G,Oxidizing substances n.e.c.,7.0,0.1,0.1
2017,EAV-161001-G,Aqueous liquid waste containing hazardous substances,355.0,143.0,68.9
2017,EAV-161003-G,Aqueous concentrates with dangerous substances,67.0,8.5,6.1
2017,EAV-161101-G,Metallurgical refractory materials. processes,17.0,11.1,10.3
2017,EAV-161103-G,Other linings and fireproof materials,73.0,26.0,25.7
2017,EAV-161105-G,Non-metallurgical refractory materials. percent,121.0,15.8,14.3
2017,EAV-17,construction and demolition waste,12754.0,9025.4,8010.9
2017,EAV-170106-G,"Mixtures of o. separate fractions v. Concrete, etc.",1625.0,850.5,828.4
2017,EAV-170204-G,"Glass, plastic and wood containing dangerous substances",4451.0,1057.6,864.4
2017,EAV-170301-G,Bitumen mixtures containing coal tar,3301.0,3598.8,3108.5
2017,EAV-170303-G,Coal tar and tar-containing products,1419.0,223.7,151.7
2017,EAV-170409-G,Metal waste containing hazardous substances,194.0,12.8,12.4
2017,EAV-170410-G,"Cables that contain oil, coal tar, etc. are dangerous. Substances included",272.0,11.7,9.2
2017,EAV-170503-G,Soil and stones containing hazardous substances,2088.0,2076.5,1982.9
2017,EAV-170505-G,Dredged material containing dangerous substances,45.0,38.8,37.5
2017,EAV-170507-G,Track ballast containing dangerous substances,94.0,227.5,221.3
2017,EAV-170601-G,Insulation material containing asbestos,284.0,10.8,9.3
2017,EAV-170603-G,other insulation material,2677.0,242.2,195.2
2017,EAV-170605-G,Building materials containing asbestos,3618.0,591.0,509.9
2017,EAV-170801-G,Contaminated gypsum-based building materials,8.0,1.3,1.3
2017,EAV-170901-G,Construction and demolition waste containing mercury,4.0,28.7,28.7
2017,EAV-170902-G,Construction and demolition waste containing PCBs,152.0,7.1,6.8
2017,EAV-170903-G,Other construction and demolition waste,320.0,46.6,43.5
2017,EAV-18,Waste from medical care,245.0,26.6,20.9
2017,EAV-180103-G,Waste (especially requirements from the point of view of preventing infection),179.0,21.2,16.7
2017,EAV-180106-G,Chemicals consisting of dangerous substances,31.0,0.4,0.4
2017,EAV-180108-G,cytotoxic. and cytostatic drugs for humans,73.0,3.8,2.9
2017,EAV-180110-G,Dental amalgam waste,35.0,0.1,0.0
2017,EAV-180202-G,Waste (especially requirements from the point of view of preventing infection),48.0,1.1,0.8
2017,EAV-180205-G,Chemicals composed of hazardous substances,,,
2017,EAV-180207-G,Cytotoxic and. cytostatic drugs for.animals,,,
2017,EAV-19,"Waste from waste treatment plants, etc.",1651.0,6643.1,2932.1
2017,EAV-190105-G,"Combustion, pyrolysis: filter cake from exhaust gas treatment.",29.0,54.3,42.5
2017,EAV-190106-G,"Combustion, pyrolysis: Aqueous liquid waste from flue gas tank",36.0,68.8,20.9
2017,EAV-190107-G,"Combustion, pyrolysis: solid waste a. flue gas treatment",117.0,698.4,327.6
2017,EAV-190110-G,"Combustion, pyrolysis: Used activated carbon a. Exhaust gas tank",24.0,6.9,2.2
2017,EAV-190111-G,"Combustion, pyrolysis: grate, boiler ashes, slag",101.0,696.9,332.8
2017,EAV-190113-G,"Combustion, pyrolysis: filter dust with dangerous St.",121.0,608.3,356.1
2017,EAV-190115-G,"Combustion, pyrolysis: boiler dust is dangerous. fabrics",34.0,69.1,31.4
2017,EAV-190117-G,Pyrolysis Wastes containing dangerous substances,7.0,0.6,0.6
2017,EAV-190204-G,Premixed waste with at least one hazardous waste,93.0,678.9,140.8
2017,EAV-190205-G,Sludge from physical and chemical treatment,370.0,547.5,251.0
2017,EAV-190207-G,Oil and concentrates from separation processes,194.0,170.9,94.7
2017,EAV-190208-G,Liquid combustible waste with hazardous fabrics,42.0,111.4,30.7
2017,EAV-190209-G,Solid combustible waste containing hazardous substances,10.0,3.0,2.7
2017,EAV-190211-G,Other wastes containing dangerous substances,28.0,3.7,2.2
2017,EAV-190304-G,as dangerous classified partially stabilized waste,7.0,130.0,53.6
2017,EAV-190306-G,Solid waste classified as hazardous,15.0,386.4,52.7
2017,EAV-190402-G,Filter dust and other waste from exhaust gas treatment,,,
2017,EAV-190403-G,Non-vitrified solid phase,,,
2017,EAV-190702-G,"Landfill leachate, the hazardous contains substances",73.0,263.8,149.6
2017,EAV-190806-G,Saturated or spent ion exchange resins,44.0,0.6,0.6
2017,EAV-190807-G,Solutions and sludges from regeneration of ion exhaust.,,,
2017,EAV-190808-G,Waste containing heavy metals from membrane systems,5.0,16.5,8.0
2017,EAV-190810-G,Fat and oil mixtures from oil separators (oh.190809),9.0,0.4,0.4
2017,EAV-190811-G,Sludges from biological treatment of industrial waste water,31.0,168.1,161.6
2017,EAV-190813-G,Slurries with hazardous Substances from industrial wastewater,254.0,143.6,132.0
2017,EAV-191003-G,Shredder light fractions and dust,19.0,4.3,2.8
2017,EAV-191005-G,Other factions that are dangerous contain substances,4.0,3.7,1.0
2017,EAV-191101-G,Waste oil treatment: used filter clay,10.0,3.0,2.9
2017,EAV-191102-G,Waste oil processing: acid tars,,,
2017,EAV-191103-G,Waste oil treatment: Aqueous liquid waste,,,
2017,EAV-191104-G,Waste oil processing: Abf.a.d. Fuel cleaning with bases,,,
2017,EAV-191105-G,Waste oil treatment: sludge (company wastewater tank),12.0,0.8,0.8
2017,EAV-191107-G,Waste oil treatment: Waste from exhaust gas cleaning,,,
2017,EAV-191206-G,Mechanical waste treatment: wood with hazardous fabrics,297.0,870.0,355.7
2017,EAV-191211-G,Other waste (including mixed materials),230.0,696.6,296.7
2017,EAV-191301-G,Solid waste from soil remediation,29.0,170.1,68.9
2017,EAV-191303-G,Sludge from soil remediation,11.0,63.8,6.0
