GENESIS-Tabelle: 32161-0002
Betriebe, erzeugte Abfallmenge: Deutschland, Jahre,;;;;;;
Wirtschaftszweige, Abfallarten;;;;;;
Erhebung über die Abfallerzeugung;;;;;;
Deutschland;;;;;;
;;;;;Betriebe;Erzeugte Abfallmenge
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;16;0,1
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;54;8,2
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-07;Abfälle aus organisch-chemischen Prozessen;77;1,2
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;137;0,1
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-09;Abfälle aus der fotografischen Industrie;-;-
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-10;Abfälle aus thermischen Prozessen;72;11543,4
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;22;0,2
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;96;7,4
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;251;13,5
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;57;0,1
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;384;23,0
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;294;28,9
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-17;Bau- und Abbruchabfälle;318;1207,0
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-18;Abfälle aus der medizinischen Versorgung;16;0,0
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;169;820,5
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);453;76,6
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-99;Gefährliche Abfälle;-;-
2014;WZ08-35-01;Energieversorgung, Wasserversorgung;;Insgesamt;460;13733,3
2014;WZ08-45-04;Dienstleistungen;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;6;0,1
2014;WZ08-45-04;Dienstleistungen;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;774;68,5
2014;WZ08-45-04;Dienstleistungen;EAV-03;Abfälle aus der Holzbearbeitung u.a.;54;1,1
2014;WZ08-45-04;Dienstleistungen;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;7;0,0
2014;WZ08-45-04;Dienstleistungen;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;5;6,0
2014;WZ08-45-04;Dienstleistungen;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;250;3,7
2014;WZ08-45-04;Dienstleistungen;EAV-07;Abfälle aus organisch-chemischen Prozessen;434;19,0
2014;WZ08-45-04;Dienstleistungen;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;525;3,4
2014;WZ08-45-04;Dienstleistungen;EAV-09;Abfälle aus der fotografischen Industrie;317;2,0
2014;WZ08-45-04;Dienstleistungen;EAV-10;Abfälle aus thermischen Prozessen;49;63,6
2014;WZ08-45-04;Dienstleistungen;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;123;1,9
2014;WZ08-45-04;Dienstleistungen;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;218;14,2
2014;WZ08-45-04;Dienstleistungen;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;583;19,6
2014;WZ08-45-04;Dienstleistungen;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;267;1,5
2014;WZ08-45-04;Dienstleistungen;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;2577;679,4
2014;WZ08-45-04;Dienstleistungen;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;1137;43,4
2014;WZ08-45-04;Dienstleistungen;EAV-17;Bau- und Abbruchabfälle;1229;1761,0
2014;WZ08-45-04;Dienstleistungen;EAV-18;Abfälle aus der medizinischen Versorgung;815;232,6
2014;WZ08-45-04;Dienstleistungen;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;289;88,3
2014;WZ08-45-04;Dienstleistungen;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);3184;1428,0
2014;WZ08-45-04;Dienstleistungen;EAV-99;Gefährliche Abfälle;-;-
2014;WZ08-45-04;Dienstleistungen;;Insgesamt;3222;4437,5
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;197;377,9
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-03;Abfälle aus der Holzbearbeitung u.a.;3;0,0
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;3;0,0
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;4;0,0
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-07;Abfälle aus organisch-chemischen Prozessen;6;0,1
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;6;0,0
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-09;Abfälle aus der fotografischen Industrie;-;-
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-10;Abfälle aus thermischen Prozessen;4;0,1
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;3;0,1
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;109;1,0
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;12;0,0
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;321;16,4
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;118;1,0
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-17;Bau- und Abbruchabfälle;113;8,8
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-18;Abfälle aus der medizinischen Versorgung;5;0,2
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;16;0,4
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);342;17,9
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;EAV-99;Gefährliche Abfälle;-;-
2018;WZ08-01-03;Land- und Forstwirtschaft, Fischerei;;Insgesamt;366;423,9
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;8;0,2
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;10;0,3
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-07;Abfälle aus organisch-chemischen Prozessen;10;0,1
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;17;0,0
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-09;Abfälle aus der fotografischen Industrie;-;-
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-10;Abfälle aus thermischen Prozessen;8;9,3
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;6;0,0
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;14;0,5
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;37;3,1
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;9;0,0
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;45;2,9
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;32;13,6
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-17;Bau- und Abbruchabfälle;35;414,4
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-18;Abfälle aus der medizinischen Versorgung;-;-
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;14;9,0
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);49;7,5
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;EAV-99;Gefährliche Abfälle;-;-
2018;WZ08-05-02;Bergbau und Gewinnung von Steinen und Erden;;Insgesamt;49;463,3
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;1086;5015,5
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-03;Abfälle aus der Holzbearbeitung u.a.;5;0,1
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;11;0,0
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;102;27,1
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-07;Abfälle aus organisch-chemischen Prozessen;135;25,0
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;142;0,2
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-09;Abfälle aus der fotografischen Industrie;-;-
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-10;Abfälle aus thermischen Prozessen;43;82,3
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;26;0,1
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;113;2,1
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;519;5,3
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;128;0,1
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;1342;543,8
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;438;3,1
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-17;Bau- und Abbruchabfälle;642;127,5
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-18;Abfälle aus der medizinischen Versorgung;12;0,1
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;263;102,3
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);1379;383,3
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-99;Gefährliche Abfälle;-;-
2018;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;;Insgesamt;1451;6318,3
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;8;0,3
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-03;Abfälle aus der Holzbearbeitung u.a.;7;0,1
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;248;94,4
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;28;0,1
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-07;Abfälle aus organisch-chemischen Prozessen;91;11,8
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;96;3,7
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-09;Abfälle aus der fotografischen Industrie;-;-
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-10;Abfälle aus thermischen Prozessen;10;2,4
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;14;0,3
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;52;0,6
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;128;2,4
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;39;0,4
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;468;55,0
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;122;1,9
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-17;Bau- und Abbruchabfälle;200;7,2
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-18;Abfälle aus der medizinischen Versorgung;-;-
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;49;11,3
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);467;37,8
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;EAV-99;Gefährliche Abfälle;-;-
2018;WZ08-13-03;Textil- und Bekleidungsgewerbe, Ledergewerbe;;Insgesamt;503;229,7
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;12;0,1
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-03;Abfälle aus der Holzbearbeitung u.a.;198;3202,5
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-06;Abfälle aus anorganisch-chemischen Prozessen;15;0,1
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-07;Abfälle aus organisch-chemischen Prozessen;50;2,4
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;132;7,4
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-09;Abfälle aus der fotografischen Industrie;-;-
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-10;Abfälle aus thermischen Prozessen;143;157,9
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;10;0,1
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;54;1,8
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;101;2,8
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;23;0,1
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;307;36,1
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;95;3,8
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-17;Bau- und Abbruchabfälle;183;52,6
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-18;Abfälle aus der medizinischen Versorgung;-;-
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;40;79,8
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);329;34,8
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-99;Gefährliche Abfälle;-;-
2018;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);;Insgesamt;348;3582,6
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;49;1,0
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-03;Abfälle aus der Holzbearbeitung u.a.;303;4423,8
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;10;7,5
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;63;3,5
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-07;Abfälle aus organisch-chemischen Prozessen;185;21,4
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;638;55,0
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-09;Abfälle aus der fotografischen Industrie;277;18,9
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-10;Abfälle aus thermischen Prozessen;31;242,3
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;52;0,7
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;123;6,8
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;368;3,6
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;239;9,2
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;943;574,5
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;330;9,2
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-17;Bau- und Abbruchabfälle;509;101,6
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-18;Abfälle aus der medizinischen Versorgung;3;0,0
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;158;113,7
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);1005;959,5
2018;WZ08-17-03;Papier- und Druckgewerbe;EAV-99;Gefährliche Abfälle;-;-
2018;WZ08-17-03;Papier- und Druckgewerbe;;Insgesamt;1039;6552,3
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;8;0,2
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;22;40,8
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;15;40,7
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-07;Abfälle aus organisch-chemischen Prozessen;26;12,2
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;11;0,1
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-09;Abfälle aus der fotografischen Industrie;-;-
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-10;Abfälle aus thermischen Prozessen;10;166,0
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;6;0,1
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;26;5,8
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;38;19,2
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;15;0,4
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;48;5,5
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;39;26,0
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-17;Bau- und Abbruchabfälle;38;133,6
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-18;Abfälle aus der medizinischen Versorgung;4;0,0
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;21;25,9
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);47;10,0
2018;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-99;Gefährliche Abfälle;-;-
2018;WZ08-19;Kokerei und Mineralölverarbeitung;;Insgesamt;50;486,5
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;27;927,0
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;233;429,3
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-03;Abfälle aus der Holzbearbeitung u.a.;69;23,7
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;34;8,7
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;21;17,0
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;455;400,7
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-07;Abfälle aus organisch-chemischen Prozessen;1739;1516,4
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;945;103,6
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-09;Abfälle aus der fotografischen Industrie;17;1,6
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-10;Abfälle aus thermischen Prozessen;150;381,4
