GENESIS-Tabelle: 32161-0001
Betriebe, erzeugte Abfallmenge: Deutschland, Jahre,;;;;
Abfallarten;;;;
Erhebung über die Abfallerzeugung;;;;
Deutschland;;;;
;;;Betriebe;Erzeugte Abfallmenge
2018;EAV-070612-U;  Schlämme aus betriebseign. Abwasserbeh.(oh.070611);22;15,6
2018;EAV-070699-U;  Fette, Seifen, Schmierstoffe u.a.: Abfälle a.n.g.;145;34,0
2018;EAV-070701-G;  Feinchemikalien: Wässrige Waschfl., Mutterlaugen;234;94,6
2018;EAV-070703-G;  Feinchemikalien: Halogenorg.Lösemittel, Waschfl.;141;12,9
2018;EAV-070704-G;  Feinchemikalien: organ. Lösemittel, Waschflüssigk.;538;55,7
2018;EAV-070707-G;  Feinchemikalien: Halog.Reaktions-, Destill.rückst.;24;17,4
2018;EAV-070708-G;  Feinchemikalien: Reaktions-, Destillationsrückst.;79;116,5
2018;EAV-070709-G;  Feinchemikalien: Halog.Filterkuchen, Aufsaugmat.;16;0,5
2018;EAV-070710-G;  Feinchemikalien: Filterkuchen, Aufsaugmaterialien;35;2,9
2018;EAV-070711-G;  Feinchemikalien:Schlämme(betriebseig.Abwasserbeh.);19;2,9
2018;EAV-070712-U;  Schlämme aus betriebseign. Abwasserbeh.(oh.070711);9;3,0
2018;EAV-070799-U;  Feinchemikalien: Abfälle a.n.g.;16;1,6
2018;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;;
2018;EAV-080111-G;  Farb- und Lackabfälle mit gefährlichen Stoffen;4118;158,6
2018;EAV-080112-U;  Farb- und Lackabfälle (ohne 080111);758;16,2
2018;EAV-080113-G;  Farb- und Lackschlämme mit gefährlichen Stoffen;483;28,3
2018;EAV-080114-U;  Farb- und Lackschlämme (ohne 080113);45;3,1
2018;EAV-080115-G;  Farben, Lacke: Wässrige Schlämme mit gefährl. St.;163;14,1
2018;EAV-080116-U;  Wässrige Schlämme (ohne 080115);448;28,9
2018;EAV-080117-G;  Abfälle aus der Farb- oder Lackentfernung;264;19,1
2018;EAV-080118-U;  Abfälle aus Farb- od. Lackentfernung (oh. 080117);102;3,6
2018;EAV-080119-G;  Wässrige Suspensionen, Farben o. Lacke enthaltend;59;10,9
2018;EAV-080120-U;  Wässrige Suspensionen (ohne 080119);131;9,2
2018;EAV-080121-G;  Farb- oder Lackentfernerabfälle;14;0,3
2018;EAV-080199-U;  Farben, Lacke: Abfälle a.n.g.;7;0,3
2018;EAV-080201-U;  Abfälle von Beschichtungspulver;145;4,7
2018;EAV-080202-U;  Wässrige Schlämme,keramische Werkstoffe enthaltend;20;6,9
2018;EAV-080203-U;  Wässrige Suspensionen,keram. Werkstoffe enthaltend;10;2,0
2018;EAV-080299-U;  Andere Beschichtungen: Abfälle a.n.g.;4;0,7
2018;EAV-080307-U;  Wässrige Schlämme, die Druckfarben enthalten;6;0,4
2018;EAV-080308-U;  Wässrige flüssige Abfälle,d. Druckfarben enthalten;71;7,1
2018;EAV-080312-G;  Druckfarbenabfälle mit gefährlichen Stoffen;287;16,2
2018;EAV-080313-U;  Druckfarbenabfälle (ohne 080312);99;2,6
2018;EAV-080314-G;  Druckfarbenschlämme mit gefährlichen Stoffen;93;13,4
2018;EAV-080315-U;  Druckfarbenschlämme (ohne 080314);9;0,3
2018;EAV-080316-G;  Abfälle von Ätzlösungen;-;-
2018;EAV-080317-G;  Tonerabfälle, die gefährliche Stoffe enthalten;53;0,0
2018;EAV-080318-U;  Tonerabfälle (ohne 080317);322;1,3
2018;EAV-080319-G;  Dispersionsöl;14;0,1
2018;EAV-080399-U;  Druckfarben: Abfälle a.n.g.;3;0,0
2018;EAV-080409-G;  Klebstoff- und Dichtmassenabfälle mit gefährl. St.;1351;36,7
2018;EAV-080410-U;  Klebstoff- und Dichtmassenabfälle (ohne 080409);294;75,7
2018;EAV-080411-G;  Klebstoff- und dichtmassenhaltige Schlämme;10;0,2
2018;EAV-080412-U;  Klebstoff- u. dichtmassenhalt. Schlämme(oh.080411);8;0,9
2018;EAV-080413-G;  Klebst.,Dichtm.: Wässrige Schlämme m.gefährl.St.;15;0,5
2018;EAV-080414-U;  Wässrige Schlämme (ohne 080413);40;4,3
2018;EAV-080415-G;  Klebst.,Dichtm.:Wässrige flüssige Abf.m.gefährl.St;9;0,3
2018;EAV-080416-U;  Wässrige flüssige Abfälle (ohne 080415);41;7,3
2018;EAV-080417-G;  Klebstoffe, Dichtmassen: Harzöle;-;-
2018;EAV-080499-U;  Klebstoffe, Dichtmassen: Abfälle a.n.g.;5;0,3
2018;EAV-080501-G;  Isocyanatabfälle;109;0,6
2018;EAV-09;Abfälle aus der fotografischen Industrie;;
2018;EAV-090101-G;  Entwickler und Aktivatorenlösungen auf Wasserbasis;245;0,5
2018;EAV-090102-G;  Offsetdruckplatten-Entwicklerlösungen;238;17,9
2018;EAV-090103-G;  Entwicklerlösungen auf Lösemittelbasis;8;0,1
2018;EAV-090104-G;  Fixierbäder;188;0,5
2018;EAV-090105-G;  Bleichlösungen und Bleich-Fixier-Bäder;3;0,2
2018;EAV-090106-G;  Silberhaltige Abfälle aus Beh. fotograf. Abfälle;-;-
2018;EAV-090107-U;  Filme und fotografische Papiere mit Silber;109;1,1
2018;EAV-090108-U;  Filme und fotografische Papiere ohne Silber;76;1,2
2018;EAV-090110-U;  Einwegkameras ohne Batterien;-;-
2018;EAV-090111-G;  Einwegkameras mit Batterien (160601-160603);-;-
2018;EAV-090112-U;  Einwegkameras mit Batterien (ohne 090111);-;-
2018;EAV-090113-G;  Abfälle aus Silberrückgewinnung (ohne 090106);-;-
2018;EAV-090199-U;  Fotografische Industrie: Abfälle a.n.g.;7;0,4
2018;EAV-10;Abfälle aus thermischen Prozessen;;
2018;EAV-100101-U;  Rost-u. Kesselasche,Schlacken,Kesselst.(oh.100104);378;5384,9
2018;EAV-100102-U;  Filterstäube aus Kohlefeuerung;53;1520,2
2018;EAV-100103-U;  Filterstäube aus Torffeuerung und Feuerung;38;21,3
2018;EAV-100104-G;  Filterstäube und Kesselstaub aus Ölfeuerung;15;2,8
2018;EAV-100105-U;  Reaktionsabfälle auf Calciumbasis in fester Form;43;532,9
2018;EAV-100107-U;  Reaktionsabfälle auf Calciumbasis (Schlämme);13;30,7
2018;EAV-100109-G;  Schwefelsäure;-;-
2018;EAV-100113-G;  Filterstäube aus emulgierten Kohlenwasserstoffen;-;-
2018;EAV-100114-G;  Rost- und Kesselasche, Schlacken, Kesselstaub;20;8,3
2018;EAV-100115-U;  Rost-u. Kesselasche,Schlacken,Kesselst.(oh.100114);38;1139,9
2018;EAV-100116-G;  Filterstäube aus der Abfallmitverbrennung;17;21,1
2018;EAV-100117-U;  Filterstäube aus Abfallmitverbrennung (oh.100116);20;3552,6
2018;EAV-100118-G;  Abfälle aus der Abgasbehandlung mit gefährl. St.;44;47,8
2018;EAV-100119-U;  Abfälle a. Abgasbehandl.(oh.100105,100107,100118);21;10,3
2018;EAV-100120-G;  Kraftwerke u.a.:Schlämme(betriebseig.Abwasserbeh.);4;2,1
2018;EAV-100121-U;  Schlämme a. betriebs.Abwasserbehandlung(oh.100120);5;0,8
2018;EAV-100122-G;  Kraftwerke u.a.:Wässrige Schlämme a. Kesselreinig.;3;1,1
2018;EAV-100123-U;  Wässrige Schlämme aus Kesselreinigung (oh.100122);5;0,2
2018;EAV-100124-U;  Kraftwerke u.a.: Sande aus Wirbelschichtfeuerung;-;-
2018;EAV-100125-U;  Abfälle aus Lagerung u. Vorbereitung von Brennst.;6;9,4
2018;EAV-100126-U;  Abfälle aus der Kühlwasserbehandlung;7;3,4
2018;EAV-100199-U;  Kraftwerke u.a. Verbrennungsanlagen:Abfälle a.n.g.;-;-
2018;EAV-100201-U;  Eisen-,Stahlind.: Abfälle aus Schlackeverarbeitung;15;851,9
2018;EAV-100202-U;  Eisen-,Stahlind.: Unbearbeitete Schlacke;53;1443,0
2018;EAV-100207-G;  Eisen-,Stahlind.: Feste Abfälle aus Abgasbehandl.;59;263,1
2018;EAV-100208-U;  Abfälle aus der Abgasbehandlung (ohne 100207);26;413,8
2018;EAV-100210-U;  Eisen-,Stahlind.: Walzzunder;81;417,8
2018;EAV-100211-G;  Eisen-,Stahlind.: Ölhalt. Abf. aus Kühlwasserbeh.;13;4,8
2018;EAV-100212-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100211);3;0,1
2018;EAV-100213-G;  Eisen-,Stahlind.: Schlämme, Filterk. aus Abgasbeh.;10;155,6
2018;EAV-100214-U;  Schlämme u. Filterkuchen aus Abgasbeh. (oh.100213);4;134,8
2018;EAV-100215-U;  Eisen-,Stahlind.: Andere Schlämme und Filterkuchen;18;251,3
2018;EAV-100299-U;  Eisen- und Stahlindustrie: Abfälle a.n.g.;11;2,7
2018;EAV-100302-U;  Aluminium-Metallurgie: Anodenschrott;5;1,1
2018;EAV-100304-G;  Aluminium-Metallurgie: Schlacken aus Erstschmelze;-;-
2018;EAV-100305-U;  Aluminium-Metallurgie: Aluminiumoxidabfälle;11;1,7
2018;EAV-100308-G;  Aluminium-Metallurgie:Salzschlacken a.Zweitschmel.;5;192,8
2018;EAV-100309-G;  Aluminium-Metallurgie:Schwarze Krätzen a.Zweitsch.;-;-
2018;EAV-100315-G;  Aluminium-Metallurgie: Abschaum (entzündlich);31;26,7
2018;EAV-100316-U;  Abschaum (ohne 100315);61;111,4
2018;EAV-100317-G;  Aluminium-Metallurgie:Teerh. Abf. aus Anodenherst.;3;0,5
2018;EAV-100318-U;  Abfälle aus der Anodenherstellung (ohne 100317);-;-
2018;EAV-100319-G;  Aluminium-Metallurgie: Filterstaub m.gefährl.St.;14;1,0
2018;EAV-100320-U;  Filterstaub (ohne 100319);-;-
2018;EAV-100321-G;  Aluminium-Metallurgie: Andere Teilchen und Staub;10;0,4
2018;EAV-100322-U;  Andere Teilchen und Staub (ohne 100321);4;0,1
2018;EAV-100323-G;  Aluminium-Metallurgie: Feste Abf. a. Abgasbehandl.;15;12,0
2018;EAV-100324-U;  Feste Abfälle aus der Abgasbehandlung (oh. 100323);-;-
2018;EAV-100325-G;  Aluminium-Metallurgie:Schlämme,Filterk.a.Abgasbeh.;3;4,7
2018;EAV-100326-U;  Schlämme u. Filterkuchen aus Abgasbeh. (oh.100325);4;0,1
2018;EAV-100327-G;  Aluminium-Metallurgie: Ölh.Abf. aus Kühlwasserbeh.;-;-
2018;EAV-100328-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100327);-;-
2018;EAV-100329-G;  Aluminium-Metallurgie: Abf.a. Beh. v.Salzschlacken;-;-
2018;EAV-100330-U;  Abfälle aus Behandlung v.Salzschlacken (oh.100329);-;-
2018;EAV-100399-U;  Aluminium-Metallurgie: Abfälle a.n.g.;-;-
2018;EAV-100401-G;  Bleimetallurgie: Schlacken (Erst-, Zweitschmelze);6;97,0
2018;EAV-100402-G;  Bleimetall.: Krätzen,Abschaum (Erst-,Zweitschm.);52;5,7
2018;EAV-100403-G;  Bleimetallurgie: Calciumarsenat;-;-
2018;EAV-100404-G;  Bleimetallurgie: Filterstaub;3;4,1
2018;EAV-100405-G;  Bleimetallurgie: Andere Teilchen und Staub;10;3,7
2018;EAV-100406-G;  Bleimetallurgie: Feste Abfälle aus Abgasbehandlung;-;-
2018;EAV-100407-G;  Bleimetallurgie: Schlämme, Filterk. aus Abgasbeh.;-;-
2018;EAV-100409-G;  Bleimetallurgie: Ölh. Abfälle aus Kühlwasserbeh.;-;-
2018;EAV-100410-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100409);-;-
2018;EAV-100499-U;  Bleimetallurgie: Abfälle a.n.g.;-;-
2018;EAV-100501-U;  Zinkmetallurgie: Schlacken (Erst-, Zweitschmelze);6;2,0
2018;EAV-100503-G;  Zinkmetallurgie: Filterstaub;7;0,2
2018;EAV-100504-U;  Zinkmetallurgie: Andere Teilchen und Staub;14;1,7
2018;EAV-100505-G;  Zinkmetallurgie: Feste Abfälle aus Abgasbehandlung;-;-
2018;EAV-100506-G;  Zinkmetallurgie: Schlämme, Filterk. aus Abgasbeh.;-;-
2018;EAV-100508-G;  Zinkmetallurgie: Ölh. Abfälle aus Kühlwasserbeh.;-;-
2018;EAV-100509-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100508);-;-
2018;EAV-100510-G;  Zinkmetallurgie: Krätzen, Abschaum (entzündlich);-;-
2018;EAV-100511-U;  Krätzen, Abschaum (ohne 100510);9;2,3
2018;EAV-100599-U;  Zinkmetallurgie: Abfälle a.n.g.;3;0,1
2018;EAV-100601-U;  Kupfermetallurgie: Schlacken (Erst-,Zweitschmelze);5;69,6
2018;EAV-100602-U;  Kupfermetall.: Krätzen,Abschaum (Erst-,Zweitschm.);8;7,9
2018;EAV-100603-G;  Kupfermetallurgie: Filterstaub;6;1,3
2018;EAV-100604-U;  Kupfermetallurgie: Andere Teilchen und Staub;5;2,1
2018;EAV-100606-G;  Kupfermetallurgie: Feste Abfälle a.Abgasbehandlung;-;-
2018;EAV-100607-G;  Kupfermetallurgie: Schlämme, Filterk. a.Abgasbeh.;-;-
2018;EAV-100609-G;  Kupfermetallurgie: Ölh.Abf. aus Kühlwasserbeh.;-;-
2018;EAV-100610-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100609);-;-
2018;EAV-100699-U;  Kupfermetallurgie: Abfälle a.n.g.;-;-
2018;EAV-100701-U;  Silbermet.u.a.: Schlacken (Erst-,Zweitschmelze);-;-
2018;EAV-100702-U;  Silbermet.u.a.:Krätzen,Abschaum (Erst-,Zweitschm.);3;0,0
2018;EAV-100703-U;  Silbermet.u.a.: Feste Abfälle aus Abgasbehandlung;-;-
2018;EAV-100704-U;  Silbermet.u.a.: Andere Teilchen und Staub;6;0,1
2018;EAV-100705-U;  Silbermet.u.a.: Schlämme, Filterkuchen a.Abgasbeh.;-;-
2018;EAV-100707-G;  Silbermet.u.a.: Ölhaltige Abfälle a.Kühlwasserbeh.;-;-
2018;EAV-100708-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100707);-;-
2018;EAV-100799-U;  Silber-,Gold-,Platinmetallurgie: Abfälle a.n.g;-;-
2018;EAV-100804-U;  Nichteisenmetallurgie: Teilchen und Staub;11;0,9
2018;EAV-100808-G;  Nichteisenmet.: Salzschlacken(Erst-,Zweitschmelze);-;-
2018;EAV-100809-U;  Nichteisenmetallurgie: Andere Schlacken;11;59,5
2018;EAV-100810-G;  Nichteisenmetallurgie:Krätzen,Abschaum (entzündl.);6;0,3
2018;EAV-100811-U;  Krätzen, Abschaum (ohne 100810);56;4,4
2018;EAV-100812-G;  Nichteisenmet.: Teerh. Abfälle aus Anodenherst.;-;-
2018;EAV-100813-U;  Kohlenstoffhaltige Abfälle (ohne 100812);-;-
2018;EAV-100814-U;  Nichteisenmetallurgie: Anodenschrott;-;-
2018;EAV-100815-G;  Nichteisenmetallurgie: Filterstaub m.gefährl.St.;31;4,2
2018;EAV-100816-U;  Filterstaub (ohne 100815);6;0,1
2018;EAV-100817-G;  Nichteisenmetallurgie:Schlämme,Filterk.a.Abgasbeh.;-;-
2018;EAV-100818-U;  Schlämme und Filterkuchen aus Abgasbeh.(oh.100817);-;-
2018;EAV-100819-G;  Nichteisenmetallurgie: Ölh.Abf. aus Kühlwasserbeh.;-;-
2018;EAV-100820-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100819);-;-
2018;EAV-100899-U;  Nichteisenmetallurgie: Abfälle a.n.g;3;0,0
2018;EAV-100903-U;  Eisen,Stahl: Ofenschlacke;103;259,6
2018;EAV-100905-G;  Eisen,Stahl: Gießformen und -sande vor dem Gießen;4;0,7
2018;EAV-100906-U;  Gießformen und -sande vor dem Gießen (oh.100905);44;106,3
2018;EAV-100907-G;  Eisen,Stahl: Gießformen und -sande nach dem Gießen;8;3,3
2018;EAV-100908-U;  Gießformen u. -sande nach dem Gießen (ohne 100907);142;1854,2
2018;EAV-100909-G;  Eisen,Stahl: Filterstaub mit gefährlichen Stoffen;35;11,0
2018;EAV-100910-U;  Filterstaub (ohne 100909);50;56,4
2018;EAV-100911-G;  Eisen,Stahl: Andere Teilchen mit gefährl. Stoffen;-;-
2018;EAV-100912-U;  Andere Teilchen (ohne 100911);-;-
2018;EAV-100913-G;  Eisen,Stahl: Abf. v. Bindemitteln mit gefährl. St.;-;-
2018;EAV-100914-U;  Abfälle von Bindemitteln (ohne 100913);-;-
2018;EAV-100915-G;  Eisen,Stahl: Abf. aus rissanzeigenden Substanzen;-;-
2018;EAV-100916-U;  Abfälle aus rissanzeigenden Substanzen (oh.100915);-;-
2018;EAV-100999-U;  Gießen von Eisen und Stahl: Abfälle a.n.g.;8;3,1
2018;EAV-101003-U;  Nichteisenmetalle: Ofenschlacke;24;7,8
2018;EAV-101005-G;  Nichteisenmet.: Gießformen, -sande vor dem Gießen;-;-
2018;EAV-101006-U;  Gießformen und -sande vor dem Gießen (ohne 101005);12;26,9
2018;EAV-101007-G;  Nichteisenmet.: Gießformen, -sande nach dem Gießen;3;0,6
2018;EAV-101008-U;  Gießformen und -sande nach dem Gießen (oh. 101007);44;246,3
2018;EAV-101009-G;  Nichteisenmetalle: Filterstaub m.gefährl.Stoffen;15;4,3
2018;EAV-101010-U;  Filterstaub (ohne 101009);12;1,0
2018;EAV-101011-G;  Nichteisenmet.: And. Teilchen mit gefährl. Stoffen;-;-
2018;EAV-101012-U;  Andere Teilchen (ohne 101011);4;1,0
2018;EAV-101013-G;  Nichteisenmet.:Abf.v. Bindemitteln mit gefährl.St.;-;-
2018;EAV-101014-U;  Abfälle von Bindemitteln (ohne 101013);-;-
2018;EAV-101015-G;  Nichteisenmetalle: Abf. aus rissanzeigenden Subst.;-;-
2018;EAV-101016-U;  Abfälle aus rissanzeigenden Substanzen (oh.101015);-;-
2018;EAV-101099-U;  Gießen von Nichteisenmetallen: Abfälle a.n.g.;6;2,0
2018;EAV-101103-U;  Glasfaserabfall;60;47,5
2018;EAV-101105-U;  Glasherstellung: Teilchen und Staub;19;0,5
2018;EAV-101109-G;  Gemengeabfall mit gefährl. Stoffen v. d. Schmelzen;9;0,6
2018;EAV-101110-U;  Gemengeabfall vor dem Schmelzen (ohne 101109);14;5,9
2018;EAV-101111-G;  Glasabfall in kleinen Teilchen und Glasstaub;9;2,1
2018;EAV-101112-U;  Glasabfall (ohne 101111);232;223,8
2018;EAV-101113-G;  Glaspolier- und Glasschleifschlämme;23;1,6
2018;EAV-101114-U;  Glaspolier- und Glasschleifschlämme (ohne 101113);53;3,4
2018;EAV-101115-G;  Glasherstellung: Feste Abfälle aus Abgasbehandlung;36;2,7
2018;EAV-101116-U;  Feste Abfälle aus der Abgasbehandlung (oh. 101115);12;2,2
2018;EAV-101117-G;  Glasherstellung: Schlämme, Filterk. aus Abgasbeh.;-;-
2018;EAV-101118-U;  Schlämme und Filterkuchen aus Abgasbeh.(oh.101117);-;-
2018;EAV-101119-G;  Glasherst.:Feste Abf. a. betriebseig. Abwasserbeh.;9;1,3
2018;EAV-101120-U;  Feste Abfälle a. betriebs. Abwasserbeh.(oh.101119);10;0,5
2018;EAV-101199-U;  Glasherstellung: Abfälle a.n.g.;3;0,1
2018;EAV-101201-U;  Keramikerzeugnisse: Rohmischungen vor dem Brennen;37;36,3
2018;EAV-101203-U;  Keramikerzeugnisse: Teilchen und Staub;54;6,5
2018;EAV-101205-U;  Keramikerzeugnisse: Schlämme, Filterk. a.Abgasbeh.;-;-
2018;EAV-101206-U;  Keramikerzeugnisse: Verworfene Formen;39;9,5
2018;EAV-101208-U;  Abfälle aus Keramikerzeugnissen, Ziegeln u.a.;97;108,2
2018;EAV-101209-G;  Keramikerzeugnisse: Feste Abfälle a. Abgasbehandl.;19;3,8
2018;EAV-101210-U;  Feste Abfälle aus der Abgasbehandlung (oh. 101209);54;13,2
2018;EAV-101211-G;  Keramikerzeugn.: Glasurabfälle mit Schwermetallen;-;-
2018;EAV-101212-U;  Glasurabfälle (ohne 101211);4;0,3
2018;EAV-101213-U;  Keramikerzeugn.:Schlämme(betriebseig.Abwasserbeh.);46;54,9
2018;EAV-101299-U;  Keramikerzeugnisse,keram.Baustoffe: Abfälle a.n.g.;14;1,9
2018;EAV-101301-U;  Zement u.a.:Abfälle von Rohgemenge vor dem Brennen;-;-
2018;EAV-101304-U;  Abfälle a.Kalzinierung,Hydratisierung v.Branntkalk;15;100,5
2018;EAV-101306-U;  Zement u.a.: Teilchen, Staub (außer 101312,101313);44;72,6
2018;EAV-101307-U;  Zement u.a.: Schlämme, Filterkuchen aus Abgasbeh.;-;-
2018;EAV-101309-G;  Asbesthaltige Abfälle a. Herstell. v. Asbestzement;-;-
2018;EAV-101310-U;  Abfälle aus Herstellung v. Asbestzement(oh.101309);-;-
2018;EAV-101311-U;  Abfälle aus Verbundstoffen (ohne 101309, 101310);31;1932,3
2018;EAV-101312-G;  Zement u.a.: Feste Abfälle aus Abgasbehandlung;5;1,9
2018;EAV-101313-U;  Feste Abfälle aus der Abgasbehandlung (oh. 101312);-;-
2018;EAV-101314-U;  Betonabfälle und Betonschlämme;135;311,4
2018;EAV-101399-U;  Zement, Gips, Branntkalk: Abfälle a.n.g.;8;1,1
2018;EAV-101401-G;  Krematorien:Quecksilberh. Abfälle a.d.Gasreinigung;3;0,0
2018;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;;
2018;EAV-110105-G;  Oberflächenbearb.: Saure Beizlösungen;576;153,7
2018;EAV-110106-G;  Oberflächenbearb.: Säuren a.n.g.;192;6,6
2018;EAV-110107-G;  Oberflächenbearb.: Alkalische Beizlösungen;617;48,8
2018;EAV-110108-G;  Oberflächenbearb.: Phosphatierschlämme;165;6,4
2018;EAV-110109-G;  Oberflächenbearb.: Schlämme,Filterkuchen m.gef.St.;565;51,3
2018;EAV-110110-U;  Schlämme und Filterkuchen (ohne 110109);95;51,3
2018;EAV-110111-G;  Oberflächenbearb.:Wässrige Spülflüssigk. m.gef.St.;733;58,0
2018;EAV-110112-U;  Wässrige Spülflüssigkeiten (ohne 110111);97;8,1
2018;EAV-110113-G;  Oberflächenbearb.:Abfälle a.d.Entfettung m.gef.St.;143;9,3
2018;EAV-110114-U;  Abfälle aus der Entfettung (ohne 110113);14;0,2
2018;EAV-110115-G;  Oberflächenbearb.: Eluate,Schlämme a. Membransyst.;3;0,4
2018;EAV-110116-G;  Oberflächenbearb.: Ionenaustauscherharze;23;0,0
2018;EAV-110198-G;  Oberflächenbearb.: Andere Abfälle mit gefährl. St.;198;9,6
2018;EAV-110199-U;  Oberflächenbearbeitung: Abfälle a.n.g.;13;13,5
2018;EAV-110202-G;  Schlämme aus der Zink-Hydrometallurgie;6;171,0
2018;EAV-110203-U;  Abfälle aus der Herstellung von Anoden;-;-
2018;EAV-110205-G;  Abfälle aus Prozessen der Kupfer-Hydrometallurgie;-;-
2018;EAV-110206-U;  Abfälle aus Prozes. d.Kupfer-Hydromet.(oh.110205);-;-
2018;EAV-110207-G;  Nichteisen-Hydrometallurgie:And.Abf. m.gefährl.St.;3;14,1
2018;EAV-110299-U;  Nichteisen-Hydrometallurgie: Abfälle a.n.g.;6;1,6
2018;EAV-110301-G;  Schlämme,Festst.a.Härteprozessen: Cyanidh. Abfälle;26;0,4
2018;EAV-110302-G;  Schlämme,Festst.a.Härteprozessen: Andere Abfälle;47;1,2
2018;EAV-110501-U;  Verzinkung: Hartzink;13;5,6
2018;EAV-110502-U;  Verzinkung: Zinkasche;13;1,7
2018;EAV-110503-G;  Verzinkung: Feste Abfälle aus Abgasbehandlung;6;0,1
2018;EAV-110504-G;  Verzinkung: Gebrauchte Flussmittel;-;-
2018;EAV-110599-U;  Verzinkung: Abfälle a.n.g.;-;-
2018;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;;
2018;EAV-120101-U;  Eisenfeil- und -drehspäne;2711;1562,3
2018;EAV-120102-U;  Eisenstaub und -teilchen;2370;2958,5
2018;EAV-120103-U;  NE-Metallfeil- und -drehspäne;2084;319,2
2018;EAV-120104-U;  NE-Metallstaub und -teilchen;1473;245,4
2018;EAV-120105-U;  Kunststoffspäne und -drehspäne;407;58,5
2018;EAV-120106-G;  Halogenhaltige Bearbeitungsöle auf Mineralölbasis;19;10,9
2018;EAV-120107-G;  Halogenfreie Bearbeitungsöle auf Mineralölbasis;137;24,7
2018;EAV-120108-G;  Halogenhaltige Bearbeitungsemulsionen u. -lösungen;33;0,9
2018;EAV-120109-G;  Halogenfreie Bearbeitungsemulsionen und -lösungen;4694;432,3
2018;EAV-120110-G;  Synthetische Bearbeitungsöle;28;0,2
2018;EAV-120112-G;  Gebrauchte Wachse und Fette;568;11,7
2018;EAV-120113-U;  Schweißabfälle;102;34,0
2018;EAV-120114-G;  Bearbeitungsschlämme mit gefährlichen Stoffen;323;15,7
2018;EAV-120115-U;  Bearbeitungsschlämme (ohne 120114);129;7,5
2018;EAV-120116-G;  Strahlmittelabfälle (mit gefährlichen Stoffen);205;7,4
2018;EAV-120117-U;  Strahlmittelabfälle (ohne 120116);767;64,5
2018;EAV-120118-G;  Ölhaltige Metallschlämme (Schleifschlämme, etc.);690;52,2
2018;EAV-120119-G;  Biologisch leicht abbaubare Bearbeitungsöle;-;-
2018;EAV-120120-G;  Gebrauchte Hon-u.Schleifmittel mit gefährl.Stoffen;85;5,6
2018;EAV-120121-U;  Gebrauchte Hon- und Schleifmittel (ohne 120120);416;11,1
2018;EAV-120199-U;  Oberflächenbearb. Metalle,Kunstst.: Abfälle a.n.g.;161;147,8
2018;EAV-120301-G;  Wässrige Waschflüssigkeiten;473;22,6
2018;EAV-120302-G;  Abfälle aus der Dampfentfettung;13;0,7
2018;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;;
2018;EAV-130101-G;  Hydrauliköle, die PCB enthalten;-;-
2018;EAV-130104-G;  Hydrauliköle: Chlorierte Emulsionen;-;-
2018;EAV-130105-G;  Hydrauliköle: Nichtchlorierte Emulsionen;79;4,9
2018;EAV-130109-G;  Chlorierte Hydrauliköle auf Mineralölbasis;3;0,0
2018;EAV-130110-G;  Nichtchlorierte Hydrauliköle auf Mineralölbasis;153;1,9
2018;EAV-130111-G;  Synthetische Hydrauliköle;15;0,1
2018;EAV-130112-G;  Biologisch leicht abbaubare Hydrauliköle;3;0,0
2018;EAV-130113-G;  Andere Hydrauliköle;24;0,1
2018;EAV-130204-G;  Chlorierte Maschinen-, Getriebe- und Schmieröle;90;0,7
2018;EAV-130205-G;  Nichtchlorierte Maschinen-,Getriebe-u. Schmieröle;5968;72,6
2018;EAV-130206-G;  Synthetische Maschinen-, Getriebe- und Schmieröle;44;0,1
2018;EAV-130207-G;  Biologisch leicht abbau. Maschinen-, Getriebeöle;4;0,0
2018;EAV-130208-G;  Andere Maschinen-, Getriebe- und Schmieröle;494;5,8
2018;EAV-130301-G;  Isolier- und Wärmeübertragungsöle mit PCB;17;0,2
2018;EAV-130306-G;  Chlor. Isolier- u. Wärmeübertragungsöle(oh.130301);4;0,0
2018;EAV-130307-G;  Nichtchlorierte Isolier- und Wärmeübertragungsöle;119;3,1
2018;EAV-130308-G;  Synthetische Isolier- und Wärmeübertragungsöle;31;1,1
2018;EAV-130309-G;  Biolog. leicht abbaub. Isolier-u. Wärmeübertr.öle;-;-
2018;EAV-130310-G;  Andere Isolier- und Wärmeübertragungsöle;20;0,1
2018;EAV-130401-G;  Bilgenöle aus der Binnenschifffahrt;-;-
2018;EAV-130402-G;  Bilgenöle aus Molenablaufkanälen;-;-
2018;EAV-130403-G;  Bilgenöle aus der übrigen Schifffahrt;20;4,3
2018;EAV-130501-G;  Feste Abfälle a.Sandfanganlagen u.Öl-/Wasserabsch.;195;4,6
